SizeA,SizeB,Glottocode,Parameter,DataA,DataB
40.0,37.0,hind1269,Consonants,UPSID,RA
27.0,28.0,kash1277,Consonants,UPSID,RA
23.0,26.0,kota1263,Consonants,UPSID,RA
19.0,21.0,koya1251,Consonants,UPSID,RA
21.0,27.0,khas1269,Consonants,UPSID,RA
31.0,31.0,khar1287,Consonants,UPSID,RA
19.0,35.0,konk1267,Consonants,UPSID,RA
21.0,31.0,kuru1302,Consonants,UPSID,RA
27.0,35.0,nepa1254,Consonants,UPSID,RA
14.0,24.0,aona1235,Consonants,UPSID,RA
24.0,23.0,tulu1258,Consonants,UPSID,RA
32.0,40.0,telu1262,Consonants,UPSID,RA
32.0,27.0,mund1320,Consonants,UPSID,RA
8.0,10.0,apuc1241,Vowels,UPSID,RA
14.0,14.0,beng1280,Vowels,UPSID,RA
21.0,21.0,hind1269,Vowels,UPSID,RA
28.0,28.0,kash1277,Vowels,UPSID,RA
5.0,15.0,kota1263,Vowels,UPSID,RA
5.0,10.0,koya1251,Vowels,UPSID,RA
8.0,13.0,khas1269,Vowels,UPSID,RA
5.0,14.0,khar1287,Vowels,UPSID,RA
18.0,10.0,konk1267,Vowels,UPSID,RA
11.0,25.0,kuru1302,Vowels,UPSID,RA
12.0,12.0,nepa1254,Vowels,UPSID,RA
6.0,8.0,aona1235,Vowels,UPSID,RA
13.0,12.0,tulu1258,Vowels,UPSID,RA
11.0,11.0,telu1262,Vowels,UPSID,RA
5.0,19.5,mund1320,Vowels,UPSID,RA
23.0,21.0,akaw1239,Sounds,UPSID,SAPHON
19.0,24.0,qawa1238,Sounds,UPSID,SAPHON
22.0,23.0,amah1246,Sounds,UPSID,SAPHON
26.0,33.0,yane1238,Sounds,UPSID,SAPHON
26.0,35.0,ando1256,Sounds,UPSID,SAPHON
30.0,34.0,apin1244,Sounds,UPSID,SAPHON
18.0,29.0,arab1268,Sounds,UPSID,SAPHON
26.0,28.0,mapu1245,Sounds,UPSID,SAPHON
21.0,32.0,waor1240,Sounds,UPSID,SAPHON
20.0,23.0,abip1241,Sounds,UPSID,SAPHON
23.0,22.0,waim1255,Sounds,UPSID,SAPHON
21.0,27.0,bata1289,Sounds,UPSID,SAPHON
29.0,29.0,baka1277,Sounds,UPSID,SAPHON
28.0,28.0,muin1242,Sounds,UPSID,SAPHON
20.0,22.0,boro1282,Sounds,UPSID,SAPHON
22.0,15.0,gali1262,Sounds,UPSID,SAPHON
28.0,27.0,chac1249,Sounds,UPSID,SAPHON
22.0,26.0,cacu1241,Sounds,UPSID,SAPHON
19.0,21.0,asha1243,Sounds,UPSID,SAPHON
35.0,37.0,cofa1242,Sounds,UPSID,SAPHON
23.0,17.0,cube1242,Sounds,UPSID,SAPHON
33.0,33.0,cayu1262,Sounds,UPSID,SAPHON
30.0,33.0,fuln1247,Sounds,UPSID,SAPHON
26.0,20.0,wayu1243,Sounds,UPSID,SAPHON
36.0,30.0,para1311,Sounds,UPSID,SAPHON
29.0,35.0,guah1255,Sounds,UPSID,SAPHON
24.0,25.0,guam1248,Sounds,UPSID,SAPHON
21.0,34.0,ache1246,Sounds,UPSID,SAPHON
23.0,23.0,hixk1239,Sounds,UPSID,SAPHON
26.0,36.0,huas1242,Sounds,UPSID,SAPHON
29.0,24.0,sanm1287,Sounds,UPSID,SAPHON
25.0,19.0,igna1246,Sounds,UPSID,SAPHON
39.0,43.0,iran1263,Sounds,UPSID,SAPHON
25.0,25.0,iton1250,Sounds,UPSID,SAPHON
23.0,21.0,jebe1250,Sounds,UPSID,SAPHON
23.0,21.0,shua1257,Sounds,UPSID,SAPHON
39.0,42.0,jaqa1244,Sounds,UPSID,SAPHON
24.0,20.0,japr1238,Sounds,UPSID,SAPHON
28.0,27.0,cams1241,Sounds,UPSID,SAPHON
32.0,31.0,khan1273,Sounds,UPSID,SAPHON
27.0,16.0,kain1272,Sounds,UPSID,SAPHON
36.0,47.0,khar1287,Sounds,UPSID,SAPHON
21.0,24.0,bord1248,Sounds,UPSID,SAPHON
20.0,20.0,maxa1247,Sounds,UPSID,SAPHON
33.0,27.0,east2328,Sounds,UPSID,SAPHON
11.0,11.0,pira1253,Sounds,UPSID,SAPHON
23.0,29.0,movi1243,Sounds,UPSID,SAPHON
42.0,47.0,nuuc1236,Sounds,UPSID,SAPHON
34.0,35.0,ocai1244,Sounds,UPSID,SAPHON
37.0,49.0,paez1247,Sounds,UPSID,SAPHON
25.0,20.0,enap1235,Sounds,UPSID,SAPHON
37.0,47.0,pwon1235,Sounds,UPSID,SAPHON
35.0,37.0,resi1247,Sounds,UPSID,SAPHON
25.0,24.0,xiri1243,Sounds,UPSID,SAPHON
31.0,38.0,epen1239,Sounds,UPSID,SAPHON
32.0,30.0,sali1298,Sounds,UPSID,SAPHON
30.0,30.0,sion1247,Sounds,UPSID,SAPHON
28.0,30.0,siri1273,Sounds,UPSID,SAPHON
32.0,25.0,aika1237,Sounds,UPSID,SAPHON
29.0,33.0,ticu1245,Sounds,UPSID,SAPHON
35.0,31.0,tehu1242,Sounds,UPSID,SAPHON
26.0,18.0,tiwi1244,Sounds,UPSID,SAPHON
22.0,22.0,taca1256,Sounds,UPSID,SAPHON
24.0,29.0,trum1247,Sounds,UPSID,SAPHON
29.0,37.0,tuvi1240,Sounds,UPSID,SAPHON
25.0,22.0,wapi1253,Sounds,UPSID,SAPHON
21.0,16.0,wara1303,Sounds,UPSID,SAPHON
23.0,23.0,yagu1244,Sounds,UPSID,SAPHON
21.0,21.0,yucu1253,Sounds,UPSID,SAPHON
46.0,49.0,yuch1247,Sounds,UPSID,SAPHON
13.0,10.0,akaw1239,Consonants,UPSID,SAPHON
16.0,18.0,qawa1238,Consonants,UPSID,SAPHON
14.0,15.0,amah1246,Consonants,UPSID,SAPHON
23.0,24.0,yane1238,Consonants,UPSID,SAPHON
11.0,11.0,ando1256,Consonants,UPSID,SAPHON
13.0,17.0,apin1244,Consonants,UPSID,SAPHON
11.0,19.0,arab1268,Consonants,UPSID,SAPHON
20.0,22.0,mapu1245,Consonants,UPSID,SAPHON
11.0,12.0,waor1240,Consonants,UPSID,SAPHON
15.0,13.0,abip1241,Consonants,UPSID,SAPHON
11.0,10.0,waim1255,Consonants,UPSID,SAPHON
16.0,18.0,bata1289,Consonants,UPSID,SAPHON
17.0,16.0,baka1277,Consonants,UPSID,SAPHON
22.0,22.0,muin1242,Consonants,UPSID,SAPHON
13.0,15.0,boro1282,Consonants,UPSID,SAPHON
16.0,9.0,gali1262,Consonants,UPSID,SAPHON
24.0,23.0,chac1249,Consonants,UPSID,SAPHON
12.0,21.0,cacu1241,Consonants,UPSID,SAPHON
15.0,13.0,asha1243,Consonants,UPSID,SAPHON
30.0,27.0,cofa1242,Consonants,UPSID,SAPHON
11.0,11.0,cube1242,Consonants,UPSID,SAPHON
17.0,17.0,cayu1262,Consonants,UPSID,SAPHON
18.0,21.0,fuln1247,Consonants,UPSID,SAPHON
14.0,14.0,wayu1243,Consonants,UPSID,SAPHON
24.0,18.0,para1311,Consonants,UPSID,SAPHON
17.0,17.0,guah1255,Consonants,UPSID,SAPHON
18.0,20.0,guam1248,Consonants,UPSID,SAPHON
11.0,22.0,ache1246,Consonants,UPSID,SAPHON
18.0,18.0,hixk1239,Consonants,UPSID,SAPHON
21.0,26.0,huas1242,Consonants,UPSID,SAPHON
23.0,18.0,sanm1287,Consonants,UPSID,SAPHON
21.0,15.0,igna1246,Consonants,UPSID,SAPHON
21.0,21.0,iran1263,Consonants,UPSID,SAPHON
19.0,19.0,iton1250,Consonants,UPSID,SAPHON
19.0,17.0,jebe1250,Consonants,UPSID,SAPHON
15.0,13.0,shua1257,Consonants,UPSID,SAPHON
36.0,36.0,jaqa1244,Consonants,UPSID,SAPHON
12.0,14.0,japr1238,Consonants,UPSID,SAPHON
22.0,21.0,cams1241,Consonants,UPSID,SAPHON
19.0,18.0,khan1273,Consonants,UPSID,SAPHON
13.0,11.0,kain1272,Consonants,UPSID,SAPHON
31.0,37.0,khar1287,Consonants,UPSID,SAPHON
16.0,19.0,bord1248,Consonants,UPSID,SAPHON
10.0,10.0,maxa1247,Consonants,UPSID,SAPHON
25.0,19.0,east2328,Consonants,UPSID,SAPHON
8.0,8.0,pira1253,Consonants,UPSID,SAPHON
18.0,19.0,movi1243,Consonants,UPSID,SAPHON
37.0,37.0,nuuc1236,Consonants,UPSID,SAPHON
25.0,26.0,ocai1244,Consonants,UPSID,SAPHON
29.0,33.0,paez1247,Consonants,UPSID,SAPHON
12.0,13.0,enap1235,Consonants,UPSID,SAPHON
25.0,23.0,pwon1235,Consonants,UPSID,SAPHON
30.0,32.0,resi1247,Consonants,UPSID,SAPHON
13.0,19.0,xiri1243,Consonants,UPSID,SAPHON
17.0,17.0,epen1239,Consonants,UPSID,SAPHON
22.0,20.0,sali1298,Consonants,UPSID,SAPHON
18.0,18.0,sion1247,Consonants,UPSID,SAPHON
16.0,18.0,siri1273,Consonants,UPSID,SAPHON
22.0,15.0,aika1237,Consonants,UPSID,SAPHON
18.0,15.0,ticu1245,Consonants,UPSID,SAPHON
28.0,25.0,tehu1242,Consonants,UPSID,SAPHON
22.0,14.0,tiwi1244,Consonants,UPSID,SAPHON
18.0,18.0,taca1256,Consonants,UPSID,SAPHON
18.0,23.0,trum1247,Consonants,UPSID,SAPHON
20.0,21.0,tuvi1240,Consonants,UPSID,SAPHON
17.0,18.0,wapi1253,Consonants,UPSID,SAPHON
11.0,11.0,wara1303,Consonants,UPSID,SAPHON
11.0,11.0,yagu1244,Consonants,UPSID,SAPHON
16.0,16.0,yucu1253,Consonants,UPSID,SAPHON
38.0,38.0,yuch1247,Consonants,UPSID,SAPHON
10.0,11.0,akaw1239,Vowels,UPSID,SAPHON
3.0,6.0,qawa1238,Vowels,UPSID,SAPHON
8.0,8.0,amah1246,Vowels,UPSID,SAPHON
3.0,9.0,yane1238,Vowels,UPSID,SAPHON
15.0,24.0,ando1256,Vowels,UPSID,SAPHON
17.0,17.0,apin1244,Vowels,UPSID,SAPHON
7.0,10.0,arab1268,Vowels,UPSID,SAPHON
6.0,6.0,mapu1245,Vowels,UPSID,SAPHON
10.0,20.0,waor1240,Vowels,UPSID,SAPHON
5.0,10.0,abip1241,Vowels,UPSID,SAPHON
12.0,12.0,waim1255,Vowels,UPSID,SAPHON
5.0,9.0,bata1289,Vowels,UPSID,SAPHON
12.0,13.0,baka1277,Vowels,UPSID,SAPHON
6.0,6.0,muin1242,Vowels,UPSID,SAPHON
7.0,7.0,boro1282,Vowels,UPSID,SAPHON
6.0,6.0,gali1262,Vowels,UPSID,SAPHON
4.0,4.0,chac1249,Vowels,UPSID,SAPHON
10.0,5.0,cacu1241,Vowels,UPSID,SAPHON
4.0,8.0,asha1243,Vowels,UPSID,SAPHON
5.0,10.0,cofa1242,Vowels,UPSID,SAPHON
12.0,6.0,cube1242,Vowels,UPSID,SAPHON
16.0,16.0,cayu1262,Vowels,UPSID,SAPHON
12.0,12.0,fuln1247,Vowels,UPSID,SAPHON
12.0,6.0,wayu1243,Vowels,UPSID,SAPHON
12.0,12.0,para1311,Vowels,UPSID,SAPHON
12.0,18.0,guah1255,Vowels,UPSID,SAPHON
6.0,5.0,guam1248,Vowels,UPSID,SAPHON
10.0,12.0,ache1246,Vowels,UPSID,SAPHON
5.0,5.0,hixk1239,Vowels,UPSID,SAPHON
5.0,10.0,huas1242,Vowels,UPSID,SAPHON
6.0,6.0,sanm1287,Vowels,UPSID,SAPHON
4.0,4.0,igna1246,Vowels,UPSID,SAPHON
18.0,22.0,iran1263,Vowels,UPSID,SAPHON
6.0,6.0,iton1250,Vowels,UPSID,SAPHON
4.0,4.0,jebe1250,Vowels,UPSID,SAPHON
8.0,8.0,shua1257,Vowels,UPSID,SAPHON
3.0,6.0,jaqa1244,Vowels,UPSID,SAPHON
12.0,6.0,japr1238,Vowels,UPSID,SAPHON
6.0,6.0,cams1241,Vowels,UPSID,SAPHON
13.0,13.0,khan1273,Vowels,UPSID,SAPHON
14.0,5.0,kain1272,Vowels,UPSID,SAPHON
5.0,10.0,khar1287,Vowels,UPSID,SAPHON
5.0,5.0,bord1248,Vowels,UPSID,SAPHON
10.0,10.0,maxa1247,Vowels,UPSID,SAPHON
8.0,8.0,east2328,Vowels,UPSID,SAPHON
3.0,3.0,pira1253,Vowels,UPSID,SAPHON
5.0,10.0,movi1243,Vowels,UPSID,SAPHON
5.0,10.0,nuuc1236,Vowels,UPSID,SAPHON
9.0,9.0,ocai1244,Vowels,UPSID,SAPHON
8.0,16.0,paez1247,Vowels,UPSID,SAPHON
13.0,7.0,enap1235,Vowels,UPSID,SAPHON
12.0,24.0,pwon1235,Vowels,UPSID,SAPHON
5.0,5.0,resi1247,Vowels,UPSID,SAPHON
12.0,5.0,xiri1243,Vowels,UPSID,SAPHON
14.0,21.0,epen1239,Vowels,UPSID,SAPHON
10.0,10.0,sali1298,Vowels,UPSID,SAPHON
12.0,12.0,sion1247,Vowels,UPSID,SAPHON
12.0,12.0,siri1273,Vowels,UPSID,SAPHON
10.0,10.0,aika1237,Vowels,UPSID,SAPHON
11.0,18.0,ticu1245,Vowels,UPSID,SAPHON
7.0,6.0,tehu1242,Vowels,UPSID,SAPHON
4.0,4.0,tiwi1244,Vowels,UPSID,SAPHON
4.0,4.0,taca1256,Vowels,UPSID,SAPHON
6.0,6.0,trum1247,Vowels,UPSID,SAPHON
9.0,16.0,tuvi1240,Vowels,UPSID,SAPHON
8.0,4.0,wapi1253,Vowels,UPSID,SAPHON
10.0,5.0,wara1303,Vowels,UPSID,SAPHON
12.0,12.0,yagu1244,Vowels,UPSID,SAPHON
5.0,5.0,yucu1253,Vowels,UPSID,SAPHON
8.0,11.0,yuch1247,Vowels,UPSID,SAPHON
25.0,25.0,adze1240,Sounds,UPSID,SPA
16.0,17.0,ainu1240,Sounds,UPSID,SPA
35.0,37.0,akan1250,Sounds,UPSID,SPA
17.0,21.0,alab1237,Sounds,UPSID,SPA
27.0,36.0,aleu1260,Sounds,UPSID,SPA
26.0,28.0,alaw1244,Sounds,UPSID,SPA
35.0,35.0,tosk1239,Sounds,UPSID,SPA
22.0,22.0,amah1246,Sounds,UPSID,SPA
26.0,29.0,yane1238,Sounds,UPSID,SPA
37.0,59.0,amha1245,Sounds,UPSID,SPA
43.0,41.0,ngas1240,Sounds,UPSID,SPA
20.0,23.0,anta1253,Sounds,UPSID,SPA
30.0,49.0,apin1244,Sounds,UPSID,SPA
26.0,26.0,mapu1245,Sounds,UPSID,SPA
35.0,67.0,egyp1253,Sounds,UPSID,SPA
35.0,35.0,awng1244,Sounds,UPSID,SPA
33.0,34.0,nort2697,Sounds,UPSID,SPA
23.0,23.0,waim1255,Sounds,UPSID,SPA
21.0,21.0,bata1289,Sounds,UPSID,SPA
43.0,53.0,beng1280,Sounds,UPSID,SPA
26.0,39.0,beem1239,Sounds,UPSID,SPA
43.0,50.0,buru1296,Sounds,UPSID,SPA
42.0,49.0,bulg1262,Sounds,UPSID,SPA
22.0,28.0,gali1262,Sounds,UPSID,SPA
28.0,28.0,chac1249,Sounds,UPSID,SPA
26.0,36.0,cham1312,Sounds,UPSID,SPA
52.0,57.0,chip1261,Sounds,UPSID,SPA
30.0,39.0,chuv1255,Sounds,UPSID,SPA
32.0,33.0,east2563,Sounds,UPSID,SPA
22.0,22.0,chuk1273,Sounds,UPSID,SPA
19.0,21.0,asha1243,Sounds,UPSID,SPA
27.0,29.0,isla1278,Sounds,UPSID,SPA
29.0,35.0,dagb1246,Sounds,UPSID,SPA
24.0,25.0,nyis1236,Sounds,UPSID,SPA
41.0,39.0,stan1295,Sounds,UPSID,SPA
34.0,34.0,kumi1248,Sounds,UPSID,SPA
26.0,26.0,mode1248,Sounds,UPSID,SPA
28.0,28.0,basq1248,Sounds,UPSID,SPA
27.0,36.0,even1260,Sounds,UPSID,SPA
40.0,42.0,ewee1241,Sounds,UPSID,SPA
21.0,43.0,nobi1240,Sounds,UPSID,SPA
25.0,42.0,finn1318,Sounds,UPSID,SPA
37.0,40.0,stan1290,Sounds,UPSID,SPA
41.0,44.0,gaaa1244,Sounds,UPSID,SPA
15.0,15.0,gads1258,Sounds,UPSID,SPA
43.0,43.0,gbay1287,Sounds,UPSID,SPA
69.0,68.0,iris1253,Sounds,UPSID,SPA
26.0,46.0,wayu1243,Sounds,UPSID,SPA
36.0,36.0,para1311,Sounds,UPSID,SPA
22.0,27.0,hakk1236,Sounds,UPSID,SPA
38.0,42.0,haus1257,Sounds,UPSID,SPA
13.0,19.0,hawa1245,Sounds,UPSID,SPA
49.0,50.0,sout2956,Sounds,UPSID,SPA
61.0,94.0,hind1269,Sounds,UPSID,SPA
28.0,49.0,hopi1249,Sounds,UPSID,SPA
40.0,65.0,hung1274,Sounds,UPSID,SPA
35.0,42.0,hupa1239,Sounds,UPSID,SPA
36.0,37.0,nucl1235,Sounds,UPSID,SPA
52.0,52.0,iaai1238,Sounds,UPSID,SPA
59.0,62.0,nucl1417,Sounds,UPSID,SPA
25.0,25.0,igna1246,Sounds,UPSID,SPA
45.0,45.0,iraq1241,Sounds,UPSID,SPA
25.0,25.0,iton1250,Sounds,UPSID,SPA
29.0,30.0,java1254,Sounds,UPSID,SPA
23.0,24.0,shua1257,Sounds,UPSID,SPA
20.0,38.0,nucl1643,Sounds,UPSID,SPA
39.0,42.0,jaqa1244,Sounds,UPSID,SPA
22.0,38.0,kala1399,Sounds,UPSID,SPA
55.0,56.0,kash1277,Sounds,UPSID,SPA
34.0,35.0,nucl1302,Sounds,UPSID,SPA
32.0,32.0,khan1273,Sounds,UPSID,SPA
25.0,32.0,kett1243,Sounds,UPSID,SPA
28.0,34.0,kota1263,Sounds,UPSID,SPA
29.0,28.0,khas1269,Sounds,UPSID,SPA
33.0,35.0,halh1238,Sounds,UPSID,SPA
42.0,42.0,cent1989,Sounds,UPSID,SPA
36.0,41.0,khar1287,Sounds,UPSID,SPA
30.0,36.0,kirg1245,Sounds,UPSID,SPA
31.0,31.0,kwom1262,Sounds,UPSID,SPA
29.0,31.0,cent2050,Sounds,UPSID,SPA
32.0,40.0,kore1280,Sounds,UPSID,SPA
33.0,36.0,komi1268,Sounds,UPSID,SPA
32.0,68.0,kuru1302,Sounds,UPSID,SPA
20.0,20.0,kuni1267,Sounds,UPSID,SPA
48.0,55.0,kwak1269,Sounds,UPSID,SPA
55.0,53.0,lakk1238,Sounds,UPSID,SPA
69.0,69.0,lakk1252,Sounds,UPSID,SPA
36.0,39.0,lugb1240,Sounds,UPSID,SPA
35.0,35.0,lahu1253,Sounds,UPSID,SPA
52.0,47.0,lith1251,Sounds,UPSID,SPA
36.0,36.0,lako1247,Sounds,UPSID,SPA
26.0,34.0,luis1253,Sounds,UPSID,SPA
32.0,32.0,luok1236,Sounds,UPSID,SPA
37.0,43.0,sout2965,Sounds,UPSID,SPA
33.0,34.0,chiq1250,Sounds,UPSID,SPA
28.0,39.0,masa1300,Sounds,UPSID,SPA
60.0,60.0,cent2144,Sounds,UPSID,SPA
33.0,34.0,east2328,Sounds,UPSID,SPA
25.0,29.0,sanm1295,Sounds,UPSID,SPA
22.0,24.0,maun1240,Sounds,UPSID,SPA
34.0,42.0,marg1265,Sounds,UPSID,SPA
13.0,18.0,naas1242,Sounds,UPSID,SPA
47.0,52.0,nava1243,Sounds,UPSID,SPA
30.0,36.0,nezp1238,Sounds,UPSID,SPA
35.0,44.0,gily1242,Sounds,UPSID,SPA
23.0,24.0,nort2952,Sounds,UPSID,SPA
46.0,46.0,norw1259,Sounds,UPSID,SPA
42.0,47.0,nuuc1236,Sounds,UPSID,SPA
23.0,24.0,nung1290,Sounds,UPSID,SPA
34.0,36.0,ocai1244,Sounds,UPSID,SPA
27.0,27.0,east2542,Sounds,UPSID,SPA
24.0,29.0,toho1245,Sounds,UPSID,SPA
37.0,39.0,paez1247,Sounds,UPSID,SPA
34.0,32.0,bouy1240,Sounds,UPSID,SPA
30.0,30.0,west2369,Sounds,UPSID,SPA
25.0,36.0,plat1254,Sounds,UPSID,SPA
32.0,38.0,sout2982,Sounds,UPSID,SPA
38.0,38.0,cent1973,Sounds,UPSID,SPA
36.0,37.0,sout2991,Sounds,UPSID,SPA
32.0,31.0,roma1327,Sounds,UPSID,SPA
38.0,38.0,russ1263,Sounds,UPSID,SPA
34.0,49.0,yaku1245,Sounds,UPSID,SPA
55.0,53.0,seda1262,Sounds,UPSID,SPA
19.0,27.0,sene1264,Sounds,UPSID,SPA
24.0,48.0,koyr1242,Sounds,UPSID,SPA
17.0,17.0,nucl1632,Sounds,UPSID,SPA
31.0,49.0,tach1250,Sounds,UPSID,SPA
36.0,53.0,sinh1246,Sounds,UPSID,SPA
26.0,46.0,saba1265,Sounds,UPSID,SPA
32.0,50.0,soma1255,Sounds,UPSID,SPA
25.0,25.0,stan1288,Sounds,UPSID,SPA
21.0,21.0,sele1250,Sounds,UPSID,SPA
28.0,28.0,siri1273,Sounds,UPSID,SPA
26.0,27.0,atay1247,Sounds,UPSID,SPA
29.0,29.0,ticu1245,Sounds,UPSID,SPA
43.0,68.0,telu1262,Sounds,UPSID,SPA
23.0,28.0,taga1270,Sounds,UPSID,SPA
33.0,54.0,tigr1270,Sounds,UPSID,SPA
17.0,19.0,tamn1235,Sounds,UPSID,SPA
22.0,26.0,papa1238,Sounds,UPSID,SPA
39.0,32.0,pure1242,Sounds,UPSID,SPA
24.0,25.0,tuni1252,Sounds,UPSID,SPA
33.0,40.0,nucl1301,Sounds,UPSID,SPA
38.0,38.0,picu1248,Sounds,UPSID,SPA
28.0,30.0,tzel1254,Sounds,UPSID,SPA
37.0,37.0,mund1320,Sounds,UPSID,SPA
25.0,29.0,wapi1253,Sounds,UPSID,SPA
29.0,29.0,wich1260,Sounds,UPSID,SPA
18.0,23.0,wikm1247,Sounds,UPSID,SPA
40.0,40.0,nucl1347,Sounds,UPSID,SPA
34.0,38.0,wuch1236,Sounds,UPSID,SPA
34.0,46.0,libe1247,Sounds,UPSID,SPA
26.0,32.0,nort2745,Sounds,UPSID,SPA
35.0,34.0,nene1249,Sounds,UPSID,SPA
46.0,64.0,yuch1247,Sounds,UPSID,SPA
22.0,32.0,copa1236,Sounds,UPSID,SPA
37.0,40.0,zulu1248,Sounds,UPSID,SPA
25.0,54.0,zuni1245,Sounds,UPSID,SPA
18.0,18.0,adze1240,Consonants,UPSID,SPA
11.0,12.0,ainu1240,Consonants,UPSID,SPA
21.0,22.0,akan1250,Consonants,UPSID,SPA
14.0,15.0,alab1237,Consonants,UPSID,SPA
24.0,30.0,aleu1260,Consonants,UPSID,SPA
22.0,23.0,alaw1244,Consonants,UPSID,SPA
28.0,28.0,tosk1239,Consonants,UPSID,SPA
14.0,14.0,amah1246,Consonants,UPSID,SPA
23.0,23.0,yane1238,Consonants,UPSID,SPA
30.0,52.0,amha1245,Consonants,UPSID,SPA
32.0,30.0,ngas1240,Consonants,UPSID,SPA
17.0,17.0,anta1253,Consonants,UPSID,SPA
13.0,14.0,apin1244,Consonants,UPSID,SPA
20.0,20.0,mapu1245,Consonants,UPSID,SPA
27.0,58.0,egyp1253,Consonants,UPSID,SPA
28.0,28.0,awng1244,Consonants,UPSID,SPA
24.0,25.0,nort2697,Consonants,UPSID,SPA
11.0,11.0,waim1255,Consonants,UPSID,SPA
16.0,16.0,bata1289,Consonants,UPSID,SPA
29.0,36.0,beng1280,Consonants,UPSID,SPA
16.0,19.0,beem1239,Consonants,UPSID,SPA
38.0,38.0,buru1296,Consonants,UPSID,SPA
36.0,37.0,bulg1262,Consonants,UPSID,SPA
16.0,16.0,gali1262,Consonants,UPSID,SPA
24.0,24.0,chac1249,Consonants,UPSID,SPA
20.0,30.0,cham1312,Consonants,UPSID,SPA
38.0,39.0,chip1261,Consonants,UPSID,SPA
21.0,30.0,chuv1255,Consonants,UPSID,SPA
21.0,24.0,east2563,Consonants,UPSID,SPA
15.0,15.0,chuk1273,Consonants,UPSID,SPA
15.0,17.0,asha1243,Consonants,UPSID,SPA
16.0,17.0,isla1278,Consonants,UPSID,SPA
23.0,24.0,dagb1246,Consonants,UPSID,SPA
15.0,16.0,nyis1236,Consonants,UPSID,SPA
22.0,23.0,stan1295,Consonants,UPSID,SPA
25.0,25.0,kumi1248,Consonants,UPSID,SPA
21.0,21.0,mode1248,Consonants,UPSID,SPA
23.0,23.0,basq1248,Consonants,UPSID,SPA
17.0,18.0,even1260,Consonants,UPSID,SPA
26.0,28.0,ewee1241,Consonants,UPSID,SPA
16.0,33.0,nobi1240,Consonants,UPSID,SPA
17.0,25.0,finn1318,Consonants,UPSID,SPA
21.0,23.0,stan1290,Consonants,UPSID,SPA
29.0,32.0,gaaa1244,Consonants,UPSID,SPA
9.0,9.0,gads1258,Consonants,UPSID,SPA
31.0,31.0,gbay1287,Consonants,UPSID,SPA
45.0,44.0,iris1253,Consonants,UPSID,SPA
14.0,28.0,wayu1243,Consonants,UPSID,SPA
24.0,24.0,para1311,Consonants,UPSID,SPA
16.0,21.0,hakk1236,Consonants,UPSID,SPA
31.0,32.0,haus1257,Consonants,UPSID,SPA
8.0,9.0,hawa1245,Consonants,UPSID,SPA
46.0,47.0,sout2956,Consonants,UPSID,SPA
40.0,71.0,hind1269,Consonants,UPSID,SPA
22.0,31.0,hopi1249,Consonants,UPSID,SPA
26.0,50.0,hung1274,Consonants,UPSID,SPA
28.0,35.0,hupa1239,Consonants,UPSID,SPA
30.0,30.0,nucl1235,Consonants,UPSID,SPA
36.0,33.0,iaai1238,Consonants,UPSID,SPA
43.0,46.0,nucl1417,Consonants,UPSID,SPA
21.0,21.0,igna1246,Consonants,UPSID,SPA
33.0,33.0,iraq1241,Consonants,UPSID,SPA
19.0,19.0,iton1250,Consonants,UPSID,SPA
21.0,22.0,java1254,Consonants,UPSID,SPA
15.0,16.0,shua1257,Consonants,UPSID,SPA
15.0,27.0,nucl1643,Consonants,UPSID,SPA
36.0,36.0,jaqa1244,Consonants,UPSID,SPA
19.0,32.0,kala1399,Consonants,UPSID,SPA
27.0,27.0,kash1277,Consonants,UPSID,SPA
28.0,29.0,nucl1302,Consonants,UPSID,SPA
19.0,19.0,khan1273,Consonants,UPSID,SPA
18.0,18.0,kett1243,Consonants,UPSID,SPA
23.0,23.0,kota1263,Consonants,UPSID,SPA
21.0,19.0,khas1269,Consonants,UPSID,SPA
21.0,21.0,halh1238,Consonants,UPSID,SPA
21.0,21.0,cent1989,Consonants,UPSID,SPA
31.0,31.0,khar1287,Consonants,UPSID,SPA
22.0,20.0,kirg1245,Consonants,UPSID,SPA
24.0,24.0,kwom1262,Consonants,UPSID,SPA
23.0,25.0,cent2050,Consonants,UPSID,SPA
21.0,22.0,kore1280,Consonants,UPSID,SPA
26.0,29.0,komi1268,Consonants,UPSID,SPA
21.0,46.0,kuru1302,Consonants,UPSID,SPA
15.0,15.0,kuni1267,Consonants,UPSID,SPA
42.0,46.0,kwak1269,Consonants,UPSID,SPA
33.0,31.0,lakk1238,Consonants,UPSID,SPA
60.0,60.0,lakk1252,Consonants,UPSID,SPA
26.0,27.0,lugb1240,Consonants,UPSID,SPA
26.0,26.0,lahu1253,Consonants,UPSID,SPA
36.0,36.0,lith1251,Consonants,UPSID,SPA
28.0,27.0,lako1247,Consonants,UPSID,SPA
21.0,23.0,luis1253,Consonants,UPSID,SPA
23.0,23.0,luok1236,Consonants,UPSID,SPA
33.0,36.0,sout2965,Consonants,UPSID,SPA
25.0,26.0,chiq1250,Consonants,UPSID,SPA
19.0,21.0,masa1300,Consonants,UPSID,SPA
45.0,45.0,cent2144,Consonants,UPSID,SPA
25.0,25.0,east2328,Consonants,UPSID,SPA
15.0,19.0,sanm1295,Consonants,UPSID,SPA
17.0,19.0,maun1240,Consonants,UPSID,SPA
