SizeA,SizeB,Glottocode,Parameter,DataA,DataB
5.0,5.5,jauj1238,Vowels,PH,SAPHON
5.0,5.0,luya1241,Vowels,PH,SAPHON
10.0,10.0,imon1245,Vowels,PH,SAPHON
13.0,13.0,ingu1240,Vowels,PH,SAPHON
5.0,5.0,kris1246,Vowels,PH,SAPHON
14.0,14.0,yalu1240,Vowels,PH,SAPHON
11.0,11.0,izer1241,Vowels,PH,SAPHON
4.0,4.0,jama1261,Vowels,PH,SAPHON
22.0,22.0,jeme1245,Vowels,PH,SAPHON
16.0,16.0,liji1238,Vowels,PH,SAPHON
3.0,3.0,kaby1243,Vowels,PH,SAPHON
8.0,8.0,gida1247,Vowels,PH,SAPHON
10.0,11.0,kaya1329,Vowels,PH,SAPHON
6.0,6.0,kama1367,Vowels,PH,SAPHON
14.0,14.0,kano1245,Vowels,PH,SAPHON
10.0,10.0,kens1251,Vowels,PH,SAPHON
7.0,7.0,east2398,Vowels,PH,SAPHON
10.0,10.0,kari1301,Vowels,PH,SAPHON
20.0,20.0,keny1279,Vowels,PH,SAPHON
10.0,10.0,khar1287,Vowels,PH,SAPHON
19.0,19.0,chon1284,Vowels,PH,SAPHON
10.0,10.0,kiny1244,Vowels,PH,SAPHON
10.0,10.0,kiri1254,Vowels,PH,SAPHON
5.0,5.0,koko1269,Vowels,PH,SAPHON
7.0,7.0,bako1250,Vowels,PH,SAPHON
18.0,18.0,konn1242,Vowels,PH,SAPHON
25.0,25.0,kuay1244,Vowels,PH,SAPHON
21.0,21.0,kulu1253,Vowels,PH,SAPHON
6.0,6.0,kuot1243,Vowels,PH,SAPHON
6.0,6.0,kusu1250,Vowels,PH,SAPHON
15.0,15.0,kuvi1243,Vowels,PH,SAPHON
16.0,16.0,kwaz1243,Vowels,PH,SAPHON
5.0,5.0,lada1244,Vowels,PH,SAPHON
20.0,20.0,lang1320,Vowels,PH,SAPHON
12.0,12.0,laoo1244,Vowels,PH,SAPHON
5.0,5.0,lavu1241,Vowels,PH,SAPHON
16.0,16.0,bafa1247,Vowels,PH,SAPHON
10.0,10.0,lund1266,Vowels,PH,SAPHON
10.0,10.0,luch1239,Vowels,PH,SAPHON
7.0,7.0,orok1266,Vowels,PH,SAPHON
6.0,6.0,mace1250,Vowels,PH,SAPHON
13.0,13.0,mada1293,Vowels,PH,SAPHON
9.0,9.0,madi1260,Vowels,PH,SAPHON
5.0,5.0,mana1295,Vowels,PH,SAPHON
11.0,11.0,bame1260,Vowels,PH,SAPHON
10.0,10.0,mana1288,Vowels,PH,SAPHON
9.0,9.0,ngem1255,Vowels,PH,SAPHON
5.0,5.0,mara1385,Vowels,PH,SAPHON
5.0,5.0,maib1239,Vowels,PH,SAPHON
7.0,7.0,gbay1281,Vowels,PH,SAPHON
9.0,9.0,medu1238,Vowels,PH,SAPHON
5.0,5.0,ming1252,Vowels,PH,SAPHON
9.0,9.0,mmen1238,Vowels,PH,SAPHON
10.0,10.0,moke1242,Vowels,PH,SAPHON
12.0,17.0,mose1249,Vowels,PH,SAPHON
7.0,7.0,mpon1254,Vowels,PH,SAPHON
9.0,9.0,mung1266,Vowels,PH,SAPHON
8.0,8.0,mvum1238,Vowels,PH,SAPHON
7.0,7.0,motl1237,Vowels,PH,SAPHON
6.0,6.0,nami1256,Vowels,PH,SAPHON
18.0,18.0,ndem1249,Vowels,PH,SAPHON
16.0,16.0,mesc1238,Vowels,PH,SAPHON
10.0,10.0,quec1382,Vowels,PH,SAPHON
6.0,6.0,nank1250,Vowels,PH,SAPHON
10.0,10.0,nand1266,Vowels,PH,SAPHON
20.0,20.0,kima1246,Vowels,PH,SAPHON
8.0,8.0,naki1238,Vowels,PH,SAPHON
5.0,5.0,mich1245,Vowels,PH,SAPHON
21.0,21.0,naga1394,Vowels,PH,SAPHON
6.0,6.0,ngos1238,Vowels,PH,SAPHON
9.0,9.0,ngal1293,Vowels,PH,SAPHON
8.0,8.0,nang1259,Vowels,PH,SAPHON
7.0,7.0,ngom1272,Vowels,PH,SAPHON
19.0,19.0,ngom1271,Vowels,PH,SAPHON
10.0,10.0,nuuc1236,Vowels,PH,SAPHON
19.0,19.0,nort2684,Vowels,PH,SAPHON
10.0,10.0,nort2954,Vowels,PH,SAPHON
5.0,5.0,nubi1253,Vowels,PH,SAPHON
28.0,28.0,nuer1246,Vowels,PH,SAPHON
7.0,7.0,elip1238,Vowels,PH,SAPHON
14.0,14.0,nyam1276,Vowels,PH,SAPHON
20.0,20.0,nyeu1238,Vowels,PH,SAPHON
12.0,12.0,obol1243,Vowels,PH,SAPHON
8.0,8.0,mian1257,Vowels,PH,SAPHON
8.0,8.0,faiw1243,Vowels,PH,SAPHON
7.0,7.0,okuu1243,Vowels,PH,SAPHON
9.0,9.0,osse1243,Vowels,PH,SAPHON
12.0,12.0,pala1344,Vowels,PH,SAPHON
5.0,5.0,orok1269,Vowels,PH,SAPHON
11.0,11.0,yill1241,Vowels,PH,SAPHON
7.0,7.0,ning1273,Vowels,PH,SAPHON
5.0,5.0,dobu1241,Vowels,PH,SAPHON
6.0,6.0,samo1303,Vowels,PH,SAPHON
8.0,8.0,urii1240,Vowels,PH,SAPHON
8.0,8.0,boik1241,Vowels,PH,SAPHON
18.0,18.0,phai1238,Vowels,PH,SAPHON
22.0,22.0,mall1246,Vowels,PH,SAPHON
9.0,9.0,rama1270,Vowels,PH,SAPHON
5.0,5.0,matb1237,Vowels,PH,SAPHON
5.0,5.0,rund1242,Vowels,PH,SAPHON
8.0,8.0,nyan1307,Vowels,PH,SAPHON
10.0,10.0,marw1260,Vowels,PH,SAPHON
9.0,9.0,samb1305,Vowels,PH,SAPHON
8.0,8.0,sout2844,Vowels,PH,SAPHON
21.0,21.0,samr1245,Vowels,PH,SAPHON
5.0,5.0,saba1268,Vowels,PH,SAPHON
5.0,5.0,saan1246,Vowels,PH,SAPHON
11.0,11.0,sasa1249,Vowels,PH,SAPHON
11.0,11.0,sora1254,Vowels,PH,SAPHON
6.0,6.0,sayu1241,Vowels,PH,SAPHON
6.0,9.0,seco1241,Vowels,PH,SAPHON
10.0,10.0,taro1264,Vowels,PH,SAPHON
17.0,17.0,seim1238,Vowels,PH,SAPHON
18.0,18.0,seme1247,Vowels,PH,SAPHON
9.0,9.0,serr1255,Vowels,PH,SAPHON
13.0,13.0,shab1252,Vowels,PH,SAPHON
4.0,4.0,yawa1260,Vowels,PH,SAPHON
5.0,5.0,mako1251,Vowels,PH,SAPHON
5.0,5.0,shon1251,Vowels,PH,SAPHON
10.0,10.0,bamu1253,Vowels,PH,SAPHON
7.0,7.0,siar1238,Vowels,PH,SAPHON
35.0,35.0,sera1259,Vowels,PH,SAPHON
6.0,6.0,shaw1249,Vowels,PH,SAPHON
7.0,7.0,nucl1634,Vowels,PH,SAPHON
50.0,50.0,aheu1239,Vowels,PH,SAPHON
5.0,5.0,sout2856,Vowels,PH,SAPHON
5.0,5.0,spok1245,Vowels,PH,SAPHON
13.0,13.0,sata1237,Vowels,PH,SAPHON
6.0,6.0,ulwa1239,Vowels,PH,SAPHON
9.0,12.0,hupd1244,Vowels,PH,SAPHON
6.0,6.0,chim1300,Vowels,PH,SAPHON
7.0,7.0,loxi1235,Vowels,PH,SAPHON
6.0,6.0,yuki1243,Vowels,PH,SAPHON
16.0,16.0,yape1248,Vowels,PH,SAPHON
12.0,12.0,yuro1248,Vowels,PH,SAPHON
7.0,7.0,yura1255,Vowels,PH,SAPHON
12.0,12.0,sout2750,Vowels,PH,SAPHON
10.0,10.0,wamb1259,Vowels,PH,SAPHON
6.0,6.0,wash1253,Vowels,PH,SAPHON
7.0,7.0,waya1269,Vowels,PH,SAPHON
5.0,5.0,woge1237,Vowels,PH,SAPHON
14.0,14.0,huar1255,Vowels,PH,SAPHON
11.0,11.0,vaii1241,Vowels,PH,SAPHON
6.0,6.0,ukra1253,Vowels,PH,SAPHON
10.0,10.0,phal1254,Vowels,PH,SAPHON
5.0,5.0,east2440,Vowels,PH,SAPHON
12.0,12.0,tapi1253,Vowels,PH,SAPHON
10.0,10.0,baru1269,Vowels,PH,SAPHON
6.0,6.0,tatu1247,Vowels,PH,SAPHON
22.0,22.0,tagw1240,Vowels,PH,SAPHON
7.0,7.0,maza1291,Vowels,PH,SAPHON
11.0,11.0,paok1235,Vowels,PH,SAPHON
5.0,5.0,tern1247,Vowels,PH,SAPHON
7.0,8.0,toba1269,Vowels,PH,SAPHON
9.0,9.0,east2295,Vowels,PH,SAPHON
15.0,15.0,dutc1256,Vowels,PH,SAPHON
5.0,5.0,malo1243,Vowels,PH,SAPHON
8.0,8.0,gayo1244,Vowels,PH,SAPHON
12.0,12.0,jama1262,Vowels,PH,SAPHON
24.0,24.0,mamb1294,Vowels,PH,SAPHON
13.0,13.0,ibib1240,Vowels,PH,SAPHON
12.0,12.0,tami1289,Vowels,PH,SAPHON
32.0,32.0,zoog1238,Vowels,PH,SAPHON
8.0,8.0,baga1273,Vowels,PH,SAPHON
5.0,5.0,sout2895,Vowels,PH,SAPHON
5.0,5.0,sela1259,Vowels,PH,SAPHON
12.0,12.0,tsuv1239,Vowels,PH,SAPHON
7.0,7.0,hang1263,Vowels,PH,SAPHON
14.0,14.0,blan1242,Vowels,PH,SAPHON
4.0,4.0,tata1257,Vowels,PH,SAPHON
8.0,8.0,tibe1272,Vowels,PH,SAPHON
24.0,24.0,chee1238,Vowels,PH,SAPHON
5.0,5.0,tolo1259,Vowels,PH,SAPHON
7.0,7.0,pagi1243,Vowels,PH,SAPHON
6.0,6.0,choc1276,Vowels,PH,SAPHON
16.0,16.0,mich1243,Vowels,PH,SAPHON
4.0,4.0,pila1245,Vowels,PH,SAPHON
11.0,11.0,yuch1247,Vowels,PH,SAPHON
12.0,8.0,bani1255,Vowels,PH,SAPHON
14.0,17.0,kari1311,Vowels,PH,SAPHON
3.0,3.0,nort2943,Vowels,PH,SAPHON
18.0,18.0,sanj1284,Vowels,PH,SAPHON
5.0,5.0,tzot1259,Vowels,PH,SAPHON
10.0,10.0,sida1246,Vowels,PH,SAPHON
6.0,6.0,west2560,Vowels,PH,SAPHON
9.0,9.0,chim1301,Vowels,PH,SAPHON
10.0,10.0,hueh1236,Vowels,PH,SAPHON
18.0,18.0,utes1238,Vowels,PH,SAPHON
5.0,5.0,dupa1235,Vowels,PH,SAPHON
5.0,5.0,tong1325,Vowels,PH,SAPHON
10.0,10.0,lake1258,Vowels,PH,SAPHON
5.0,5.0,lazz1240,Vowels,PH,SAPHON
10.0,10.0,juan1238,Vowels,PH,SAPHON
22.0,22.0,adan1251,Vowels,PH,SAPHON
10.0,10.0,ambe1247,Vowels,PH,SAPHON
26.0,23.0,apur1254,Vowels,PH,SAPHON
34.0,34.0,achi1257,Vowels,PH,SAPHON
13.0,13.0,anti1245,Vowels,PH,SAPHON
3.0,3.0,akla1241,Vowels,PH,SAPHON
16.0,11.0,arhu1242,Vowels,PH,SAPHON
11.0,11.0,karo1306,Vowels,PH,SAPHON
16.0,16.0,liby1240,Vowels,PH,SAPHON
9.0,9.0,bata1289,Vowels,PH,SAPHON
7.0,7.0,baou1238,Vowels,PH,SAPHON
6.0,6.0,bond1245,Vowels,PH,SAPHON
23.0,23.0,bike1242,Vowels,PH,SAPHON
12.0,12.0,siks1238,Vowels,PH,SAPHON
8.0,8.0,bilo1248,Vowels,PH,SAPHON
13.0,13.0,beli1260,Vowels,PH,SAPHON
6.0,6.0,koas1236,Vowels,PH,SAPHON
5.0,5.0,como1259,Vowels,PH,SAPHON
14.0,14.0,soch1239,Vowels,PH,SAPHON
14.0,14.0,diml1238,Vowels,PH,SAPHON
7.0,7.0,yekh1238,Vowels,PH,SAPHON
19.0,19.0,nort2626,Vowels,PH,SAPHON
18.0,18.0,guja1253,Vowels,PH,SAPHON
6.0,9.0,guan1269,Vowels,PH,SAPHON
10.0,10.0,hung1278,Vowels,PH,SAPHON
12.0,12.0,halk1245,Vowels,PH,SAPHON
10.0,10.0,huas1242,Vowels,PH,SAPHON
4.0,4.0,ilok1237,Vowels,PH,SAPHON
8.0,8.0,kadi1248,Vowels,PH,SAPHON
13.0,13.0,kute1248,Vowels,PH,SAPHON
7.0,8.5,awac1239,Vowels,PH,SAPHON
8.0,8.0,lisu1250,Vowels,PH,SAPHON
7.0,7.0,loni1238,Vowels,PH,SAPHON
7.0,7.0,mola1238,Vowels,PH,SAPHON
6.0,6.0,mats1244,Vowels,PH,SAPHON
6.0,6.0,mani1292,Vowels,PH,SAPHON
10.0,10.0,mand1436,Vowels,PH,SAPHON
8.0,8.0,moco1246,Vowels,PH,SAPHON
10.0,10.0,mamm1241,Vowels,PH,SAPHON
20.0,20.0,mund1330,Vowels,PH,SAPHON
10.0,10.0,nisg1240,Vowels,PH,SAPHON
14.0,14.0,nort2627,Vowels,PH,SAPHON
12.0,12.0,nort2984,Vowels,PH,SAPHON
13.0,13.0,pana1305,Vowels,PH,SAPHON
7.0,7.0,nige1257,Vowels,PH,SAPHON
10.0,10.0,nort2966,Vowels,PH,SAPHON
10.0,10.0,texi1237,Vowels,PH,SAPHON
13.0,13.0,khan1273,Vowels,PH,SAPHON
16.0,16.0,stan1289,Vowels,PH,SAPHON
11.0,11.0,croa1245,Vowels,PH,SAPHON
13.0,13.0,czec1258,Vowels,PH,SAPHON
7.0,7.0,gali1258,Vowels,PH,SAPHON
23.0,23.0,kabi1261,Vowels,PH,SAPHON
8.0,8.0,mono1270,Vowels,PH,SAPHON
9.0,9.0,indo1316,Vowels,PH,SAPHON
7.0,7.0,ital1282,Vowels,PH,SAPHON
5.0,4.0,sala1272,Vowels,PH,SAPHON
8.0,8.0,seri1257,Vowels,PH,SAPHON
10.0,10.0,sind1272,Vowels,PH,SAPHON
16.0,16.0,slov1268,Vowels,PH,SAPHON
17.0,17.0,swed1254,Vowels,PH,SAPHON
5.0,5.0,tuka1248,Vowels,PH,SAPHON
10.0,10.0,yine1238,Vowels,PH,SAPHON
10.0,10.0,kich1262,Vowels,PH,SAPHON
10.0,10.0,huam1248,Vowels,PH,SAPHON
10.0,10.0,sipa1247,Vowels,PH,SAPHON
5.0,5.0,chim1302,Vowels,PH,SAPHON
10.0,10.0,tlac1235,Vowels,PH,SAPHON
7.0,7.0,ambu1247,Vowels,PH,SAPHON
5.0,5.0,abau1245,Vowels,PH,SAPHON
7.0,7.0,qima1242,Vowels,PH,SAPHON
13.0,13.0,akha1245,Vowels,PH,SAPHON
7.0,7.0,alya1239,Vowels,PH,SAPHON
5.0,5.0,aman1265,Vowels,PH,SAPHON
24.0,24.0,anua1242,Vowels,PH,SAPHON
5.0,5.0,aran1237,Vowels,PH,SAPHON
7.0,7.0,bumb1241,Vowels,PH,SAPHON
14.0,14.0,tana1290,Vowels,PH,SAPHON
7.0,7.0,auuu1241,Vowels,PH,SAPHON
14.0,14.0,tinp1237,Vowels,PH,SAPHON
15.0,15.0,peta1245,Vowels,PH,SAPHON
14.0,14.0,pate1247,Vowels,PH,SAPHON
14.0,14.0,kela1255,Vowels,PH,SAPHON
6.0,6.0,surs1246,Vowels,PH,SAPHON
6.0,6.0,awar1248,Vowels,PH,SAPHON
17.0,17.0,awin1248,Vowels,PH,SAPHON
7.0,7.0,awtu1239,Vowels,PH,SAPHON
7.0,7.0,baba1264,Vowels,PH,SAPHON
7.0,7.0,baba1266,Vowels,PH,SAPHON
7.0,7.0,bako1249,Vowels,PH,SAPHON
14.0,14.0,nyon1241,Vowels,PH,SAPHON
9.0,9.0,bamu1256,Vowels,PH,SAPHON
9.0,9.0,bang1356,Vowels,PH,SAPHON
8.0,8.0,bata1285,Vowels,PH,SAPHON
5.0,5.0,bari1286,Vowels,PH,SAPHON
14.0,14.0,befa1241,Vowels,PH,SAPHON
6.0,6.0,idaa1241,Vowels,PH,SAPHON
10.0,10.0,bemb1257,Vowels,PH,SAPHON
6.0,6.0,berb1259,Vowels,PH,SAPHON
15.0,15.0,bett1235,Vowels,PH,SAPHON
10.0,10.0,biak1248,Vowels,PH,SAPHON
6.0,6.0,bili1250,Vowels,PH,SAPHON
24.0,24.0,bina1277,Vowels,PH,SAPHON
19.0,19.0,sout2840,Vowels,PH,SAPHON
10.0,10.0,nucl1695,Vowels,PH,SAPHON
11.0,11.0,bong1285,Vowels,PH,SAPHON
6.0,6.0,boro1277,Vowels,PH,SAPHON
10.0,10.0,brok1247,Vowels,PH,SAPHON
8.0,8.0,baga1272,Vowels,PH,SAPHON
14.0,14.0,bubi1249,Vowels,PH,SAPHON
10.0,10.0,buku1249,Vowels,PH,SAPHON
5.0,5.0,subi1246,Vowels,PH,SAPHON
10.0,10.0,tote1238,Vowels,PH,SAPHON
18.0,18.0,bamb1265,Vowels,PH,SAPHON
10.0,10.0,nort2845,Vowels,PH,SAPHON
8.0,8.0,onge1236,Vowels,PH,SAPHON
12.0,12.0,olut1240,Vowels,PH,SAPHON
8.0,8.0,jiar1240,Vowels,PH,SAPHON
7.0,7.0,suri1267,Vowels,PH,SAPHON
25.0,25.0,bilu1245,Vowels,PH,SAPHON
5.0,5.0,hoav1238,Vowels,PH,SAPHON
10.0,10.0,fili1244,Vowels,PH,SAPHON
6.0,6.0,ngad1261,Vowels,PH,SAPHON
5.0,5.0,muna1247,Vowels,PH,SAPHON
6.0,6.0,keoo1238,Vowels,PH,SAPHON
20.0,15.0,saki1248,Vowels,PH,SAPHON
4.0,4.0,tiwi1244,Vowels,PH,SAPHON
13.0,13.0,torw1241,Vowels,PH,SAPHON
8.0,8.0,thul1246,Vowels,PH,SAPHON
5.0,5.0,tsha1245,Vowels,PH,SAPHON
9.0,9.5,colo1256,Vowels,PH,SAPHON
10.0,10.0,tzut1248,Vowels,PH,SAPHON
24.0,24.0,pwon1235,Vowels,PH,SAPHON
16.0,16.0,tuvi1240,Vowels,PH,SAPHON
15.0,15.0,kinn1249,Vowels,PH,SAPHON
20.0,20.0,mewa1250,Vowels,PH,SAPHON
5.0,5.0,anei1239,Vowels,PH,SAPHON
8.0,8.0,zaiw1241,Vowels,PH,SAPHON
9.0,9.0,chic1270,Vowels,PH,SAPHON
14.0,14.0,friu1240,Vowels,PH,SAPHON
19.0,19.0,jica1244,Vowels,PH,SAPHON
9.0,9.0,egaa1242,Vowels,PH,SAPHON
9.0,9.0,adam1253,Vowels,PH,SAPHON
3.0,3.0,west2441,Vowels,PH,SAPHON
13.0,13.0,sanu1240,Vowels,PH,SAPHON
6.0,6.0,wari1268,Vowels,PH,SAPHON
10.0,10.0,crow1244,Vowels,PH,SAPHON
10.0,10.0,lyel1241,Vowels,PH,SAPHON
27.0,34.0,east2328,Sounds,PH,SPA
47.0,41.0,khar1287,Sounds,PH,SPA
47.0,47.0,nuuc1236,Sounds,PH,SPA
31.0,44.0,tolo1259,Sounds,PH,SPA
49.0,64.0,yuch1247,Sounds,PH,SPA
27.0,21.0,bata1289,Sounds,PH,SPA
31.0,32.0,khan1273,Sounds,PH,SPA
19.0,25.0,east2328,Consonants,PH,SPA
37.0,31.0,khar1287,Consonants,PH,SPA
37.0,37.0,nuuc1236,Consonants,PH,SPA
26.0,29.0,tolo1259,Consonants,PH,SPA
38.0,38.0,yuch1247,Consonants,PH,SPA
18.0,16.0,bata1289,Consonants,PH,SPA
18.0,19.0,khan1273,Consonants,PH,SPA
8.0,9.0,east2328,Vowels,PH,SPA
10.0,10.0,khar1287,Vowels,PH,SPA
10.0,10.0,nuuc1236,Vowels,PH,SPA
5.0,15.0,tolo1259,Vowels,PH,SPA
11.0,26.0,yuch1247,Vowels,PH,SPA
9.0,5.0,bata1289,Vowels,PH,SPA
13.0,13.0,khan1273,Vowels,PH,SPA
27.0,30.5,east2328,Sounds,PH,EA
48.0,69.0,ingu1240,Sounds,PH,EA
47.0,39.0,khar1287,Sounds,PH,EA
37.0,37.0,kuvi1243,Sounds,PH,EA
38.0,38.0,lada1244,Sounds,PH,EA
40.0,33.0,laoo1244,Sounds,PH,EA
32.0,32.0,mace1250,Sounds,PH,EA
40.0,41.0,mana1288,Sounds,PH,EA
35.0,36.0,ming1252,Sounds,PH,EA
39.0,45.0,osse1243,Sounds,PH,EA
30.0,26.0,sora1254,Sounds,PH,EA
33.0,36.0,sout2750,Sounds,PH,EA
30.0,41.0,ukra1253,Sounds,PH,EA
47.0,37.0,east2295,Sounds,PH,EA
39.0,43.0,dutc1256,Sounds,PH,EA
33.0,36.0,tami1289,Sounds,PH,EA
32.0,46.0,tibe1272,Sounds,PH,EA
20.0,21.0,dupa1235,Sounds,PH,EA
32.0,38.0,lazz1240,Sounds,PH,EA
29.0,37.0,juan1238,Sounds,PH,EA
27.0,42.0,bond1245,Sounds,PH,EA
21.0,25.0,ilok1237,Sounds,PH,EA
33.0,42.0,lisu1250,Sounds,PH,EA
31.0,26.0,khan1273,Sounds,PH,EA
39.0,35.0,stan1289,Sounds,PH,EA
38.0,40.0,czec1258,Sounds,PH,EA
28.0,30.0,gali1258,Sounds,PH,EA
30.0,30.0,ital1282,Sounds,PH,EA
54.0,60.0,sind1272,Sounds,PH,EA
37.0,35.0,slov1268,Sounds,PH,EA
35.0,35.0,swed1254,Sounds,PH,EA
41.0,57.0,akha1245,Sounds,PH,EA
37.0,37.0,bett1235,Sounds,PH,EA
57.0,63.0,jiar1240,Sounds,PH,EA
37.0,39.0,tsha1245,Sounds,PH,EA
37.0,52.0,tuvi1240,Sounds,PH,EA
39.0,39.0,friu1240,Sounds,PH,EA
19.0,21.0,east2328,Consonants,PH,EA
35.0,52.0,ingu1240,Consonants,PH,EA
37.0,34.0,khar1287,Consonants,PH,EA
22.0,22.0,kuvi1243,Consonants,PH,EA
33.0,33.0,lada1244,Consonants,PH,EA
28.0,21.0,laoo1244,Consonants,PH,EA
26.0,26.0,mace1250,Consonants,PH,EA
30.0,30.0,mana1288,Consonants,PH,EA
30.0,31.0,ming1252,Consonants,PH,EA
30.0,38.0,osse1243,Consonants,PH,EA
19.0,18.0,sora1254,Consonants,PH,EA
21.0,20.0,sout2750,Consonants,PH,EA
24.0,35.0,ukra1253,Consonants,PH,EA
38.0,24.0,east2295,Consonants,PH,EA
24.0,18.0,dutc1256,Consonants,PH,EA
21.0,24.0,tami1289,Consonants,PH,EA
24.0,27.0,tibe1272,Consonants,PH,EA
15.0,15.0,dupa1235,Consonants,PH,EA
27.0,33.0,lazz1240,Consonants,PH,EA
19.0,19.0,juan1238,Consonants,PH,EA
21.0,21.0,bond1245,Consonants,PH,EA
17.0,19.0,ilok1237,Consonants,PH,EA
25.0,32.0,lisu1250,Consonants,PH,EA
18.0,16.0,khan1273,Consonants,PH,EA
23.0,25.0,stan1289,Consonants,PH,EA
25.0,27.0,czec1258,Consonants,PH,EA
21.0,23.0,gali1258,Consonants,PH,EA
23.0,23.0,ital1282,Consonants,PH,EA
44.0,46.5,sind1272,Consonants,PH,EA
21.0,22.0,slov1268,Consonants,PH,EA
18.0,18.0,swed1254,Consonants,PH,EA
28.0,34.0,akha1245,Consonants,PH,EA
22.0,22.0,bett1235,Consonants,PH,EA
49.0,52.0,jiar1240,Consonants,PH,EA
32.0,32.0,tsha1245,Consonants,PH,EA
21.0,28.0,tuvi1240,Consonants,PH,EA
25.0,25.0,friu1240,Consonants,PH,EA
8.0,9.0,east2328,Vowels,PH,EA
13.0,17.0,ingu1240,Vowels,PH,EA
10.0,5.0,khar1287,Vowels,PH,EA
15.0,15.0,kuvi1243,Vowels,PH,EA
5.0,5.0,lada1244,Vowels,PH,EA
12.0,12.0,laoo1244,Vowels,PH,EA
6.0,6.0,mace1250,Vowels,PH,EA
10.0,11.0,mana1288,Vowels,PH,EA
5.0,5.0,ming1252,Vowels,PH,EA
9.0,7.0,osse1243,Vowels,PH,EA
11.0,8.0,sora1254,Vowels,PH,EA
12.0,16.0,sout2750,Vowels,PH,EA
6.0,6.0,ukra1253,Vowels,PH,EA
9.0,13.0,east2295,Vowels,PH,EA
15.0,25.0,dutc1256,Vowels,PH,EA
12.0,12.0,tami1289,Vowels,PH,EA
8.0,18.5,tibe1272,Vowels,PH,EA
5.0,6.0,dupa1235,Vowels,PH,EA
5.0,5.0,lazz1240,Vowels,PH,EA
10.0,18.0,juan1238,Vowels,PH,EA
6.0,21.0,bond1245,Vowels,PH,EA
4.0,6.0,ilok1237,Vowels,PH,EA
8.0,10.0,lisu1250,Vowels,PH,EA
13.0,10.0,khan1273,Vowels,PH,EA
16.0,10.0,stan1289,Vowels,PH,EA
13.0,13.0,czec1258,Vowels,PH,EA
7.0,7.0,gali1258,Vowels,PH,EA
7.0,7.0,ital1282,Vowels,PH,EA
10.0,13.5,sind1272,Vowels,PH,EA
16.0,13.0,slov1268,Vowels,PH,EA
17.0,17.0,swed1254,Vowels,PH,EA
13.0,23.0,akha1245,Vowels,PH,EA
15.0,15.0,bett1235,Vowels,PH,EA
8.0,11.0,jiar1240,Vowels,PH,EA
5.0,7.0,tsha1245,Vowels,PH,EA
16.0,24.0,tuvi1240,Vowels,PH,EA
14.0,14.0,friu1240,Vowels,PH,EA
20.0,21.0,kara1476,Sounds,PH,ER
24.0,23.0,mara1385,Sounds,PH,ER
26.0,27.0,ngal1293,Sounds,PH,ER
28.0,23.0,nang1259,Sounds,PH,ER
32.0,43.0,alya1239,Sounds,PH,ER
23.0,23.0,bili1250,Sounds,PH,ER
18.0,22.0,tiwi1244,Sounds,PH,ER
29.0,44.0,west2441,Sounds,PH,ER
17.0,17.0,kara1476,Consonants,PH,ER
19.0,19.0,mara1385,Consonants,PH,ER
17.0,22.0,ngal1293,Consonants,PH,ER
20.0,19.0,nang1259,Consonants,PH,ER
25.0,40.0,alya1239,Consonants,PH,ER
17.0,17.0,bili1250,Consonants,PH,ER
14.0,18.0,tiwi1244,Consonants,PH,ER
26.0,40.0,west2441,Consonants,PH,ER
3.0,4.0,kara1476,Vowels,PH,ER
5.0,4.0,mara1385,Vowels,PH,ER
9.0,5.0,ngal1293,Vowels,PH,ER
8.0,4.0,nang1259,Vowels,PH,ER
7.0,3.0,alya1239,Vowels,PH,ER
6.0,6.0,bili1250,Vowels,PH,ER
4.0,4.0,tiwi1244,Vowels,PH,ER
3.0,4.0,west2441,Vowels,PH,ER
74.0,37.0,tach1250,Sounds,UZ,GM
71.0,33.0,tach1250,Consonants,UZ,GM
3.0,4.0,tach1250,Vowels,UZ,GM
42.0,37.0,haus1257,Sounds,UZ,AA
34.0,26.0,timn1235,Sounds,UZ,AA
32.0,29.0,haus1257,Consonants,UZ,AA
19.0,17.0,timn1235,Consonants,UZ,AA
10.0,8.0,haus1257,Vowels,UZ,AA
15.0,9.0,timn1235,Vowels,UZ,AA
33.0,37.0,assa1263,Sounds,UZ,RA
72.0,48.0,beng1280,Sounds,UZ,RA
74.0,58.0,hind1269,Sounds,UZ,RA
74.0,47.0,nepa1254,Sounds,UZ,RA
38.0,46.0,sumi1235,Sounds,UZ,RA
23.0,22.0,assa1263,Consonants,UZ,RA
49.0,34.0,beng1280,Consonants,UZ,RA
63.0,37.0,hind1269,Consonants,UZ,RA
53.0,35.0,nepa1254,Consonants,UZ,RA
32.0,35.0,sumi1235,Consonants,UZ,RA
10.0,15.0,assa1263,Vowels,UZ,RA
23.0,14.0,beng1280,Vowels,UZ,RA
11.0,21.0,hind1269,Vowels,UZ,RA
21.0,12.0,nepa1254,Vowels,UZ,RA
6.0,11.0,sumi1235,Vowels,UZ,RA
56.0,39.0,dutc1256,Sounds,UZ,SAPHON
22.0,24.0,dutc1256,Consonants,UZ,SAPHON
33.0,15.0,dutc1256,Vowels,UZ,SAPHON
68.0,59.0,amha1245,Sounds,UZ,SPA
33.0,28.0,basq1248,Sounds,UZ,SPA
72.0,53.0,beng1280,Sounds,UZ,SPA
30.0,49.0,bulg1262,Sounds,UZ,SPA
39.5,40.0,stan1293,Sounds,UZ,SPA
