phoneme	dataset	dataset_occurrences	dataset_ratio	global_occurrences	global_ratio	dataset_inventory_ratio	global_inventory_ratio	dataset_occurrence_abs	dataset_occurrence_ratio
çʰ	RA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
çʰ	SAPHON	0	0.0	1	0.0	0.0	0.0003	1	0.1111
çʰ	UPSID	0	0.0	1	0.0	0.0	0.0003	1	0.1111
çʰ	jipa	0	0.0	1	0.0	0.0	0.0003	1	0.1111
çʰ	lapsyd	0	0.0	1	0.0	0.0	0.0003	1	0.1111
çʲ	AA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
çʲ	EA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
çʲ	ER	0	0.0	1	0.0	0.0	0.0003	1	0.1111
çʲ	PHOIBLE	1	0.0	1	0.0	0.0011	0.0003	1	0.1111
çʲ	RA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
çʲ	SAPHON	0	0.0	1	0.0	0.0	0.0003	1	0.1111
çʲ	UPSID	0	0.0	1	0.0	0.0	0.0003	1	0.1111
çʲ	jipa	0	0.0	1	0.0	0.0	0.0003	1	0.1111
çʲ	lapsyd	0	0.0	1	0.0	0.0	0.0003	1	0.1111
çʷ	AA	0	0.0	2	0.0	0.0	0.0006	2	0.2222
çʷ	EA	0	0.0	2	0.0	0.0	0.0006	2	0.2222
çʷ	ER	0	0.0	2	0.0	0.0	0.0006	2	0.2222
çʷ	PHOIBLE	1	0.0	2	0.0	0.0011	0.0006	2	0.2222
çʷ	RA	0	0.0	2	0.0	0.0	0.0006	2	0.2222
çʷ	SAPHON	0	0.0	2	0.0	0.0	0.0006	2	0.2222
çʷ	UPSID	1	0.0001	2	0.0	0.0022	0.0006	2	0.2222
çʷ	jipa	0	0.0	2	0.0	0.0	0.0006	2	0.2222
çʷ	lapsyd	0	0.0	2	0.0	0.0	0.0006	2	0.2222
çː	AA	0	0.0	3	0.0	0.0	0.0009	1	0.1111
çː	EA	3	0.0002	3	0.0	0.0083	0.0009	1	0.1111
çː	ER	0	0.0	3	0.0	0.0	0.0009	1	0.1111
çː	PHOIBLE	0	0.0	3	0.0	0.0	0.0009	1	0.1111
çː	RA	0	0.0	3	0.0	0.0	0.0009	1	0.1111
çː	SAPHON	0	0.0	3	0.0	0.0	0.0009	1	0.1111
çː	UPSID	0	0.0	3	0.0	0.0	0.0009	1	0.1111
çː	jipa	0	0.0	3	0.0	0.0	0.0009	1	0.1111
çː	lapsyd	0	0.0	3	0.0	0.0	0.0009	1	0.1111
ç̟	AA	0	0.0	2	0.0	0.0	0.0006	1	0.1111
ç̟	EA	2	0.0001	2	0.0	0.0055	0.0006	1	0.1111
ç̟	ER	0	0.0	2	0.0	0.0	0.0006	1	0.1111
ç̟	PHOIBLE	0	0.0	2	0.0	0.0	0.0006	1	0.1111
ç̟	RA	0	0.0	2	0.0	0.0	0.0006	1	0.1111
ç̟	SAPHON	0	0.0	2	0.0	0.0	0.0006	1	0.1111
ç̟	UPSID	0	0.0	2	0.0	0.0	0.0006	1	0.1111
ç̟	jipa	0	0.0	2	0.0	0.0	0.0006	1	0.1111
ç̟	lapsyd	0	0.0	2	0.0	0.0	0.0006	1	0.1111
c̰	AA	0	0.0	2	0.0	0.0	0.0006	1	0.1111
c̰	EA	0	0.0	2	0.0	0.0	0.0006	1	0.1111
c̰	ER	0	0.0	2	0.0	0.0	0.0006	1	0.1111
c̰	PHOIBLE	2	0.0001	2	0.0	0.0022	0.0006	1	0.1111
c̰	RA	0	0.0	2	0.0	0.0	0.0006	1	0.1111
c̰	SAPHON	0	0.0	2	0.0	0.0	0.0006	1	0.1111
c̰	UPSID	0	0.0	2	0.0	0.0	0.0006	1	0.1111
c̰	jipa	0	0.0	2	0.0	0.0	0.0006	1	0.1111
c̰	lapsyd	0	0.0	2	0.0	0.0	0.0006	1	0.1111
c̻	AA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
c̻	EA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
c̻	ER	0	0.0	1	0.0	0.0	0.0003	1	0.1111
c̻	PHOIBLE	1	0.0	1	0.0	0.0011	0.0003	1	0.1111
c̻	RA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
c̻	SAPHON	0	0.0	1	0.0	0.0	0.0003	1	0.1111
c̻	UPSID	0	0.0	1	0.0	0.0	0.0003	1	0.1111
c̻	jipa	0	0.0	1	0.0	0.0	0.0003	1	0.1111
c̻	lapsyd	0	0.0	1	0.0	0.0	0.0003	1	0.1111
cⁿ	AA	0	0.0	3	0.0	0.0	0.0009	2	0.2222
cⁿ	EA	0	0.0	3	0.0	0.0	0.0009	2	0.2222
cⁿ	ER	0	0.0	3	0.0	0.0	0.0009	2	0.2222
cⁿ	PHOIBLE	2	0.0001	3	0.0	0.0022	0.0009	2	0.2222
cⁿ	RA	0	0.0	3	0.0	0.0	0.0009	2	0.2222
cⁿ	SAPHON	0	0.0	3	0.0	0.0	0.0009	2	0.2222
cⁿ	UPSID	0	0.0	3	0.0	0.0	0.0009	2	0.2222
cⁿ	jipa	1	0.0002	3	0.0	0.0068	0.0009	2	0.2222
cⁿ	lapsyd	0	0.0	3	0.0	0.0	0.0009	2	0.2222
d	AA	184	0.0256	1668	0.0143	0.9485	0.4793	8	0.8889
d	EA	167	0.0108	1668	0.0143	0.4613	0.4793	8	0.8889
d	ER	0	0.0	1668	0.0143	0.0	0.4793	8	0.8889
d	PHOIBLE	617	0.0185	1668	0.0143	0.6863	0.4793	8	0.8889
d	RA	23	0.0056	1668	0.0143	0.2347	0.4793	8	0.8889
d	SAPHON	136	0.015	1668	0.0143	0.3831	0.4793	8	0.8889
d	UPSID	211	0.0151	1668	0.0143	0.4689	0.4793	8	0.8889
d	jipa	114	0.0186	1668	0.0143	0.7755	0.4793	8	0.8889
d	lapsyd	216	0.0118	1668	0.0143	0.3699	0.4793	8	0.8889
dz	AA	15	0.0021	353	0.003	0.0773	0.1014	8	0.8889
dz	EA	80	0.0052	353	0.003	0.221	0.1014	8	0.8889
dz	ER	0	0.0	353	0.003	0.0	0.1014	8	0.8889
dz	PHOIBLE	118	0.0035	353	0.003	0.1313	0.1014	8	0.8889
dz	RA	23	0.0056	353	0.003	0.2347	0.1014	8	0.8889
dz	SAPHON	14	0.0015	353	0.003	0.0394	0.1014	8	0.8889
dz	UPSID	44	0.0032	353	0.003	0.0978	0.1014	8	0.8889
dz	jipa	18	0.0029	353	0.003	0.1224	0.1014	8	0.8889
dz	lapsyd	41	0.0022	353	0.003	0.0702	0.1014	8	0.8889
dzʰ	AA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
dzʰ	EA	1	0.0001	1	0.0	0.0028	0.0003	1	0.1111
dzʰ	ER	0	0.0	1	0.0	0.0	0.0003	1	0.1111
dzʰ	PHOIBLE	0	0.0	1	0.0	0.0	0.0003	1	0.1111
dzʰ	RA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
dzʰ	SAPHON	0	0.0	1	0.0	0.0	0.0003	1	0.1111
dzʰ	UPSID	0	0.0	1	0.0	0.0	0.0003	1	0.1111
dzʰ	jipa	0	0.0	1	0.0	0.0	0.0003	1	0.1111
dzʰ	lapsyd	0	0.0	1	0.0	0.0	0.0003	1	0.1111
dzʱ	AA	0	0.0	17	0.0001	0.0	0.0049	6	0.6667
dzʱ	EA	1	0.0001	17	0.0001	0.0028	0.0049	6	0.6667
dzʱ	ER	0	0.0	17	0.0001	0.0	0.0049	6	0.6667
dzʱ	PHOIBLE	6	0.0002	17	0.0001	0.0067	0.0049	6	0.6667
dzʱ	RA	3	0.0007	17	0.0001	0.0306	0.0049	6	0.6667
dzʱ	SAPHON	0	0.0	17	0.0001	0.0	0.0049	6	0.6667
dzʱ	UPSID	3	0.0002	17	0.0001	0.0067	0.0049	6	0.6667
dzʱ	jipa	1	0.0002	17	0.0001	0.0068	0.0049	6	0.6667
dzʱ	lapsyd	3	0.0002	17	0.0001	0.0051	0.0049	6	0.6667
dzʱː	AA	0	0.0	2	0.0	0.0	0.0006	2	0.2222
dzʱː	EA	0	0.0	2	0.0	0.0	0.0006	2	0.2222
dzʱː	ER	0	0.0	2	0.0	0.0	0.0006	2	0.2222
dzʱː	PHOIBLE	1	0.0	2	0.0	0.0011	0.0006	2	0.2222
dzʱː	RA	0	0.0	2	0.0	0.0	0.0006	2	0.2222
dzʱː	SAPHON	0	0.0	2	0.0	0.0	0.0006	2	0.2222
dzʱː	UPSID	0	0.0	2	0.0	0.0	0.0006	2	0.2222
dzʱː	jipa	1	0.0002	2	0.0	0.0068	0.0006	2	0.2222
dzʱː	lapsyd	0	0.0	2	0.0	0.0	0.0006	2	0.2222
dzʲ	AA	0	0.0	10	0.0001	0.0	0.0029	4	0.4444
dzʲ	EA	6	0.0004	10	0.0001	0.0166	0.0029	4	0.4444
dzʲ	ER	0	0.0	10	0.0001	0.0	0.0029	4	0.4444
dzʲ	PHOIBLE	1	0.0	10	0.0001	0.0011	0.0029	4	0.4444
dzʲ	RA	0	0.0	10	0.0001	0.0	0.0029	4	0.4444
dzʲ	SAPHON	0	0.0	10	0.0001	0.0	0.0029	4	0.4444
dzʲ	UPSID	1	0.0001	10	0.0001	0.0022	0.0029	4	0.4444
dzʲ	jipa	2	0.0003	10	0.0001	0.0136	0.0029	4	0.4444
dzʲ	lapsyd	0	0.0	10	0.0001	0.0	0.0029	4	0.4444
dzʷ	AA	0	0.0	6	0.0001	0.0	0.0017	2	0.2222
dzʷ	EA	0	0.0	6	0.0001	0.0	0.0017	2	0.2222
dzʷ	ER	0	0.0	6	0.0001	0.0	0.0017	2	0.2222
dzʷ	PHOIBLE	5	0.0001	6	0.0001	0.0056	0.0017	2	0.2222
dzʷ	RA	0	0.0	6	0.0001	0.0	0.0017	2	0.2222
dzʷ	SAPHON	0	0.0	6	0.0001	0.0	0.0017	2	0.2222
dzʷ	UPSID	0	0.0	6	0.0001	0.0	0.0017	2	0.2222
dzʷ	jipa	0	0.0	6	0.0001	0.0	0.0017	2	0.2222
dzʷ	lapsyd	1	0.0001	6	0.0001	0.0017	0.0017	2	0.2222
dzʼ	AA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
dzʼ	EA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
dzʼ	ER	0	0.0	1	0.0	0.0	0.0003	1	0.1111
dzʼ	PHOIBLE	0	0.0	1	0.0	0.0	0.0003	1	0.1111
dzʼ	RA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
dzʼ	SAPHON	0	0.0	1	0.0	0.0	0.0003	1	0.1111
dzʼ	UPSID	1	0.0001	1	0.0	0.0022	0.0003	1	0.1111
dzʼ	jipa	0	0.0	1	0.0	0.0	0.0003	1	0.1111
dzʼ	lapsyd	0	0.0	1	0.0	0.0	0.0003	1	0.1111
dzː	AA	0	0.0	9	0.0001	0.0	0.0026	3	0.3333
dzː	EA	1	0.0001	9	0.0001	0.0028	0.0026	3	0.3333
dzː	ER	0	0.0	9	0.0001	0.0	0.0026	3	0.3333
dzː	PHOIBLE	4	0.0001	9	0.0001	0.0044	0.0026	3	0.3333
dzː	RA	0	0.0	9	0.0001	0.0	0.0026	3	0.3333
dzː	SAPHON	0	0.0	9	0.0001	0.0	0.0026	3	0.3333
dzː	UPSID	0	0.0	9	0.0001	0.0	0.0026	3	0.3333
dzː	jipa	4	0.0007	9	0.0001	0.0272	0.0026	3	0.3333
dzː	lapsyd	0	0.0	9	0.0001	0.0	0.0026	3	0.3333
dzˠ	AA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
dzˠ	EA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
dzˠ	ER	0	0.0	1	0.0	0.0	0.0003	1	0.1111
dzˠ	PHOIBLE	0	0.0	1	0.0	0.0	0.0003	1	0.1111
dzˠ	RA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
dzˠ	SAPHON	0	0.0	1	0.0	0.0	0.0003	1	0.1111
dzˠ	UPSID	1	0.0001	1	0.0	0.0022	0.0003	1	0.1111
dzˠ	jipa	0	0.0	1	0.0	0.0	0.0003	1	0.1111
dzˠ	lapsyd	0	0.0	1	0.0	0.0	0.0003	1	0.1111
dz̟	AA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
dz̟	EA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
dz̟	ER	0	0.0	1	0.0	0.0	0.0003	1	0.1111
dz̟	PHOIBLE	1	0.0	1	0.0	0.0011	0.0003	1	0.1111
dz̟	RA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
dz̟	SAPHON	0	0.0	1	0.0	0.0	0.0003	1	0.1111
dz̟	UPSID	0	0.0	1	0.0	0.0	0.0003	1	0.1111
dz̟	jipa	0	0.0	1	0.0	0.0	0.0003	1	0.1111
dz̟	lapsyd	0	0.0	1	0.0	0.0	0.0003	1	0.1111
dz̠ʲ	AA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
dz̠ʲ	EA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
dz̠ʲ	ER	0	0.0	1	0.0	0.0	0.0003	1	0.1111
dz̠ʲ	PHOIBLE	1	0.0	1	0.0	0.0011	0.0003	1	0.1111
dz̠ʲ	RA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
dz̠ʲ	SAPHON	0	0.0	1	0.0	0.0	0.0003	1	0.1111
dz̠ʲ	UPSID	0	0.0	1	0.0	0.0	0.0003	1	0.1111
dz̠ʲ	jipa	0	0.0	1	0.0	0.0	0.0003	1	0.1111
dz̠ʲ	lapsyd	0	0.0	1	0.0	0.0	0.0003	1	0.1111
dz̥	AA	0	0.0	3	0.0	0.0	0.0009	2	0.2222
dz̥	EA	2	0.0001	3	0.0	0.0055	0.0009	2	0.2222
dz̥	ER	0	0.0	3	0.0	0.0	0.0009	2	0.2222
dz̥	PHOIBLE	1	0.0	3	0.0	0.0011	0.0009	2	0.2222
dz̥	RA	0	0.0	3	0.0	0.0	0.0009	2	0.2222
dz̥	SAPHON	0	0.0	3	0.0	0.0	0.0009	2	0.2222
dz̥	UPSID	0	0.0	3	0.0	0.0	0.0009	2	0.2222
dz̥	jipa	0	0.0	3	0.0	0.0	0.0009	2	0.2222
dz̥	lapsyd	0	0.0	3	0.0	0.0	0.0009	2	0.2222
dz̥ʲ	AA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
dz̥ʲ	EA	1	0.0001	1	0.0	0.0028	0.0003	1	0.1111
dz̥ʲ	ER	0	0.0	1	0.0	0.0	0.0003	1	0.1111
dz̥ʲ	PHOIBLE	0	0.0	1	0.0	0.0	0.0003	1	0.1111
dz̥ʲ	RA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
dz̥ʲ	SAPHON	0	0.0	1	0.0	0.0	0.0003	1	0.1111
dz̥ʲ	UPSID	0	0.0	1	0.0	0.0	0.0003	1	0.1111
dz̥ʲ	jipa	0	0.0	1	0.0	0.0	0.0003	1	0.1111
dz̥ʲ	lapsyd	0	0.0	1	0.0	0.0	0.0003	1	0.1111
dz̪	AA	0	0.0	40	0.0003	0.0	0.0115	5	0.5556
dz̪	EA	15	0.001	40	0.0003	0.0414	0.0115	5	0.5556
dz̪	ER	0	0.0	40	0.0003	0.0	0.0115	5	0.5556
dz̪	PHOIBLE	10	0.0003	40	0.0003	0.0111	0.0115	5	0.5556
dz̪	RA	0	0.0	40	0.0003	0.0	0.0115	5	0.5556
dz̪	SAPHON	0	0.0	40	0.0003	0.0	0.0115	5	0.5556
dz̪	UPSID	10	0.0007	40	0.0003	0.0222	0.0115	5	0.5556
dz̪	jipa	1	0.0002	40	0.0003	0.0068	0.0115	5	0.5556
dz̪	lapsyd	4	0.0002	40	0.0003	0.0068	0.0115	5	0.5556
dz̪ʲ	AA	0	0.0	2	0.0	0.0	0.0006	2	0.2222
dz̪ʲ	EA	1	0.0001	2	0.0	0.0028	0.0006	2	0.2222
dz̪ʲ	ER	0	0.0	2	0.0	0.0	0.0006	2	0.2222
dz̪ʲ	PHOIBLE	0	0.0	2	0.0	0.0	0.0006	2	0.2222
dz̪ʲ	RA	0	0.0	2	0.0	0.0	0.0006	2	0.2222
dz̪ʲ	SAPHON	0	0.0	2	0.0	0.0	0.0006	2	0.2222
dz̪ʲ	UPSID	0	0.0	2	0.0	0.0	0.0006	2	0.2222
dz̪ʲ	jipa	0	0.0	2	0.0	0.0	0.0006	2	0.2222
dz̪ʲ	lapsyd	1	0.0001	2	0.0	0.0017	0.0006	2	0.2222
dz̫	AA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
dz̫	EA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
dz̫	ER	0	0.0	1	0.0	0.0	0.0003	1	0.1111
dz̫	PHOIBLE	0	0.0	1	0.0	0.0	0.0003	1	0.1111
dz̫	RA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
dz̫	SAPHON	0	0.0	1	0.0	0.0	0.0003	1	0.1111
dz̫	UPSID	0	0.0	1	0.0	0.0	0.0003	1	0.1111
dz̫	jipa	0	0.0	1	0.0	0.0	0.0003	1	0.1111
dz̫	lapsyd	1	0.0001	1	0.0	0.0017	0.0003	1	0.1111
dz̺	AA	0	0.0	3	0.0	0.0	0.0009	1	0.1111
dz̺	EA	3	0.0002	3	0.0	0.0083	0.0009	1	0.1111
dz̺	ER	0	0.0	3	0.0	0.0	0.0009	1	0.1111
dz̺	PHOIBLE	0	0.0	3	0.0	0.0	0.0009	1	0.1111
dz̺	RA	0	0.0	3	0.0	0.0	0.0009	1	0.1111
dz̺	SAPHON	0	0.0	3	0.0	0.0	0.0009	1	0.1111
dz̺	UPSID	0	0.0	3	0.0	0.0	0.0009	1	0.1111
dz̺	jipa	0	0.0	3	0.0	0.0	0.0009	1	0.1111
dz̺	lapsyd	0	0.0	3	0.0	0.0	0.0009	1	0.1111
dz̺̥	AA	0	0.0	7	0.0001	0.0	0.002	1	0.1111
dz̺̥	EA	7	0.0005	7	0.0001	0.0193	0.002	1	0.1111
dz̺̥	ER	0	0.0	7	0.0001	0.0	0.002	1	0.1111
dz̺̥	PHOIBLE	0	0.0	7	0.0001	0.0	0.002	1	0.1111
dz̺̥	RA	0	0.0	7	0.0001	0.0	0.002	1	0.1111
dz̺̥	SAPHON	0	0.0	7	0.0001	0.0	0.002	1	0.1111
dz̺̥	UPSID	0	0.0	7	0.0001	0.0	0.002	1	0.1111
dz̺̥	jipa	0	0.0	7	0.0001	0.0	0.002	1	0.1111
dz̺̥	lapsyd	0	0.0	7	0.0001	0.0	0.002	1	0.1111
dz̻	AA	0	0.0	3	0.0	0.0	0.0009	2	0.2222
dz̻	EA	2	0.0001	3	0.0	0.0055	0.0009	2	0.2222
dz̻	ER	0	0.0	3	0.0	0.0	0.0009	2	0.2222
dz̻	PHOIBLE	0	0.0	3	0.0	0.0	0.0009	2	0.2222
dz̻	RA	0	0.0	3	0.0	0.0	0.0009	2	0.2222
dz̻	SAPHON	0	0.0	3	0.0	0.0	0.0009	2	0.2222
dz̻	UPSID	0	0.0	3	0.0	0.0	0.0009	2	0.2222
dz̻	jipa	1	0.0002	3	0.0	0.0068	0.0009	2	0.2222
dz̻	lapsyd	0	0.0	3	0.0	0.0	0.0009	2	0.2222
dð	AA	0	0.0	2	0.0	0.0	0.0006	2	0.2222
dð	EA	0	0.0	2	0.0	0.0	0.0006	2	0.2222
dð	ER	0	0.0	2	0.0	0.0	0.0006	2	0.2222
dð	PHOIBLE	1	0.0	2	0.0	0.0011	0.0006	2	0.2222
dð	RA	0	0.0	2	0.0	0.0	0.0006	2	0.2222
dð	SAPHON	0	0.0	2	0.0	0.0	0.0006	2	0.2222
dð	UPSID	1	0.0001	2	0.0	0.0022	0.0006	2	0.2222
dð	jipa	0	0.0	2	0.0	0.0	0.0006	2	0.2222
dð	lapsyd	0	0.0	2	0.0	0.0	0.0006	2	0.2222
dɮ	AA	0	0.0	14	0.0001	0.0	0.004	4	0.4444
dɮ	EA	0	0.0	14	0.0001	0.0	0.004	4	0.4444
dɮ	ER	0	0.0	14	0.0001	0.0	0.004	4	0.4444
dɮ	PHOIBLE	1	0.0	14	0.0001	0.0011	0.004	4	0.4444
dɮ	RA	0	0.0	14	0.0001	0.0	0.004	4	0.4444
dɮ	SAPHON	0	0.0	14	0.0001	0.0	0.004	4	0.4444
dɮ	UPSID	8	0.0006	14	0.0001	0.0178	0.004	4	0.4444
dɮ	jipa	1	0.0002	14	0.0001	0.0068	0.004	4	0.4444
dɮ	lapsyd	4	0.0002	14	0.0001	0.0068	0.004	4	0.4444
dɮʱ	AA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
dɮʱ	EA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
dɮʱ	ER	0	0.0	1	0.0	0.0	0.0003	1	0.1111
dɮʱ	PHOIBLE	1	0.0	1	0.0	0.0011	0.0003	1	0.1111
dɮʱ	RA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
dɮʱ	SAPHON	0	0.0	1	0.0	0.0	0.0003	1	0.1111
dɮʱ	UPSID	0	0.0	1	0.0	0.0	0.0003	1	0.1111
dɮʱ	jipa	0	0.0	1	0.0	0.0	0.0003	1	0.1111
dɮʱ	lapsyd	0	0.0	1	0.0	0.0	0.0003	1	0.1111
dɮʷ	AA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
dɮʷ	EA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
dɮʷ	ER	0	0.0	1	0.0	0.0	0.0003	1	0.1111
dɮʷ	PHOIBLE	1	0.0	1	0.0	0.0011	0.0003	1	0.1111
dɮʷ	RA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
dɮʷ	SAPHON	0	0.0	1	0.0	0.0	0.0003	1	0.1111
dɮʷ	UPSID	0	0.0	1	0.0	0.0	0.0003	1	0.1111
dɮʷ	jipa	0	0.0	1	0.0	0.0	0.0003	1	0.1111
dɮʷ	lapsyd	0	0.0	1	0.0	0.0	0.0003	1	0.1111
dʑ	AA	2	0.0003	89	0.0008	0.0103	0.0256	6	0.6667
dʑ	EA	47	0.0031	89	0.0008	0.1298	0.0256	6	0.6667
dʑ	ER	0	0.0	89	0.0008	0.0	0.0256	6	0.6667
dʑ	PHOIBLE	15	0.0004	89	0.0008	0.0167	0.0256	6	0.6667
dʑ	RA	0	0.0	89	0.0008	0.0	0.0256	6	0.6667
dʑ	SAPHON	0	0.0	89	0.0008	0.0	0.0256	6	0.6667
dʑ	UPSID	2	0.0001	89	0.0008	0.0044	0.0256	6	0.6667
dʑ	jipa	14	0.0023	89	0.0008	0.0952	0.0256	6	0.6667
dʑ	lapsyd	9	0.0005	89	0.0008	0.0154	0.0256	6	0.6667
dʑʰ	AA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
dʑʰ	EA	1	0.0001	1	0.0	0.0028	0.0003	1	0.1111
dʑʰ	ER	0	0.0	1	0.0	0.0	0.0003	1	0.1111
dʑʰ	PHOIBLE	0	0.0	1	0.0	0.0	0.0003	1	0.1111
dʑʰ	RA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
dʑʰ	SAPHON	0	0.0	1	0.0	0.0	0.0003	1	0.1111
dʑʰ	UPSID	0	0.0	1	0.0	0.0	0.0003	1	0.1111
dʑʰ	jipa	0	0.0	1	0.0	0.0	0.0003	1	0.1111
dʑʰ	lapsyd	0	0.0	1	0.0	0.0	0.0003	1	0.1111
dʑʱ	AA	0	0.0	3	0.0	0.0	0.0009	2	0.2222
dʑʱ	EA	0	0.0	3	0.0	0.0	0.0009	2	0.2222
dʑʱ	ER	0	0.0	3	0.0	0.0	0.0009	2	0.2222
dʑʱ	PHOIBLE	1	0.0	3	0.0	0.0011	0.0009	2	0.2222
dʑʱ	RA	0	0.0	3	0.0	0.0	0.0009	2	0.2222
dʑʱ	SAPHON	0	0.0	3	0.0	0.0	0.0009	2	0.2222
dʑʱ	UPSID	0	0.0	3	0.0	0.0	0.0009	2	0.2222
dʑʱ	jipa	2	0.0003	3	0.0	0.0136	0.0009	2	0.2222
dʑʱ	lapsyd	0	0.0	3	0.0	0.0	0.0009	2	0.2222
dʑʱː	AA	0	0.0	2	0.0	0.0	0.0006	2	0.2222
dʑʱː	EA	0	0.0	2	0.0	0.0	0.0006	2	0.2222
dʑʱː	ER	0	0.0	2	0.0	0.0	0.0006	2	0.2222
dʑʱː	PHOIBLE	1	0.0	2	0.0	0.0011	0.0006	2	0.2222
dʑʱː	RA	0	0.0	2	0.0	0.0	0.0006	2	0.2222
dʑʱː	SAPHON	0	0.0	2	0.0	0.0	0.0006	2	0.2222
dʑʱː	UPSID	0	0.0	2	0.0	0.0	0.0006	2	0.2222
dʑʱː	jipa	1	0.0002	2	0.0	0.0068	0.0006	2	0.2222
dʑʱː	lapsyd	0	0.0	2	0.0	0.0	0.0006	2	0.2222
dʑʲ	AA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
dʑʲ	EA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
dʑʲ	ER	0	0.0	1	0.0	0.0	0.0003	1	0.1111
dʑʲ	PHOIBLE	0	0.0	1	0.0	0.0	0.0003	1	0.1111
dʑʲ	RA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
dʑʲ	SAPHON	0	0.0	1	0.0	0.0	0.0003	1	0.1111
dʑʲ	UPSID	0	0.0	1	0.0	0.0	0.0003	1	0.1111
dʑʲ	jipa	0	0.0	1	0.0	0.0	0.0003	1	0.1111
dʑʲ	lapsyd	1	0.0001	1	0.0	0.0017	0.0003	1	0.1111
dʑʷ	AA	0	0.0	3	0.0	0.0	0.0009	1	0.1111
dʑʷ	EA	3	0.0002	3	0.0	0.0083	0.0009	1	0.1111
dʑʷ	ER	0	0.0	3	0.0	0.0	0.0009	1	0.1111
dʑʷ	PHOIBLE	0	0.0	3	0.0	0.0	0.0009	1	0.1111
dʑʷ	RA	0	0.0	3	0.0	0.0	0.0009	1	0.1111
dʑʷ	SAPHON	0	0.0	3	0.0	0.0	0.0009	1	0.1111
dʑʷ	UPSID	0	0.0	3	0.0	0.0	0.0009	1	0.1111
dʑʷ	jipa	0	0.0	3	0.0	0.0	0.0009	1	0.1111
dʑʷ	lapsyd	0	0.0	3	0.0	0.0	0.0009	1	0.1111
dʑː	AA	0	0.0	4	0.0	0.0	0.0011	2	0.2222
dʑː	EA	0	0.0	4	0.0	0.0	0.0011	2	0.2222
dʑː	ER	0	0.0	4	0.0	0.0	0.0011	2	0.2222
dʑː	PHOIBLE	1	0.0	4	0.0	0.0011	0.0011	2	0.2222
dʑː	RA	0	0.0	4	0.0	0.0	0.0011	2	0.2222
dʑː	SAPHON	0	0.0	4	0.0	0.0	0.0011	2	0.2222
dʑː	UPSID	0	0.0	4	0.0	0.0	0.0011	2	0.2222
dʑː	jipa	3	0.0005	4	0.0	0.0204	0.0011	2	0.2222
dʑː	lapsyd	0	0.0	4	0.0	0.0	0.0011	2	0.2222
dʑ̟	AA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
dʑ̟	EA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
dʑ̟	ER	0	0.0	1	0.0	0.0	0.0003	1	0.1111
dʑ̟	PHOIBLE	1	0.0	1	0.0	0.0011	0.0003	1	0.1111
dʑ̟	RA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
dʑ̟	SAPHON	0	0.0	1	0.0	0.0	0.0003	1	0.1111
dʑ̟	UPSID	0	0.0	1	0.0	0.0	0.0003	1	0.1111
dʑ̟	jipa	0	0.0	1	0.0	0.0	0.0003	1	0.1111
dʑ̟	lapsyd	0	0.0	1	0.0	0.0	0.0003	1	0.1111
dʑ̟ː	AA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
dʑ̟ː	EA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
