Glottocode	DatasetA	VarietyA	SoundsA	ConsonantsA	VowelsA	DatasetB	VarietyB	SoundsB	ConsonantsB	VowelsB	StrictSimilarity	AverageSimilarity	InventoryA	InventoryB	normal vowels A	normal vowels B	long vowels A	long vowels B	odd-length vowels A	odd-length vowels B	diphthongs A	diphthongs B	normal consonants A	normal consonants B	long consonants A	long consonants B	odd-length consonants A	odd-length consonants B	unknowns A	unknowns B
akan1250	upsid	akan1250-208	35	21	14	aa	akan1250-655	27	18	9	0.44	0.62	a ã e i ĩ o u ũ ɔ ɛ ɪ ɪ̃ ʊ ʊ̃ b cç cçʷ çʷ d f g h j kʰ m n pʰ r s tʰ ɟʝ ɟʝʷ ɥ ɲ ɲʷ	a e i o u ɔ ɛ ɪ ʊ b d f g h j k kʷ l m n nʷ p r s t w ŋ	a ã e i ĩ o u ũ ɔ ɛ ɪ ɪ̃ ʊ ʊ̃	a e i o u ɔ ɛ ɪ ʊ							b cç cçʷ çʷ d f g h j kʰ m n pʰ r s tʰ ɟʝ ɟʝʷ ɥ ɲ ɲʷ	b d f g h j k kʷ l m n nʷ p r s t w ŋ						
akan1250	phoible	akan1250-1245	58	28	30	aa	akan1250-655	27	18	9	0.37	0.52	a ã e ẽ i ĩ o õ u ũ æ æ̃ ɔ ɔ̃ ɛ ɛ̃ ɪ ɪ̃ ʊ ʊ̃ aː eː iː oː uː æː ɔː ɛː ɪː ʊː b d dz dʑ dʑᶣ f gʷ h kʷ l m n p r s sᶣ t ts tɕ tɕᶣ w ŋ ŋʷ ɕ ɕᶣ ɥ ɲ ɲᶣ	a e i o u ɔ ɛ ɪ ʊ b d f g h j k kʷ l m n nʷ p r s t w ŋ	a ã e ẽ i ĩ o õ u ũ æ æ̃ ɔ ɔ̃ ɛ ɛ̃ ɪ ɪ̃ ʊ ʊ̃	a e i o u ɔ ɛ ɪ ʊ	aː eː iː oː uː æː ɔː ɛː ɪː ʊː						b d dz dʑ dʑᶣ f gʷ h kʷ l m n p r s sᶣ t ts tɕ tɕᶣ w ŋ ŋʷ ɕ ɕᶣ ɥ ɲ ɲᶣ	b d f g h j k kʷ l m n nʷ p r s t w ŋ						
akaw1239	upsid	akaw1239-209	23	13	10	saphon	akaw1239-1873	21	10	11	0.33	0.55	a e̞ i o̞ u ə ɨ ai au ɔi b d g j k m n p r s t w z	a e i o u ɤ ɯ aː eː iː oː j k m n p s t w ɾ ʔ	a e̞ i o̞ u ə ɨ	a e i o u ɤ ɯ		aː eː iː oː			ai au ɔi		b d g j k m n p r s t w z	j k m n p s t w ɾ ʔ						
alla1248	upsid	alla1248-212	36	25	11	phoible	alla1248-1529	34	23	11	0.84	0.92	a ã e i o u ɔ ɔ̃ ɛ ɛ̃ ɪ b c d f g gb h j k kp l m n p s t v w z ɟ ɥ ɲ ɾ ʃ ʒ	a ã e ẽ i o õ u ɔ ɛ ɪ b c d f g gb j k kp l m n p s t v w z ɟ ɥ ɲ ʃ ʒ	a ã e i o u ɔ ɔ̃ ɛ ɛ̃ ɪ	a ã e ẽ i o õ u ɔ ɛ ɪ							b c d f g gb h j k kp l m n p s t v w z ɟ ɥ ɲ ɾ ʃ ʒ	b c d f g gb j k kp l m n p s t v w z ɟ ɥ ɲ ʃ ʒ						
anta1253	upsid	anta1253-225	20	17	3	er	anta1253-2958	23	17	6	0.59	0.78	a i u j k l l̠ m n n̠ p t t̠ w ŋ ɭ ɳ ɻ ɾ ʈ	a i u aː iː uː j k l m n p r t w ŋ ȴ ȵ ȶ ɭ ɳ ɻ ʈ	a i u	a i u		aː iː uː					j k l l̠ m n n̠ p t t̠ w ŋ ɭ ɳ ɻ ɾ ʈ	j k l m n p r t w ŋ ȴ ȵ ȶ ɭ ɳ ɻ ʈ						
apuc1241	upsid	apuc1241-227	24	16	8	ra	apuc1241-1702	35	25	10	0.31	0.60	a e̞ i o̞ u æ ɔ ɛ b d dʒ g j k l m n p t tʃ w ŋ ɲ ɹ	a e i o u ɔ ə ɛ ɪ ɯ b c d̪ j k̙ l m n p r s tʰ t̪ t̪ʰ w ŋ ɖ ɟ ɲ ɳ ɾ ʈ ʈʰ θ χ	a e̞ i o̞ u æ ɔ ɛ	a e i o u ɔ ə ɛ ɪ ɯ							b d dʒ g j k l m n p t tʃ w ŋ ɲ ɹ	b c d̪ j k̙ l m n p r s tʰ t̪ t̪ʰ w ŋ ɖ ɟ ɲ ɳ ɾ ʈ ʈʰ θ χ						
waor1240	upsid	waor1240-232	21	11	10	saphon	waor1240-1942	32	12	20	0.47	0.64	a ã e̞ ẽ̞ i ĩ o̞ õ̞ æ æ̃ b d g k m n p t w ŋ ɲ	a ã e ẽ i ĩ o õ æ æ̃ aː ãː eː ẽː iː ĩː oː õː æː æ̃ː b d g j k m n p t w ŋ ɲ	a ã e̞ ẽ̞ i ĩ o̞ õ̞ æ æ̃	a ã e ẽ i ĩ o õ æ æ̃		aː ãː eː ẽː iː ĩː oː õː æː æ̃ː					b d g k m n p t w ŋ ɲ	b d g j k m n p t w ŋ ɲ						
avar1256	upsid	avar1256-233	49	44	5	ea	avar1256-2467	64	59	5	0.35	0.67	a e̞ i o̞ u b d f g h j kʰ kʼ l m n pʰ pʼ r s tsʰ tsʼ tʃʰ tʃʼ tʰ tʼ w z ħ ɬ ʃ ʒ ʕ̝ χ kxʼː kxː qχʼː qχː sː tsʼː tsː tɬʼː tɬː tʃʼː tʃː xː ɬː ʃː χː	a e i o u b d g gʷ h hʷ j kʰ kʷʰ kʼ kʼʷ l m n pʰ pʼ qʰ qʷʰ qʼ qʼʷ r s sʷ tsʰ tsʷʰ tsʼ tsʼʷ tɬʰ tɬʷʰ tɬʼ tɬʼʷ tʃʰ tʃʷʰ tʃʼ tʃʼʷ tʰ tʷʰ tʼ tʼʷ w x xʷ z zʷ ɬ ɬʷ ʁ ʁʷ ʃ ʃʷ ʒ ʒʷ ʔ ʜ ʜʷ ʢ ʢʷ χ χʷ	a e̞ i o̞ u	a e i o u							b d f g h j kʰ kʼ l m n pʰ pʼ r s tsʰ tsʼ tʃʰ tʃʼ tʰ tʼ w z ħ ɬ ʃ ʒ ʕ̝ χ	b d g gʷ h hʷ j kʰ kʷʰ kʼ kʼʷ l m n pʰ pʼ qʰ qʷʰ qʼ qʼʷ r s sʷ tsʰ tsʷʰ tsʼ tsʼʷ tɬʰ tɬʷʰ tɬʼ tɬʼʷ tʃʰ tʃʷʰ tʃʼ tʃʼʷ tʰ tʷʰ tʼ tʼʷ w x xʷ z zʷ ɬ ɬʷ ʁ ʁʷ ʃ ʃʷ ʒ ʒʷ ʔ ʜ ʜʷ ʢ ʢʷ χ χʷ	kxʼː kxː qχʼː qχː sː tsʼː tsː tɬʼː tɬː tʃʼː tʃː xː ɬː ʃː χː					
nort2819	upsid	nort2819-243	33	21	12	phoible	nort2819-1512	34	21	13	0.46	0.78	a ã e i ĩ o u ũ ɔ ɔ̃ ɛ ɛ̃ b d f g gb h j kp kʰ l m n pʰ s tʰ v w z ŋ ɲ ɾ	a ã e ẽ i ĩ o õ u ũ ɔ ə ɛ b d̪ f g gb h j k kp l̪ m n̪ p r̪ t̪ w ŋ ŋʷ ɟ ɣ ɲ	a ã e i ĩ o u ũ ɔ ɔ̃ ɛ ɛ̃	a ã e ẽ i ĩ o õ u ũ ɔ ə ɛ							b d f g gb h j kp kʰ l m n pʰ s tʰ v w z ŋ ɲ ɾ	b d̪ f g gb h j k kp l̪ m n̪ p r̪ t̪ w ŋ ŋʷ ɟ ɣ ɲ						
nort2819	upsid	nort2819-243	33	21	12	aa	nort2819-681	38	20	18	0.51	0.74	a ã e i ĩ o u ũ ɔ ɔ̃ ɛ ɛ̃ b d f g gb h j kp kʰ l m n pʰ s tʰ v w z ŋ ɲ ɾ	a ã e ẽ i ĩ o õ u ũ ɛ ɛ̃ aː eː iː oː uː ɛː b d f g h j k l m n p r s t tʃ v w z ɓ ɲ	a ã e i ĩ o u ũ ɔ ɔ̃ ɛ ɛ̃	a ã e ẽ i ĩ o õ u ũ ɛ ɛ̃		aː eː iː oː uː ɛː					b d f g gb h j kp kʰ l m n pʰ s tʰ v w z ŋ ɲ ɾ	b d f g h j k l m n p r s t tʃ v w z ɓ ɲ						
nort2819	phoible	nort2819-1512	34	21	13	aa	nort2819-681	38	20	18	0.41	0.64	a ã e ẽ i ĩ o õ u ũ ɔ ə ɛ b d̪ f g gb h j k kp l̪ m n̪ p r̪ t̪ w ŋ ŋʷ ɟ ɣ ɲ	a ã e ẽ i ĩ o õ u ũ ɛ ɛ̃ aː eː iː oː uː ɛː b d f g h j k l m n p r s t tʃ v w z ɓ ɲ	a ã e ẽ i ĩ o õ u ũ ɔ ə ɛ	a ã e ẽ i ĩ o õ u ũ ɛ ɛ̃		aː eː iː oː uː ɛː					b d̪ f g gb h j k kp l̪ m n̪ p r̪ t̪ w ŋ ŋʷ ɟ ɣ ɲ	b d f g h j k l m n p r s t tʃ v w z ɓ ɲ						
biss1248	upsid	biss1248-253	24	18	6	aa	biss1248-680	38	23	15	0.63	0.63	a e i o u ɔ b d f g j k l m n p r s t v w z ŋ ɲ	a ã e ẽ i ĩ o õ u ũ ɔ ə ɛ ɪ ʊ b d dʒ f g gʲ h j k kʲ l m n p r s t tʃ v w z ŋ ɲ	a e i o u ɔ	a ã e ẽ i ĩ o õ u ũ ɔ ə ɛ ɪ ʊ							b d f g j k l m n p r s t v w z ŋ ɲ	b d dʒ f g gʲ h j k kʲ l m n p r s t tʃ v w z ŋ ɲ						
buru1296	upsid	buru1296-264	43	38	5	ea	buru1296-2561	48	38	10	0.60	0.84	a e̞ i o̞ u b d dʒ f g h j k kʰ l m n p pʰ q qʰ r s t ts tsʰ tʃ tʃʰ tʰ w z ŋ ɖ ɖʐ ɻ̝ ʁ ʂ ʃ ʈ ʈʂ ʈʂʰ ʈʰ χ	i o u ɛ ʌ äː iː oː uː ɛː b d dʑ f g h j k kʰ l m n p pʰ q qʰ r s t ts tsʰ tɕ tɕʰ tʰ w x z ŋ ɕ ɖ ɖʐ ɬ ʁ ʂ ʈ ʈʂ ʈʂʰ ʈʰ	a e̞ i o̞ u	i o u ɛ ʌ		äː iː oː uː ɛː					b d dʒ f g h j k kʰ l m n p pʰ q qʰ r s t ts tsʰ tʃ tʃʰ tʰ w z ŋ ɖ ɖʐ ɻ̝ ʁ ʂ ʃ ʈ ʈʂ ʈʂʰ ʈʰ χ	b d dʑ f g h j k kʰ l m n p pʰ q qʰ r s t ts tsʰ tɕ tɕʰ tʰ w x z ŋ ɕ ɖ ɖʐ ɬ ʁ ʂ ʈ ʈʂ ʈʂʰ ʈʰ						
buru1296	upsid	buru1296-264	43	38	5	ea	buru1296-2577	59	38	21	0.48	0.77	a e̞ i o̞ u b d dʒ f g h j k kʰ l m n p pʰ q qʰ r s t ts tsʰ tʃ tʃʰ tʰ w z ŋ ɖ ɖʐ ɻ̝ ʁ ʂ ʃ ʈ ʈʂ ʈʂʰ ʈʰ χ	i ĩ o õ u ũ æ ɛ ɛ̃ ʌ ʌ̃ äː ä̃ː iː ĩː oː õː uː ũː ɛː ɛ̃ː b d dʑ f g h j k kʰ l m n p pʰ q qʰ r s t ts tsʰ tɕ tɕʰ tʰ w x z ŋ ɕ ɖ ɖʐ ɢ ʂ ʈ ʈʂ ʈʂʰ ʈʰ ʐʲ	a e̞ i o̞ u	i ĩ o õ u ũ æ ɛ ɛ̃ ʌ ʌ̃		äː ä̃ː iː ĩː oː õː uː ũː ɛː ɛ̃ː					b d dʒ f g h j k kʰ l m n p pʰ q qʰ r s t ts tsʰ tʃ tʃʰ tʰ w z ŋ ɖ ɖʐ ɻ̝ ʁ ʂ ʃ ʈ ʈʂ ʈʂʰ ʈʰ χ	b d dʑ f g h j k kʰ l m n p pʰ q qʰ r s t ts tsʰ tɕ tɕʰ tʰ w x z ŋ ɕ ɖ ɖʐ ɢ ʂ ʈ ʈʂ ʈʂʰ ʈʰ ʐʲ						
buru1296	upsid	buru1296-264	43	38	5	ea	buru1296-2613	48	38	10	0.57	0.85	a e̞ i o̞ u b d dʒ f g h j k kʰ l m n p pʰ q qʰ r s t ts tsʰ tʃ tʃʰ tʰ w z ŋ ɖ ɖʐ ɻ̝ ʁ ʂ ʃ ʈ ʈʂ ʈʂʰ ʈʰ χ	i o u ɛ ʌ äː iː oː uː ɛː b d dʑ f g h j k kʰ l m n p pʰ q qʰ r s t ts tsʰ tɕ tɕʰ tʰ w x z ŋ ɕ ɖ ɖʐ ɢ ʂ ʈ ʈʂ ʈʂʰ ʈʰ ʐʲ	a e̞ i o̞ u	i o u ɛ ʌ		äː iː oː uː ɛː					b d dʒ f g h j k kʰ l m n p pʰ q qʰ r s t ts tsʰ tʃ tʃʰ tʰ w z ŋ ɖ ɖʐ ɻ̝ ʁ ʂ ʃ ʈ ʈʂ ʈʂʰ ʈʰ χ	b d dʑ f g h j k kʰ l m n p pʰ q qʰ r s t ts tsʰ tɕ tɕʰ tʰ w x z ŋ ɕ ɖ ɖʐ ɢ ʂ ʈ ʈʂ ʈʂʰ ʈʰ ʐʲ						
buru1296	ea	buru1296-2561	48	38	10	ea	buru1296-2577	59	38	21	0.75	0.84	i o u ɛ ʌ äː iː oː uː ɛː b d dʑ f g h j k kʰ l m n p pʰ q qʰ r s t ts tsʰ tɕ tɕʰ tʰ w x z ŋ ɕ ɖ ɖʐ ɬ ʁ ʂ ʈ ʈʂ ʈʂʰ ʈʰ	i ĩ o õ u ũ æ ɛ ɛ̃ ʌ ʌ̃ äː ä̃ː iː ĩː oː õː uː ũː ɛː ɛ̃ː b d dʑ f g h j k kʰ l m n p pʰ q qʰ r s t ts tsʰ tɕ tɕʰ tʰ w x z ŋ ɕ ɖ ɖʐ ɢ ʂ ʈ ʈʂ ʈʂʰ ʈʰ ʐʲ	i o u ɛ ʌ	i ĩ o õ u ũ æ ɛ ɛ̃ ʌ ʌ̃	äː iː oː uː ɛː	äː ä̃ː iː ĩː oː õː uː ũː ɛː ɛ̃ː					b d dʑ f g h j k kʰ l m n p pʰ q qʰ r s t ts tsʰ tɕ tɕʰ tʰ w x z ŋ ɕ ɖ ɖʐ ɬ ʁ ʂ ʈ ʈʂ ʈʂʰ ʈʰ	b d dʑ f g h j k kʰ l m n p pʰ q qʰ r s t ts tsʰ tɕ tɕʰ tʰ w x z ŋ ɕ ɖ ɖʐ ɢ ʂ ʈ ʈʂ ʈʂʰ ʈʰ ʐʲ						
buru1296	ea	buru1296-2561	48	38	10	ea	buru1296-2613	48	38	10	0.92	0.96	i o u ɛ ʌ äː iː oː uː ɛː b d dʑ f g h j k kʰ l m n p pʰ q qʰ r s t ts tsʰ tɕ tɕʰ tʰ w x z ŋ ɕ ɖ ɖʐ ɬ ʁ ʂ ʈ ʈʂ ʈʂʰ ʈʰ	i o u ɛ ʌ äː iː oː uː ɛː b d dʑ f g h j k kʰ l m n p pʰ q qʰ r s t ts tsʰ tɕ tɕʰ tʰ w x z ŋ ɕ ɖ ɖʐ ɢ ʂ ʈ ʈʂ ʈʂʰ ʈʰ ʐʲ	i o u ɛ ʌ	i o u ɛ ʌ	äː iː oː uː ɛː	äː iː oː uː ɛː					b d dʑ f g h j k kʰ l m n p pʰ q qʰ r s t ts tsʰ tɕ tɕʰ tʰ w x z ŋ ɕ ɖ ɖʐ ɬ ʁ ʂ ʈ ʈʂ ʈʂʰ ʈʰ	b d dʑ f g h j k kʰ l m n p pʰ q qʰ r s t ts tsʰ tɕ tɕʰ tʰ w x z ŋ ɕ ɖ ɖʐ ɢ ʂ ʈ ʈʂ ʈʂʰ ʈʰ ʐʲ						
buru1296	ea	buru1296-2577	59	38	21	ea	buru1296-2613	48	38	10	0.81	0.87	i ĩ o õ u ũ æ ɛ ɛ̃ ʌ ʌ̃ äː ä̃ː iː ĩː oː õː uː ũː ɛː ɛ̃ː b d dʑ f g h j k kʰ l m n p pʰ q qʰ r s t ts tsʰ tɕ tɕʰ tʰ w x z ŋ ɕ ɖ ɖʐ ɢ ʂ ʈ ʈʂ ʈʂʰ ʈʰ ʐʲ	i o u ɛ ʌ äː iː oː uː ɛː b d dʑ f g h j k kʰ l m n p pʰ q qʰ r s t ts tsʰ tɕ tɕʰ tʰ w x z ŋ ɕ ɖ ɖʐ ɢ ʂ ʈ ʈʂ ʈʂʰ ʈʰ ʐʲ	i ĩ o õ u ũ æ ɛ ɛ̃ ʌ ʌ̃	i o u ɛ ʌ	äː ä̃ː iː ĩː oː õː uː ũː ɛː ɛ̃ː	äː iː oː uː ɛː					b d dʑ f g h j k kʰ l m n p pʰ q qʰ r s t ts tsʰ tɕ tɕʰ tʰ w x z ŋ ɕ ɖ ɖʐ ɢ ʂ ʈ ʈʂ ʈʂʰ ʈʰ ʐʲ	b d dʑ f g h j k kʰ l m n p pʰ q qʰ r s t ts tsʰ tɕ tɕʰ tʰ w x z ŋ ɕ ɖ ɖʐ ɢ ʂ ʈ ʈʂ ʈʂʰ ʈʰ ʐʲ						
east2563	upsid	east2563-282	32	21	11	phoible	east2563-1671	30	21	9	0.72	0.86	a e i o u ɔ ə ɛ ɨ iə uə b̰ c cʰ d̰ h j k kʰ l m n p pʰ t tʰ w ŋ ɲ ɾ ʃ ʔ	a e i o u ɔ ə ɛ ɨ c cʰ h j k kʰ l m n p pʰ r s t tʰ w ŋ ɓ ɗ ɲ ʔ	a e i o u ɔ ə ɛ ɨ	a e i o u ɔ ə ɛ ɨ					iə uə		b̰ c cʰ d̰ h j k kʰ l m n p pʰ t tʰ w ŋ ɲ ɾ ʃ ʔ	c cʰ h j k kʰ l m n p pʰ r s t tʰ w ŋ ɓ ɗ ɲ ʔ						
asha1243	upsid	asha1243-288	19	15	4	saphon	asha1243-1806	21	13	8	0.74	0.76	a e i o h j k m n n̠ p s t ts tʃ t̠ ɾ ʃ β	a e i o aː eː iː oː h j k m n p s t ts tʃ ɾ ʃ β	a e i o	a e i o		aː eː iː oː					h j k m n n̠ p s t ts tʃ t̠ ɾ ʃ β	h j k m n p s t ts tʃ ɾ ʃ β						
dann1241	upsid	dann1241-298	39	19	20	phoible	dann1241-1393	84	44	40	0.37	0.53	a ã a̟ ã̟ e ẽ̞ i ĩ o õ̞ u ũ ɒ ɒ̃ ɔ ɘ ə̃ ɛ ɜ ɨ b d f g gb j k kp l m n p s t v w z ɓ ᶑ	a ã e i ĩ o u ũ æ æ̃ ɒ ɒ̃ ɔ ɔ̃ ə ə̃ ɛ ɛ̃ ɨ ɵ aː ãː eː iː ĩː oː uː ũː æː æ̃ː ɒː ɒ̃ː ɔː ɔ̃ː əː ə̃ː ɛː ɛ̃ː ɨː ɵː b bʲ d dʲ f fʲ g gb gbʲ gʲ gʷ j k kp kpʲ kʲ kʷ l m mʲ n nʲ nʷ p pʲ s sʲ sʷ t tʲ v vʲ w wʲ z zʲ zʷ ŋ ɓ ɓʲ ɗ ɗʲ ɲ ᶑ	a ã a̟ ã̟ e ẽ̞ i ĩ o õ̞ u ũ ɒ ɒ̃ ɔ ɘ ə̃ ɛ ɜ ɨ	a ã e i ĩ o u ũ æ æ̃ ɒ ɒ̃ ɔ ɔ̃ ə ə̃ ɛ ɛ̃ ɨ ɵ		aː ãː eː iː ĩː oː uː ũː æː æ̃ː ɒː ɒ̃ː ɔː ɔ̃ː əː ə̃ː ɛː ɛ̃ː ɨː ɵː					b d f g gb j k kp l m n p s t v w z ɓ ᶑ	b bʲ d dʲ f fʲ g gb gbʲ gʲ gʷ j k kp kpʲ kʲ kʷ l m mʲ n nʲ nʷ p pʲ s sʲ sʷ t tʲ v vʲ w wʲ z zʲ zʷ ŋ ɓ ɓʲ ɗ ɗʲ ɲ ᶑ						
dann1241	upsid	dann1241-298	39	19	20	aa	dann1241-691	43	20	23	0.49	0.78	a ã a̟ ã̟ e ẽ̞ i ĩ o õ̞ u ũ ɒ ɒ̃ ɔ ɘ ə̃ ɛ ɜ ɨ b d f g gb j k kp l m n p s t v w z ɓ ᶑ	a ã e ẽ i ĩ o õ u æ æ̃ ɒ ɒ̃ ɔ ɔ̃ ɛ ɛ̃ ɤ ɤ̃ ɯ ɯ̃ ʌ ʌ̃ b d f g gb gʷ j k kp kʷ l p s t v w z ŋ ɓ ɗ	a ã a̟ ã̟ e ẽ̞ i ĩ o õ̞ u ũ ɒ ɒ̃ ɔ ɘ ə̃ ɛ ɜ ɨ	a ã e ẽ i ĩ o õ u æ æ̃ ɒ ɒ̃ ɔ ɔ̃ ɛ ɛ̃ ɤ ɤ̃ ɯ ɯ̃ ʌ ʌ̃							b d f g gb j k kp l m n p s t v w z ɓ ᶑ	b d f g gb gʷ j k kp kʷ l p s t v w z ŋ ɓ ɗ						
dann1241	phoible	dann1241-1393	84	44	40	aa	dann1241-691	43	20	23	0.38	0.54	a ã e i ĩ o u ũ æ æ̃ ɒ ɒ̃ ɔ ɔ̃ ə ə̃ ɛ ɛ̃ ɨ ɵ aː ãː eː iː ĩː oː uː ũː æː æ̃ː ɒː ɒ̃ː ɔː ɔ̃ː əː ə̃ː ɛː ɛ̃ː ɨː ɵː b bʲ d dʲ f fʲ g gb gbʲ gʲ gʷ j k kp kpʲ kʲ kʷ l m mʲ n nʲ nʷ p pʲ s sʲ sʷ t tʲ v vʲ w wʲ z zʲ zʷ ŋ ɓ ɓʲ ɗ ɗʲ ɲ ᶑ	a ã e ẽ i ĩ o õ u æ æ̃ ɒ ɒ̃ ɔ ɔ̃ ɛ ɛ̃ ɤ ɤ̃ ɯ ɯ̃ ʌ ʌ̃ b d f g gb gʷ j k kp kʷ l p s t v w z ŋ ɓ ɗ	a ã e i ĩ o u ũ æ æ̃ ɒ ɒ̃ ɔ ɔ̃ ə ə̃ ɛ ɛ̃ ɨ ɵ	a ã e ẽ i ĩ o õ u æ æ̃ ɒ ɒ̃ ɔ ɔ̃ ɛ ɛ̃ ɤ ɤ̃ ɯ ɯ̃ ʌ ʌ̃	aː ãː eː iː ĩː oː uː ũː æː æ̃ː ɒː ɒ̃ː ɔː ɔ̃ː əː ə̃ː ɛː ɛ̃ː ɨː ɵː						b bʲ d dʲ f fʲ g gb gbʲ gʲ gʷ j k kp kpʲ kʲ kʷ l m mʲ n nʲ nʷ p pʲ s sʲ sʷ t tʲ v vʲ w wʲ z zʲ zʷ ŋ ɓ ɓʲ ɗ ɗʲ ɲ ᶑ	b d f g gb gʷ j k kp kʷ l p s t v w z ŋ ɓ ɗ						
doya1240	upsid	doya1240-310	34	22	12	aa	doya1240-698	44	22	22	0.70	0.82	a ã e i ĩ o u ũ ɔ ɔ̃ ɛ ɛ̃ b d f g gb h j k kp l m n p r s t v w z ŋ ɓ ɗ	a ã e i o u ɔ ɔ̃ ɛ ɛ̃ aː ãː eː iː ĩː oː uː ũː ɔː ɔ̃ː ɛː ɛ̃ː b d f g gb h j k kp l m n p r s t v w z ŋ ɓ ɗ	a ã e i ĩ o u ũ ɔ ɔ̃ ɛ ɛ̃	a ã e i o u ɔ ɔ̃ ɛ ɛ̃		aː ãː eː iː ĩː oː uː ũː ɔː ɔ̃ː ɛː ɛ̃ː					b d f g gb h j k kp l m n p r s t v w z ŋ ɓ ɗ	b d f g gb h j k kp l m n p r s t v w z ŋ ɓ ɗ						
daur1238	upsid	daur1238-312	29	22	7	ea	daur1238-2312	57	45	12	0.30	0.49	a e i u y ɔ ə b d dʒ f g j k l m n p r t tʃ w x ŋ ɖʐ ʂ ʃ ʈʂ ʐ	i i̯ u u̯ ɑ ɔ ə iː uː ɑː ɔː əː f j k kʰ kʲ kʲʰ kʷ kʷʰ l lʲ m mʲ mʷ n nʲ p pʰ pʲ pʲʰ r rʲ s sʷ t ts tsʰ tʃ tʃʰ tʃʷ tʃʷʰ tʰ tʲ tʲʰ tʷ tʷʰ w x xʲ xʷ ŋ ʃ ʃʷ ʈʂ ʈʂʰ ʐ	a e i u y ɔ ə	i i̯ u u̯ ɑ ɔ ə		iː uː ɑː ɔː əː					b d dʒ f g j k l m n p r t tʃ w x ŋ ɖʐ ʂ ʃ ʈʂ ʐ	f j k kʰ kʲ kʲʰ kʷ kʷʰ l lʲ m mʲ mʷ n nʲ p pʰ pʲ pʲʰ r rʲ s sʷ t ts tsʰ tʃ tʃʰ tʃʷ tʃʷʰ tʰ tʲ tʲʰ tʷ tʷʰ w x xʲ xʷ ŋ ʃ ʃʷ ʈʂ ʈʂʰ ʐ						
toro1252	upsid	toro1252-313	28	16	12	aa	toro1252-699	42	21	21	0.63	0.69	a ã e ẽ i ĩ o õ u ũ ɔ ɛ b d dʒ g h j k l m n p s t w ɲ ɾ	a ã e ẽ i ĩ o õ u ũ ɔ ɔ̃ ɛ ɛ̃ aː eː iː oː uː ɔː ɛː b d dʒ f g h j k l m n p r s t tʃ w z ŋ ɥ ɲ	a ã e ẽ i ĩ o õ u ũ ɔ ɛ	a ã e ẽ i ĩ o õ u ũ ɔ ɔ̃ ɛ ɛ̃		aː eː iː oː uː ɔː ɛː					b d dʒ g h j k l m n p s t w ɲ ɾ	b d dʒ f g h j k l m n p r s t tʃ w z ŋ ɥ ɲ						
even1260	upsid	even1260-322	27	17	10	ea	even1260-2288	36	18	18	0.37	0.65	o̞ u ɑ ɔˤ ɛ ɪ ɪˤ ʊˤ ia̟ ie̞ b d dʒ g j k l m n p r s t tʃ ŋ ɲ β̞	a e i iˤ o oˤ u uˤ aː eː iː iˤː oː oˤː uː uˤː ie iˤæ b d dʒ g j k l m n p r s̠ t tʃ ħ ŋ ɲ β̞	o̞ u ɑ ɔˤ ɛ ɪ ɪˤ ʊˤ	a e i iˤ o oˤ u uˤ		aː eː iː iˤː oː oˤː uː uˤː			ia̟ ie̞	ie iˤæ	b d dʒ g j k l m n p r s t tʃ ŋ ɲ β̞	b d dʒ g j k l m n p r s̠ t tʃ ħ ŋ ɲ β̞						
ewee1241	upsid	ewee1241-323	40	26	14	aa	ewee1241-703	39	27	12	0.55	0.81	a ã e ẽ i ĩ o õ u ũ ɔ ɔ̃ ɛ ɛ̃ b dz̪ d̪ f g gb j kp kʰ l m n pʰ s ts̪ t̪ʰ v z ħ ŋ ɰ ɲ ɸ ɾ̠ ʕ β	a ã e i ĩ o u ũ ɔ ɔ̃ ɛ ɛ̃ b d dz f g gb h j k kp l m n p s t ts v w z ŋ ɖ ɣ ɲ ɸ β χ	a ã e ẽ i ĩ o õ u ũ ɔ ɔ̃ ɛ ɛ̃	a ã e i ĩ o u ũ ɔ ɔ̃ ɛ ɛ̃							b dz̪ d̪ f g gb j kp kʰ l m n pʰ s ts̪ t̪ʰ v z ħ ŋ ɰ ɲ ɸ ɾ̠ ʕ β	b d dz f g gb h j k kp l m n p s t ts v w z ŋ ɖ ɣ ɲ ɸ β χ						
fefe1239	upsid	fefe1239-330	25	17	8	aa	fefe1239-710	39	23	16	0.45	0.66	a̟ e̞ i o̞ u ɑ ɤ̞ ɯ b d dʒ f g h k m n s t tʃ v w z ŋ ʔ	a e i o u ɑ ə ʉ aː eː iː oː uː ɑː əː ʉː b d dʒ f g h j k l m n p s t tʃ v w z ŋ ɣ ʃ ʒ ʔ	a̟ e̞ i o̞ u ɑ ɤ̞ ɯ	a e i o u ɑ ə ʉ		aː eː iː oː uː ɑː əː ʉː					b d dʒ f g h k m n s t tʃ v w z ŋ ʔ	b d dʒ f g h j k l m n p s t tʃ v w z ŋ ɣ ʃ ʒ ʔ						
