Phoneme,Dataset,Dataset Pair,Absolute Count (DatasetA),Absolute Count (DatasetB),Relative Count (DatasetA),Relative Count (DatasetB),Total Inventories,Percent (DatasetA),Percent (DatasetB)
ts,phoible,phoible-saphon,16,0,0.0142,0.0000,42,0.3810,0.0000
ts,phoible,phoible-upsid,0,11,0.0000,0.0043,61,0.0000,0.1803
ts,ra,ra-ea,6,0,0.0042,0.0000,32,0.1875,0.0000
ts,ra,ra-jipa,0,1,0.0000,0.0034,6,0.0000,0.1667
ts,ra,ra-lapsyd,0,6,0.0000,0.0054,26,0.0000,0.2308
ts,ra,ra-phoible,0,4,0.0000,0.0056,16,0.0000,0.2500
ts,ra,ra-upsid,0,5,0.0000,0.0070,16,0.0000,0.3125
ts,saphon,saphon-jipa,0,4,0.0000,0.0261,6,0.0000,0.6667
ts,saphon,saphon-lapsyd,0,31,0.0000,0.0109,107,0.0000,0.2897
ts,saphon,saphon-phoible,0,19,0.0000,0.0171,42,0.0000,0.4524
ts,saphon,saphon-upsid,0,18,0.0000,0.0107,63,0.0000,0.2857
ts,upsid,upsid-aa,2,0,0.0017,0.0000,34,0.0588,0.0000
ts,upsid,upsid-ea,30,0,0.0098,0.0000,82,0.3659,0.0000
ts,upsid,upsid-jipa,0,8,0.0000,0.0058,38,0.0000,0.2105
ts,upsid,upsid-lapsyd,0,64,0.0000,0.0073,303,0.0000,0.2112
ts,upsid,upsid-phoible,14,0,0.0070,0.0000,61,0.2295,0.0000
ts,upsid,upsid-ra,3,0,0.0052,0.0000,16,0.1875,0.0000
ts,upsid,upsid-saphon,16,0,0.0098,0.0000,63,0.2540,0.0000
tsʰ,aa,aa-phoible,0,1,0.0000,0.0006,47,0.0000,0.0213
tsʰ,ea,ea-jipa,0,4,0.0000,0.0016,57,0.0000,0.0702
tsʰ,ea,ea-lapsyd,0,10,0.0000,0.0026,95,0.0000,0.1053
tsʰ,ea,ea-phoible,0,13,0.0000,0.0027,121,0.0000,0.1074
tsʰ,ea,ea-ra,0,2,0.0000,0.0015,32,0.0000,0.0625
tsʰ,ea,ea-upsid,0,13,0.0000,0.0039,82,0.0000,0.1585
tsʰ,jipa,jipa-ea,6,0,0.0023,0.0000,57,0.1053,0.0000
tsʰ,jipa,jipa-lapsyd,2,0,0.0009,0.0000,57,0.0351,0.0000
tsʰ,jipa,jipa-phoible,8,0,0.0017,0.0000,111,0.0721,0.0000
tsʰ,jipa,jipa-ra,1,0,0.0028,0.0000,6,0.1667,0.0000
tsʰ,jipa,jipa-upsid,3,0,0.0017,0.0000,38,0.0789,0.0000
tsʰ,lapsyd,lapsyd-ea,8,0,0.0022,0.0000,95,0.0842,0.0000
tsʰ,lapsyd,lapsyd-jipa,0,3,0.0000,0.0015,57,0.0000,0.0526
tsʰ,lapsyd,lapsyd-phoible,5,0,0.0011,0.0000,139,0.0360,0.0000
tsʰ,lapsyd,lapsyd-ra,4,0,0.0039,0.0000,26,0.1538,0.0000
tsʰ,lapsyd,lapsyd-saphon,5,0,0.0017,0.0000,107,0.0467,0.0000
tsʰ,lapsyd,lapsyd-upsid,20,0,0.0021,0.0000,303,0.0660,0.0000
tsʰ,phoible,phoible-ea,10,0,0.0021,0.0000,121,0.0826,0.0000
tsʰ,phoible,phoible-jipa,0,9,0.0000,0.0020,111,0.0000,0.0811
tsʰ,phoible,phoible-lapsyd,0,4,0.0000,0.0008,139,0.0000,0.0288
tsʰ,phoible,phoible-ra,4,0,0.0057,0.0000,16,0.2500,0.0000
tsʰ,phoible,phoible-saphon,3,0,0.0027,0.0000,42,0.0714,0.0000
tsʰ,phoible,phoible-upsid,0,4,0.0000,0.0016,61,0.0000,0.0656
tsʰ,ra,ra-ea,2,0,0.0014,0.0000,32,0.0625,0.0000
tsʰ,ra,ra-jipa,0,1,0.0000,0.0034,6,0.0000,0.1667
tsʰ,ra,ra-lapsyd,0,3,0.0000,0.0027,26,0.0000,0.1154
tsʰ,ra,ra-phoible,0,2,0.0000,0.0028,16,0.0000,0.1250
tsʰ,ra,ra-upsid,0,2,0.0000,0.0028,16,0.0000,0.1250
tsʰ,saphon,saphon-lapsyd,0,5,0.0000,0.0018,107,0.0000,0.0467
tsʰ,saphon,saphon-upsid,0,4,0.0000,0.0024,63,0.0000,0.0635
tsʰ,upsid,upsid-ea,8,0,0.0026,0.0000,82,0.0976,0.0000
tsʰ,upsid,upsid-jipa,0,4,0.0000,0.0029,38,0.0000,0.1053
tsʰ,upsid,upsid-lapsyd,0,24,0.0000,0.0027,303,0.0000,0.0792
tsʰ,upsid,upsid-phoible,4,0,0.0020,0.0000,61,0.0656,0.0000
tsʰ,upsid,upsid-ra,2,0,0.0034,0.0000,16,0.1250,0.0000
tsʰ,upsid,upsid-saphon,4,0,0.0025,0.0000,63,0.0635,0.0000
tsʰː,jipa,jipa-ea,1,0,0.0004,0.0000,57,0.0175,0.0000
tsʰː,jipa,jipa-lapsyd,1,0,0.0004,0.0000,57,0.0175,0.0000
tsʰː,jipa,jipa-phoible,1,0,0.0002,0.0000,111,0.0090,0.0000
tsʰː,jipa,jipa-ra,1,0,0.0028,0.0000,6,0.1667,0.0000
tsʰː,jipa,jipa-upsid,1,0,0.0006,0.0000,38,0.0263,0.0000
tsʰː,phoible,phoible-ea,1,0,0.0002,0.0000,121,0.0083,0.0000
tsʰː,phoible,phoible-jipa,0,1,0.0000,0.0002,111,0.0000,0.0090
tsʰː,phoible,phoible-lapsyd,0,1,0.0000,0.0002,139,0.0000,0.0072
tsʰː,phoible,phoible-ra,1,0,0.0014,0.0000,16,0.0625,0.0000
tsʰː,phoible,phoible-upsid,0,1,0.0000,0.0004,61,0.0000,0.0164
tsʱ,upsid,upsid-jipa,0,1,0.0000,0.0007,38,0.0000,0.0263
tsʱ,upsid,upsid-phoible,1,0,0.0005,0.0000,61,0.0164,0.0000
tsʲ,ea,ea-jipa,0,1,0.0000,0.0004,57,0.0000,0.0175
tsʲ,ea,ea-lapsyd,0,4,0.0000,0.0010,95,0.0000,0.0421
tsʲ,ea,ea-phoible,0,1,0.0000,0.0002,121,0.0000,0.0083
tsʲ,ea,ea-upsid,0,7,0.0000,0.0021,82,0.0000,0.0854
tsʲ,jipa,jipa-ea,2,0,0.0008,0.0000,57,0.0351,0.0000
tsʲ,jipa,jipa-phoible,2,0,0.0004,0.0000,111,0.0180,0.0000
tsʲ,lapsyd,lapsyd-saphon,1,0,0.0003,0.0000,107,0.0093,0.0000
tsʲ,phoible,phoible-ea,1,0,0.0002,0.0000,121,0.0083,0.0000
tsʲ,phoible,phoible-jipa,0,1,0.0000,0.0002,111,0.0000,0.0090
tsʲ,saphon,saphon-lapsyd,0,1,0.0000,0.0004,107,0.0000,0.0093
tsʲ,saphon,saphon-upsid,0,1,0.0000,0.0006,63,0.0000,0.0159
tsʲ,upsid,upsid-ea,7,0,0.0023,0.0000,82,0.0854,0.0000
tsʲ,upsid,upsid-lapsyd,0,1,0.0000,0.0001,303,0.0000,0.0033
tsʲʰ,lapsyd,lapsyd-saphon,1,0,0.0003,0.0000,107,0.0093,0.0000
tsʲʰ,saphon,saphon-lapsyd,0,1,0.0000,0.0004,107,0.0000,0.0093
tsʲʰ,saphon,saphon-upsid,0,1,0.0000,0.0006,63,0.0000,0.0159
tsʷ,lapsyd,lapsyd-ea,4,0,0.0011,0.0000,95,0.0421,0.0000
tsʷʰ,ea,ea-upsid,0,1,0.0000,0.0003,82,0.0000,0.0122
tsʷʰ,lapsyd,lapsyd-ea,2,0,0.0006,0.0000,95,0.0211,0.0000
tsʷʰ,upsid,upsid-ea,1,0,0.0003,0.0000,82,0.0122,0.0000
tsʷː,upsid,upsid-ea,1,0,0.0003,0.0000,82,0.0122,0.0000
tsʼ,ea,ea-jipa,0,1,0.0000,0.0004,57,0.0000,0.0175
tsʼ,ea,ea-lapsyd,0,7,0.0000,0.0018,95,0.0000,0.0737
tsʼ,ea,ea-phoible,0,10,0.0000,0.0021,121,0.0000,0.0826
tsʼ,ea,ea-upsid,0,6,0.0000,0.0018,82,0.0000,0.0732
tsʼ,jipa,jipa-aa,2,0,0.0082,0.0000,6,0.3333,0.0000
tsʼ,jipa,jipa-ea,1,0,0.0004,0.0000,57,0.0175,0.0000
tsʼ,jipa,jipa-lapsyd,4,0,0.0017,0.0000,57,0.0702,0.0000
tsʼ,jipa,jipa-phoible,6,0,0.0013,0.0000,111,0.0541,0.0000
tsʼ,jipa,jipa-saphon,1,0,0.0063,0.0000,6,0.1667,0.0000
tsʼ,jipa,jipa-upsid,4,0,0.0023,0.0000,38,0.1053,0.0000
tsʼ,lapsyd,lapsyd-ea,7,0,0.0019,0.0000,95,0.0737,0.0000
tsʼ,lapsyd,lapsyd-jipa,0,2,0.0000,0.0010,57,0.0000,0.0351
tsʼ,lapsyd,lapsyd-phoible,10,0,0.0021,0.0000,139,0.0719,0.0000
tsʼ,lapsyd,lapsyd-saphon,4,0,0.0014,0.0000,107,0.0374,0.0000
tsʼ,lapsyd,lapsyd-upsid,25,0,0.0026,0.0000,303,0.0825,0.0000
tsʼ,phoible,phoible-aa,2,0,0.0011,0.0000,47,0.0426,0.0000
tsʼ,phoible,phoible-ea,20,0,0.0043,0.0000,121,0.1653,0.0000
tsʼ,phoible,phoible-jipa,0,4,0.0000,0.0009,111,0.0000,0.0360
tsʼ,phoible,phoible-lapsyd,0,11,0.0000,0.0021,139,0.0000,0.0791
tsʼ,phoible,phoible-upsid,0,5,0.0000,0.0020,61,0.0000,0.0820
tsʼ,saphon,saphon-jipa,0,1,0.0000,0.0065,6,0.0000,0.1667
tsʼ,saphon,saphon-lapsyd,0,3,0.0000,0.0011,107,0.0000,0.0280
tsʼ,saphon,saphon-upsid,0,2,0.0000,0.0012,63,0.0000,0.0317
tsʼ,upsid,upsid-ea,4,0,0.0013,0.0000,82,0.0488,0.0000
tsʼ,upsid,upsid-jipa,0,3,0.0000,0.0022,38,0.0000,0.0789
tsʼ,upsid,upsid-lapsyd,0,25,0.0000,0.0028,303,0.0000,0.0825
tsʼ,upsid,upsid-phoible,5,0,0.0025,0.0000,61,0.0820,0.0000
tsʼ,upsid,upsid-saphon,1,0,0.0006,0.0000,63,0.0159,0.0000
tsʼʷ,ea,ea-upsid,0,2,0.0000,0.0006,82,0.0000,0.0244
tsʼʷ,lapsyd,lapsyd-ea,4,0,0.0011,0.0000,95,0.0421,0.0000
tsʼʷ,upsid,upsid-ea,1,0,0.0003,0.0000,82,0.0122,0.0000
tsʼː,phoible,phoible-lapsyd,0,1,0.0000,0.0002,139,0.0000,0.0072
tsʼː,upsid,upsid-ea,1,0,0.0003,0.0000,82,0.0122,0.0000
tsʼˤ,lapsyd,lapsyd-ea,1,0,0.0003,0.0000,95,0.0105,0.0000
tsˀ,upsid,upsid-lapsyd,0,1,0.0000,0.0001,303,0.0000,0.0033
tsː,ea,ea-phoible,0,1,0.0000,0.0002,121,0.0000,0.0083
tsː,jipa,jipa-ea,2,0,0.0008,0.0000,57,0.0351,0.0000
tsː,jipa,jipa-lapsyd,2,0,0.0009,0.0000,57,0.0351,0.0000
tsː,jipa,jipa-phoible,1,0,0.0002,0.0000,111,0.0090,0.0000
tsː,jipa,jipa-ra,1,0,0.0028,0.0000,6,0.1667,0.0000
tsː,jipa,jipa-upsid,2,0,0.0012,0.0000,38,0.0526,0.0000
tsː,phoible,phoible-ea,2,0,0.0004,0.0000,121,0.0165,0.0000
tsː,phoible,phoible-jipa,0,1,0.0000,0.0002,111,0.0000,0.0090
tsː,phoible,phoible-lapsyd,0,1,0.0000,0.0002,139,0.0000,0.0072
tsː,phoible,phoible-ra,1,0,0.0014,0.0000,16,0.0625,0.0000
tsː,phoible,phoible-upsid,0,1,0.0000,0.0004,61,0.0000,0.0164
tsː,upsid,upsid-ea,2,0,0.0007,0.0000,82,0.0244,0.0000
tsː,upsid,upsid-lapsyd,0,1,0.0000,0.0001,303,0.0000,0.0033
tsˤʰ,ea,ea-lapsyd,0,1,0.0000,0.0003,95,0.0000,0.0105
tsˤʰ,ea,ea-phoible,0,1,0.0000,0.0002,121,0.0000,0.0083
ts̟,phoible,phoible-ea,1,0,0.0002,0.0000,121,0.0083,0.0000
ts̟,phoible,phoible-jipa,0,1,0.0000,0.0002,111,0.0000,0.0090
ts̟,phoible,phoible-lapsyd,0,1,0.0000,0.0002,139,0.0000,0.0072
ts̟,phoible,phoible-upsid,0,1,0.0000,0.0004,61,0.0000,0.0164
ts̠ʲʰ,phoible,phoible-ea,2,0,0.0004,0.0000,121,0.0165,0.0000
ts̠ʲʰ,phoible,phoible-jipa,0,1,0.0000,0.0002,111,0.0000,0.0090
ts̠ʲʰ,phoible,phoible-lapsyd,0,1,0.0000,0.0002,139,0.0000,0.0072
ts̠ʲʰ,phoible,phoible-upsid,0,1,0.0000,0.0004,61,0.0000,0.0164
ts̪,ea,ea-jipa,0,8,0.0000,0.0033,57,0.0000,0.1404
ts̪,ea,ea-lapsyd,0,12,0.0000,0.0031,95,0.0000,0.1263
ts̪,ea,ea-phoible,0,8,0.0000,0.0017,121,0.0000,0.0661
ts̪,ea,ea-upsid,0,10,0.0000,0.0030,82,0.0000,0.1220
ts̪,jipa,jipa-phoible,1,0,0.0002,0.0000,111,0.0090,0.0000
ts̪,lapsyd,lapsyd-ea,14,0,0.0039,0.0000,95,0.1474,0.0000
ts̪,lapsyd,lapsyd-jipa,0,3,0.0000,0.0015,57,0.0000,0.0526
ts̪,lapsyd,lapsyd-phoible,4,0,0.0008,0.0000,139,0.0288,0.0000
ts̪,lapsyd,lapsyd-ra,1,0,0.0010,0.0000,26,0.0385,0.0000
ts̪,lapsyd,lapsyd-saphon,1,0,0.0003,0.0000,107,0.0093,0.0000
ts̪,lapsyd,lapsyd-upsid,14,0,0.0015,0.0000,303,0.0462,0.0000
ts̪,phoible,phoible-ea,12,0,0.0026,0.0000,121,0.0992,0.0000
ts̪,phoible,phoible-jipa,0,3,0.0000,0.0007,111,0.0000,0.0270
ts̪,phoible,phoible-lapsyd,0,2,0.0000,0.0004,139,0.0000,0.0144
ts̪,phoible,phoible-saphon,2,0,0.0018,0.0000,42,0.0476,0.0000
ts̪,upsid,upsid-aa,1,0,0.0009,0.0000,34,0.0294,0.0000
ts̪,upsid,upsid-ea,10,0,0.0033,0.0000,82,0.1220,0.0000
ts̪,upsid,upsid-jipa,0,3,0.0000,0.0022,38,0.0000,0.0789
ts̪,upsid,upsid-lapsyd,0,8,0.0000,0.0009,303,0.0000,0.0264
ts̪,upsid,upsid-phoible,3,0,0.0015,0.0000,61,0.0492,0.0000
ts̪,upsid,upsid-saphon,1,0,0.0006,0.0000,63,0.0159,0.0000
ts̪ʰ,ea,ea-jipa,0,2,0.0000,0.0008,57,0.0000,0.0351
ts̪ʰ,ea,ea-lapsyd,0,1,0.0000,0.0003,95,0.0000,0.0105
ts̪ʰ,ea,ea-phoible,0,2,0.0000,0.0004,121,0.0000,0.0165
ts̪ʰ,jipa,jipa-phoible,1,0,0.0002,0.0000,111,0.0090,0.0000
ts̪ʰ,lapsyd,lapsyd-ea,1,0,0.0003,0.0000,95,0.0105,0.0000
ts̪ʰ,lapsyd,lapsyd-jipa,0,1,0.0000,0.0005,57,0.0000,0.0175
ts̪ʰ,lapsyd,lapsyd-phoible,1,0,0.0002,0.0000,139,0.0072,0.0000
ts̪ʰ,lapsyd,lapsyd-ra,1,0,0.0010,0.0000,26,0.0385,0.0000
ts̪ʰ,lapsyd,lapsyd-upsid,4,0,0.0004,0.0000,303,0.0132,0.0000
ts̪ʰ,phoible,phoible-ea,5,0,0.0011,0.0000,121,0.0413,0.0000
ts̪ʰ,phoible,phoible-jipa,0,1,0.0000,0.0002,111,0.0000,0.0090
ts̪ʰ,phoible,phoible-lapsyd,0,1,0.0000,0.0002,139,0.0000,0.0072
ts̪ʰ,upsid,upsid-ea,2,0,0.0007,0.0000,82,0.0244,0.0000
ts̪ʰ,upsid,upsid-jipa,0,1,0.0000,0.0007,38,0.0000,0.0263
ts̪ʰ,upsid,upsid-lapsyd,0,5,0.0000,0.0006,303,0.0000,0.0165
ts̪ʰ,upsid,upsid-phoible,1,0,0.0005,0.0000,61,0.0164,0.0000
ts̪ʲ,ea,ea-jipa,0,2,0.0000,0.0008,57,0.0000,0.0351
ts̪ʲ,ea,ea-lapsyd,0,2,0.0000,0.0005,95,0.0000,0.0211
ts̪ʲ,ea,ea-phoible,0,1,0.0000,0.0002,121,0.0000,0.0083
ts̪ʲ,lapsyd,lapsyd-ea,4,0,0.0011,0.0000,95,0.0421,0.0000
ts̪ʲ,lapsyd,lapsyd-upsid,1,0,0.0001,0.0000,303,0.0033,0.0000
ts̪ʲ,upsid,upsid-ea,1,0,0.0003,0.0000,82,0.0122,0.0000
ts̪ʲ,upsid,upsid-jipa,0,1,0.0000,0.0007,38,0.0000,0.0263
ts̪ʲ,upsid,upsid-lapsyd,0,1,0.0000,0.0001,303,0.0000,0.0033
ts̪ʲ,upsid,upsid-phoible,1,0,0.0005,0.0000,61,0.0164,0.0000
ts̪ʲʰ,ea,ea-lapsyd,0,1,0.0000,0.0003,95,0.0000,0.0105
ts̪ʲʷ,ea,ea-lapsyd,0,1,0.0000,0.0003,95,0.0000,0.0105
ts̪ʲʷʰ,ea,ea-lapsyd,0,1,0.0000,0.0003,95,0.0000,0.0105
ts̪ʷ,ea,ea-lapsyd,0,1,0.0000,0.0003,95,0.0000,0.0105
ts̪ʷʰ,ea,ea-lapsyd,0,1,0.0000,0.0003,95,0.0000,0.0105
ts̪ʼ,ea,ea-lapsyd,0,1,0.0000,0.0003,95,0.0000,0.0105
ts̪ʼ,ea,ea-upsid,0,1,0.0000,0.0003,82,0.0000,0.0122
ts̪ʼ,lapsyd,lapsyd-ea,1,0,0.0003,0.0000,95,0.0105,0.0000
ts̪ʼ,lapsyd,lapsyd-jipa,0,1,0.0000,0.0005,57,0.0000,0.0175
ts̪ʼ,lapsyd,lapsyd-phoible,1,0,0.0002,0.0000,139,0.0072,0.0000
ts̪ʼ,lapsyd,lapsyd-saphon,1,0,0.0003,0.0000,107,0.0093,0.0000
ts̪ʼ,lapsyd,lapsyd-upsid,4,0,0.0004,0.0000,303,0.0132,0.0000
ts̪ʼ,phoible,phoible-jipa,0,1,0.0000,0.0002,111,0.0000,0.0090
ts̪ʼ,phoible,phoible-lapsyd,0,1,0.0000,0.0002,139,0.0000,0.0072
ts̪ʼ,upsid,upsid-ea,4,0,0.0013,0.0000,82,0.0488,0.0000
ts̪ʼ,upsid,upsid-lapsyd,0,5,0.0000,0.0006,303,0.0000,0.0165
ts̪ʼ,upsid,upsid-saphon,1,0,0.0006,0.0000,63,0.0159,0.0000
ts̪ʼʲ,ea,ea-lapsyd,0,1,0.0000,0.0003,95,0.0000,0.0105
ts̪ʼʲʷ,ea,ea-lapsyd,0,1,0.0000,0.0003,95,0.0000,0.0105
ts̪ʼʷ,ea,ea-lapsyd,0,1,0.0000,0.0003,95,0.0000,0.0105
ts̪ː,ea,ea-upsid,0,1,0.0000,0.0003,82,0.0000,0.0122
ts̪̻,phoible,phoible-ea,4,0,0.0009,0.0000,121,0.0331,0.0000
ts̪̻,phoible,phoible-lapsyd,0,1,0.0000,0.0002,139,0.0000,0.0072
ts̪̻,phoible,phoible-upsid,0,1,0.0000,0.0004,61,0.0000,0.0164
ts̰,lapsyd,lapsyd-upsid,2,0,0.0002,0.0000,303,0.0066,0.0000
ts̰,phoible,phoible-jipa,0,1,0.0000,0.0002,111,0.0000,0.0090
ts̺,ea,ea-jipa,0,3,0.0000,0.0012,57,0.0000,0.0526
ts̺,ea,ea-lapsyd,0,5,0.0000,0.0013,95,0.0000,0.0526
ts̺,ea,ea-phoible,0,12,0.0000,0.0025,121,0.0000,0.0992
ts̺,ea,ea-upsid,0,3,0.0000,0.0009,82,0.0000,0.0366
ts̺,phoible,phoible-ea,4,0,0.0009,0.0000,121,0.0331,0.0000
ts̺,phoible,phoible-lapsyd,0,1,0.0000,0.0002,139,0.0000,0.0072
ts̺,phoible,phoible-upsid,0,1,0.0000,0.0004,61,0.0000,0.0164
ts̺ʰ,ea,ea-phoible,0,6,0.0000,0.0013,121,0.0000,0.0496
ts̺ʼ,ea,ea-phoible,0,8,0.0000,0.0017,121,0.0000,0.0661
ts̺ː,ea,ea-phoible,0,3,0.0000,0.0006,121,0.0000,0.0248
ts̻,ea,ea-lapsyd,0,4,0.0000,0.0010,95,0.0000,0.0421
ts̻,ea,ea-phoible,0,4,0.0000,0.0008,121,0.0000,0.0331
ts̻,ea,ea-upsid,0,4,0.0000,0.0012,82,0.0000,0.0488
ts̻,jipa,jipa-phoible,1,0,0.0002,0.0000,111,0.0090,0.0000
ts̻ʰ,jipa,jipa-phoible,1,0,0.0002,0.0000,111,0.0090,0.0000
tɕ,aa,aa-lapsyd,0,1,0.0000,0.0011,27,0.0000,0.0370
tɕ,aa,aa-upsid,0,1,0.0000,0.0008,34,0.0000,0.0294
tɕ,ea,ea-jipa,0,10,0.0000,0.0041,57,0.0000,0.1754
tɕ,ea,ea-lapsyd,0,9,0.0000,0.0023,95,0.0000,0.0947
tɕ,ea,ea-phoible,0,15,0.0000,0.0031,121,0.0000,0.1240
tɕ,ea,ea-upsid,0,15,0.0000,0.0045,82,0.0000,0.1829
tɕ,jipa,jipa-ea,10,0,0.0039,0.0000,57,0.1754,0.0000
tɕ,jipa,jipa-lapsyd,5,0,0.0022,0.0000,57,0.0877,0.0000
tɕ,jipa,jipa-phoible,13,0,0.0028,0.0000,111,0.1171,0.0000
tɕ,jipa,jipa-ra,1,0,0.0028,0.0000,6,0.1667,0.0000
tɕ,jipa,jipa-upsid,5,0,0.0029,0.0000,38,0.1316,0.0000
tɕ,lapsyd,lapsyd-aa,1,0,0.0010,0.0000,27,0.0370,0.0000
tɕ,lapsyd,lapsyd-ea,3,0,0.0008,0.0000,95,0.0316,0.0000
tɕ,lapsyd,lapsyd-jipa,0,3,0.0000,0.0015,57,0.0000,0.0526
tɕ,lapsyd,lapsyd-phoible,6,0,0.0013,0.0000,139,0.0432,0.0000
tɕ,lapsyd,lapsyd-ra,1,0,0.0010,0.0000,26,0.0385,0.0000
tɕ,lapsyd,lapsyd-saphon,4,0,0.0014,0.0000,107,0.0374,0.0000
tɕ,lapsyd,lapsyd-upsid,9,0,0.0010,0.0000,303,0.0297,0.0000
tɕ,phoible,phoible-aa,1,0,0.0006,0.0000,47,0.0213,0.0000
tɕ,phoible,phoible-ea,12,0,0.0026,0.0000,121,0.0992,0.0000
tɕ,phoible,phoible-jipa,0,12,0.0000,0.0027,111,0.0000,0.1081
tɕ,phoible,phoible-lapsyd,0,5,0.0000,0.0009,139,0.0000,0.0360
tɕ,phoible,phoible-ra,1,0,0.0014,0.0000,16,0.0625,0.0000
tɕ,phoible,phoible-saphon,1,0,0.0009,0.0000,42,0.0238,0.0000
tɕ,phoible,phoible-upsid,0,5,0.0000,0.0020,61,0.0000,0.0820
tɕ,upsid,upsid-ea,1,0,0.0003,0.0000,82,0.0122,0.0000
tɕ,upsid,upsid-lapsyd,0,3,0.0000,0.0003,303,0.0000,0.0099
tɕ,upsid,upsid-ra,2,0,0.0034,0.0000,16,0.1250,0.0000
tɕ,upsid,upsid-saphon,1,0,0.0006,0.0000,63,0.0159,0.0000
tɕʰ,ea,ea-jipa,0,6,0.0000,0.0025,57,0.0000,0.1053
tɕʰ,ea,ea-lapsyd,0,1,0.0000,0.0003,95,0.0000,0.0105
tɕʰ,ea,ea-phoible,0,11,0.0000,0.0023,121,0.0000,0.0909
tɕʰ,ea,ea-upsid,0,5,0.0000,0.0015,82,0.0000,0.0610
tɕʰ,jipa,jipa-ea,7,0,0.0027,0.0000,57,0.1228,0.0000
tɕʰ,jipa,jipa-lapsyd,2,0,0.0009,0.0000,57,0.0351,0.0000
tɕʰ,jipa,jipa-phoible,9,0,0.0019,0.0000,111,0.0811,0.0000
tɕʰ,jipa,jipa-ra,1,0,0.0028,0.0000,6,0.1667,0.0000
tɕʰ,jipa,jipa-upsid,3,0,0.0017,0.0000,38,0.0789,0.0000
tɕʰ,lapsyd,lapsyd-ea,2,0,0.0006,0.0000,95,0.0211,0.0000
tɕʰ,lapsyd,lapsyd-jipa,0,1,0.0000,0.0005,57,0.0000,0.0175
tɕʰ,lapsyd,lapsyd-phoible,2,0,0.0004,0.0000,139,0.0144,0.0000
tɕʰ,lapsyd,lapsyd-ra,1,0,0.0010,0.0000,26,0.0385,0.0000
tɕʰ,lapsyd,lapsyd-upsid,3,0,0.0003,0.0000,303,0.0099,0.0000
tɕʰ,phoible,phoible-ea,11,0,0.0023,0.0000,121,0.0909,0.0000
tɕʰ,phoible,phoible-jipa,0,9,0.0000,0.0020,111,0.0000,0.0811
tɕʰ,phoible,phoible-lapsyd,0,4,0.0000,0.0008,139,0.0000,0.0288
tɕʰ,phoible,phoible-ra,1,0,0.0014,0.0000,16,0.0625,0.0000
tɕʰ,phoible,phoible-upsid,0,4,0.0000,0.0016,61,0.0000,0.0656
tɕʰ,upsid,upsid-lapsyd,0,1,0.0000,0.0001,303,0.0000,0.0033
tɕʰː,jipa,jipa-ea,1,0,0.0004,0.0000,57,0.0175,0.0000
tɕʰː,jipa,jipa-lapsyd,1,0,0.0004,0.0000,57,0.0175,0.0000
tɕʰː,jipa,jipa-phoible,1,0,0.0002,0.0000,111,0.0090,0.0000
tɕʰː,jipa,jipa-ra,1,0,0.0028,0.0000,6,0.1667,0.0000
tɕʰː,jipa,jipa-upsid,1,0,0.0006,0.0000,38,0.0263,0.0000
tɕʰː,phoible,phoible-ea,1,0,0.0002,0.0000,121,0.0083,0.0000
tɕʰː,phoible,phoible-jipa,0,1,0.0000,0.0002,111,0.0000,0.0090
tɕʰː,phoible,phoible-lapsyd,0,1,0.0000,0.0002,139,0.0000,0.0072
tɕʰː,phoible,phoible-ra,1,0,0.0014,0.0000,16,0.0625,0.0000
tɕʰː,phoible,phoible-upsid,0,1,0.0000,0.0004,61,0.0000,0.0164
tɕʲ,lapsyd,lapsyd-ra,1,0,0.0010,0.0000,26,0.0385,0.0000
tɕʲ,lapsyd,lapsyd-upsid,3,0,0.0003,0.0000,303,0.0099,0.0000
tɕʲʰ,lapsyd,lapsyd-upsid,2,0,0.0002,0.0000,303,0.0066,0.0000
tɕʼ,ea,ea-upsid,0,1,0.0000,0.0003,82,0.0000,0.0122
tɕʼ,upsid,upsid-lapsyd,0,1,0.0000,0.0001,303,0.0000,0.0033
tɕʼ,upsid,upsid-saphon,1,0,0.0006,0.0000,63,0.0159,0.0000
tɕː,jipa,jipa-ea,2,0,0.0008,0.0000,57,0.0351,0.0000
tɕː,jipa,jipa-lapsyd,2,0,0.0009,0.0000,57,0.0351,0.0000
tɕː,jipa,jipa-phoible,2,0,0.0004,0.0000,111,0.0180,0.0000
tɕː,jipa,jipa-ra,1,0,0.0028,0.0000,6,0.1667,0.0000
tɕː,jipa,jipa-upsid,2,0,0.0012,0.0000,38,0.0526,0.0000
tɕː,phoible,phoible-ea,1,0,0.0002,0.0000,121,0.0083,0.0000
tɕː,phoible,phoible-jipa,0,1,0.0000,0.0002,111,0.0000,0.0090
tɕː,phoible,phoible-lapsyd,0,1,0.0000,0.0002,139,0.0000,0.0072
tɕː,phoible,phoible-ra,1,0,0.0014,0.0000,16,0.0625,0.0000
tɕː,phoible,phoible-upsid,0,1,0.0000,0.0004,61,0.0000,0.0164
tɕ̚,phoible,phoible-ea,1,0,0.0002,0.0000,121,0.0083,0.0000
tɕ̚,phoible,phoible-jipa,0,1,0.0000,0.0002,111,0.0000,0.0090
tɕ̚,phoible,phoible-lapsyd,0,1,0.0000,0.0002,139,0.0000,0.0072
tɕ̚,phoible,phoible-upsid,0,1,0.0000,0.0004,61,0.0000,0.0164
