Phoneme,Dataset,Dataset Pair,Absolute Count (DatasetA),Absolute Count (DatasetB),Relative Count (DatasetA),Relative Count (DatasetB),Total Inventories,Percent (DatasetA),Percent (DatasetB)
tɕ̟,phoible,phoible-jipa,0,1,0.0000,0.0002,111,0.0000,0.0090
tɕ̟,phoible,phoible-lapsyd,0,1,0.0000,0.0002,139,0.0000,0.0072
tɕ̟,phoible,phoible-upsid,0,1,0.0000,0.0004,61,0.0000,0.0164
tɕ̟ː,phoible,phoible-jipa,0,1,0.0000,0.0002,111,0.0000,0.0090
tɕ̟ː,phoible,phoible-lapsyd,0,1,0.0000,0.0002,139,0.0000,0.0072
tɕ̟ː,phoible,phoible-upsid,0,1,0.0000,0.0004,61,0.0000,0.0164
tɕ̺,ea,ea-upsid,0,1,0.0000,0.0003,82,0.0000,0.0122
tɕ̺ʼ,ea,ea-upsid,0,1,0.0000,0.0003,82,0.0000,0.0122
tɕ̻,ea,ea-jipa,0,1,0.0000,0.0004,57,0.0000,0.0175
tɕ̻,ea,ea-lapsyd,0,1,0.0000,0.0003,95,0.0000,0.0105
tɕ̻,ea,ea-phoible,0,1,0.0000,0.0002,121,0.0000,0.0083
tɕ̻,ea,ea-ra,0,1,0.0000,0.0007,32,0.0000,0.0312
tɕ̻ʰ,ea,ea-jipa,0,1,0.0000,0.0004,57,0.0000,0.0175
tɕ̻ʰ,ea,ea-lapsyd,0,1,0.0000,0.0003,95,0.0000,0.0105
tɕ̻ʰ,ea,ea-phoible,0,1,0.0000,0.0002,121,0.0000,0.0083
tɕ̻ʰ,ea,ea-ra,0,1,0.0000,0.0007,32,0.0000,0.0312
tɕᶣ,phoible,phoible-aa,1,0,0.0006,0.0000,47,0.0213,0.0000
tɕᶣ,phoible,phoible-upsid,0,1,0.0000,0.0004,61,0.0000,0.0164
tɬ,jipa,jipa-lapsyd,2,0,0.0009,0.0000,57,0.0351,0.0000
tɬ,jipa,jipa-phoible,3,0,0.0006,0.0000,111,0.0270,0.0000
tɬ,jipa,jipa-upsid,2,0,0.0012,0.0000,38,0.0526,0.0000
tɬ,lapsyd,lapsyd-jipa,0,1,0.0000,0.0005,57,0.0000,0.0175
tɬ,lapsyd,lapsyd-phoible,2,0,0.0004,0.0000,139,0.0144,0.0000
tɬ,lapsyd,lapsyd-upsid,7,0,0.0007,0.0000,303,0.0231,0.0000
tɬ,phoible,phoible-jipa,0,2,0.0000,0.0004,111,0.0000,0.0180
tɬ,phoible,phoible-lapsyd,0,2,0.0000,0.0004,139,0.0000,0.0144
tɬ,phoible,phoible-upsid,0,2,0.0000,0.0008,61,0.0000,0.0328
tɬ,upsid,upsid-jipa,0,2,0.0000,0.0014,38,0.0000,0.0526
tɬ,upsid,upsid-lapsyd,0,4,0.0000,0.0005,303,0.0000,0.0132
tɬ,upsid,upsid-phoible,2,0,0.0010,0.0000,61,0.0328,0.0000
tɬʰ,ea,ea-upsid,0,1,0.0000,0.0003,82,0.0000,0.0122
tɬʰ,jipa,jipa-lapsyd,1,0,0.0004,0.0000,57,0.0175,0.0000
tɬʰ,jipa,jipa-phoible,1,0,0.0002,0.0000,111,0.0090,0.0000
tɬʰ,lapsyd,lapsyd-upsid,4,0,0.0004,0.0000,303,0.0132,0.0000
tɬʰ,upsid,upsid-lapsyd,0,3,0.0000,0.0003,303,0.0000,0.0099
tɬʷʰ,ea,ea-upsid,0,1,0.0000,0.0003,82,0.0000,0.0122
tɬʼ,ea,ea-upsid,0,1,0.0000,0.0003,82,0.0000,0.0122
tɬʼ,jipa,jipa-lapsyd,2,0,0.0009,0.0000,57,0.0351,0.0000
tɬʼ,jipa,jipa-phoible,4,0,0.0009,0.0000,111,0.0360,0.0000
tɬʼ,jipa,jipa-upsid,2,0,0.0012,0.0000,38,0.0526,0.0000
tɬʼ,lapsyd,lapsyd-jipa,0,1,0.0000,0.0005,57,0.0000,0.0175
tɬʼ,lapsyd,lapsyd-phoible,2,0,0.0004,0.0000,139,0.0144,0.0000
tɬʼ,lapsyd,lapsyd-upsid,7,0,0.0007,0.0000,303,0.0231,0.0000
tɬʼ,phoible,phoible-jipa,0,2,0.0000,0.0004,111,0.0000,0.0180
tɬʼ,phoible,phoible-lapsyd,0,2,0.0000,0.0004,139,0.0000,0.0144
tɬʼ,phoible,phoible-upsid,0,2,0.0000,0.0008,61,0.0000,0.0328
tɬʼ,upsid,upsid-jipa,0,2,0.0000,0.0014,38,0.0000,0.0526
tɬʼ,upsid,upsid-lapsyd,0,9,0.0000,0.0010,303,0.0000,0.0297
tɬʼ,upsid,upsid-phoible,2,0,0.0010,0.0000,61,0.0328,0.0000
tɬʼʷ,ea,ea-upsid,0,1,0.0000,0.0003,82,0.0000,0.0122
tɬʼː,phoible,phoible-lapsyd,0,1,0.0000,0.0002,139,0.0000,0.0072
tɬʼː,upsid,upsid-ea,1,0,0.0003,0.0000,82,0.0122,0.0000
tɬː,phoible,phoible-lapsyd,0,1,0.0000,0.0002,139,0.0000,0.0072
tɬː,upsid,upsid-ea,1,0,0.0003,0.0000,82,0.0122,0.0000
tɬ̪,lapsyd,lapsyd-jipa,0,1,0.0000,0.0005,57,0.0000,0.0175
tɬ̪,lapsyd,lapsyd-phoible,1,0,0.0002,0.0000,139,0.0072,0.0000
tɬ̪,phoible,phoible-jipa,0,1,0.0000,0.0002,111,0.0000,0.0090
tɬ̪,phoible,phoible-lapsyd,0,1,0.0000,0.0002,139,0.0000,0.0072
tɬ̪ʰ,lapsyd,lapsyd-jipa,0,1,0.0000,0.0005,57,0.0000,0.0175
tɬ̪ʰ,lapsyd,lapsyd-phoible,1,0,0.0002,0.0000,139,0.0072,0.0000
tɬ̪ʰ,phoible,phoible-jipa,0,1,0.0000,0.0002,111,0.0000,0.0090
tɬ̪ʰ,phoible,phoible-lapsyd,0,1,0.0000,0.0002,139,0.0000,0.0072
tɬ̪ʼ,lapsyd,lapsyd-jipa,0,1,0.0000,0.0005,57,0.0000,0.0175
tɬ̪ʼ,lapsyd,lapsyd-phoible,1,0,0.0002,0.0000,139,0.0072,0.0000
tɬ̪ʼ,phoible,phoible-jipa,0,1,0.0000,0.0002,111,0.0000,0.0090
tɬ̪ʼ,phoible,phoible-lapsyd,0,1,0.0000,0.0002,139,0.0000,0.0072
tɬ̰,lapsyd,lapsyd-upsid,1,0,0.0001,0.0000,303,0.0033,0.0000
tʃ,aa,aa-jipa,0,3,0.0000,0.0137,6,0.0000,0.5000
tʃ,aa,aa-lapsyd,0,15,0.0000,0.0165,27,0.0000,0.5556
tʃ,aa,aa-phoible,0,23,0.0000,0.0140,47,0.0000,0.4894
tʃ,aa,aa-upsid,0,16,0.0000,0.0134,34,0.0000,0.4706
tʃ,ea,ea-jipa,0,30,0.0000,0.0123,57,0.0000,0.5263
tʃ,ea,ea-lapsyd,0,51,0.0000,0.0132,95,0.0000,0.5368
tʃ,ea,ea-phoible,0,63,0.0000,0.0132,121,0.0000,0.5207
tʃ,ea,ea-ra,0,7,0.0000,0.0052,32,0.0000,0.2188
tʃ,ea,ea-upsid,0,35,0.0000,0.0106,82,0.0000,0.4268
tʃ,jipa,jipa-aa,6,0,0.0245,0.0000,6,1.0000,0.0000
tʃ,jipa,jipa-ea,33,0,0.0128,0.0000,57,0.5789,0.0000
tʃ,jipa,jipa-lapsyd,34,0,0.0148,0.0000,57,0.5965,0.0000
tʃ,jipa,jipa-phoible,66,0,0.0141,0.0000,111,0.5946,0.0000
tʃ,jipa,jipa-ra,2,0,0.0055,0.0000,6,0.3333,0.0000
tʃ,jipa,jipa-saphon,6,0,0.0380,0.0000,6,1.0000,0.0000
tʃ,jipa,jipa-upsid,20,0,0.0115,0.0000,38,0.5263,0.0000
tʃ,lapsyd,lapsyd-aa,14,0,0.0146,0.0000,27,0.5185,0.0000
tʃ,lapsyd,lapsyd-ea,64,0,0.0178,0.0000,95,0.6737,0.0000
tʃ,lapsyd,lapsyd-jipa,0,34,0.0000,0.0170,57,0.0000,0.5965
tʃ,lapsyd,lapsyd-phoible,74,0,0.0157,0.0000,139,0.5324,0.0000
tʃ,lapsyd,lapsyd-ra,16,0,0.0158,0.0000,26,0.6154,0.0000
tʃ,lapsyd,lapsyd-saphon,64,0,0.0218,0.0000,107,0.5981,0.0000
tʃ,lapsyd,lapsyd-upsid,140,0,0.0148,0.0000,303,0.4620,0.0000
tʃ,phoible,phoible-aa,20,0,0.0111,0.0000,47,0.4255,0.0000
tʃ,phoible,phoible-ea,75,0,0.0160,0.0000,121,0.6198,0.0000
tʃ,phoible,phoible-jipa,0,65,0.0000,0.0145,111,0.0000,0.5856
tʃ,phoible,phoible-lapsyd,0,70,0.0000,0.0133,139,0.0000,0.5036
tʃ,phoible,phoible-ra,5,0,0.0072,0.0000,16,0.3125,0.0000
tʃ,phoible,phoible-saphon,23,0,0.0204,0.0000,42,0.5476,0.0000
tʃ,phoible,phoible-upsid,0,28,0.0000,0.0110,61,0.0000,0.4590
tʃ,saphon,saphon-jipa,0,6,0.0000,0.0392,6,0.0000,1.0000
tʃ,saphon,saphon-lapsyd,0,62,0.0000,0.0218,107,0.0000,0.5794
tʃ,saphon,saphon-phoible,0,24,0.0000,0.0217,42,0.0000,0.5714
tʃ,saphon,saphon-upsid,0,37,0.0000,0.0221,63,0.0000,0.5873
tʃ,upsid,upsid-aa,10,0,0.0087,0.0000,34,0.2941,0.0000
tʃ,upsid,upsid-ea,51,0,0.0166,0.0000,82,0.6220,0.0000
tʃ,upsid,upsid-jipa,0,20,0.0000,0.0144,38,0.0000,0.5263
tʃ,upsid,upsid-lapsyd,0,124,0.0000,0.0141,303,0.0000,0.4092
tʃ,upsid,upsid-phoible,26,0,0.0129,0.0000,61,0.4262,0.0000
tʃ,upsid,upsid-ra,8,0,0.0137,0.0000,16,0.5000,0.0000
tʃ,upsid,upsid-saphon,44,0,0.0270,0.0000,63,0.6984,0.0000
tʃʰ,aa,aa-phoible,0,1,0.0000,0.0006,47,0.0000,0.0213
tʃʰ,ea,ea-jipa,0,5,0.0000,0.0021,57,0.0000,0.0877
tʃʰ,ea,ea-lapsyd,0,16,0.0000,0.0041,95,0.0000,0.1684
tʃʰ,ea,ea-phoible,0,15,0.0000,0.0031,121,0.0000,0.1240
tʃʰ,ea,ea-ra,0,7,0.0000,0.0052,32,0.0000,0.2188
tʃʰ,ea,ea-upsid,0,12,0.0000,0.0036,82,0.0000,0.1463
tʃʰ,jipa,jipa-ea,4,0,0.0016,0.0000,57,0.0702,0.0000
tʃʰ,jipa,jipa-lapsyd,4,0,0.0017,0.0000,57,0.0702,0.0000
tʃʰ,jipa,jipa-phoible,8,0,0.0017,0.0000,111,0.0721,0.0000
tʃʰ,jipa,jipa-ra,2,0,0.0055,0.0000,6,0.3333,0.0000
tʃʰ,jipa,jipa-saphon,1,0,0.0063,0.0000,6,0.1667,0.0000
tʃʰ,jipa,jipa-upsid,3,0,0.0017,0.0000,38,0.0789,0.0000
tʃʰ,lapsyd,lapsyd-aa,1,0,0.0010,0.0000,27,0.0370,0.0000
tʃʰ,lapsyd,lapsyd-ea,15,0,0.0042,0.0000,95,0.1579,0.0000
tʃʰ,lapsyd,lapsyd-jipa,0,7,0.0000,0.0035,57,0.0000,0.1228
tʃʰ,lapsyd,lapsyd-phoible,12,0,0.0025,0.0000,139,0.0863,0.0000
tʃʰ,lapsyd,lapsyd-ra,9,0,0.0089,0.0000,26,0.3462,0.0000
tʃʰ,lapsyd,lapsyd-saphon,7,0,0.0024,0.0000,107,0.0654,0.0000
tʃʰ,lapsyd,lapsyd-upsid,29,0,0.0031,0.0000,303,0.0957,0.0000
tʃʰ,phoible,phoible-aa,1,0,0.0006,0.0000,47,0.0213,0.0000
tʃʰ,phoible,phoible-ea,6,0,0.0013,0.0000,121,0.0496,0.0000
tʃʰ,phoible,phoible-jipa,0,8,0.0000,0.0018,111,0.0000,0.0721
tʃʰ,phoible,phoible-lapsyd,0,7,0.0000,0.0013,139,0.0000,0.0504
tʃʰ,phoible,phoible-ra,5,0,0.0072,0.0000,16,0.3125,0.0000
tʃʰ,phoible,phoible-saphon,4,0,0.0035,0.0000,42,0.0952,0.0000
tʃʰ,phoible,phoible-upsid,0,3,0.0000,0.0012,61,0.0000,0.0492
tʃʰ,saphon,saphon-lapsyd,0,7,0.0000,0.0025,107,0.0000,0.0654
tʃʰ,saphon,saphon-phoible,0,3,0.0000,0.0027,42,0.0000,0.0714
tʃʰ,saphon,saphon-upsid,0,3,0.0000,0.0018,63,0.0000,0.0476
tʃʰ,upsid,upsid-aa,2,0,0.0017,0.0000,34,0.0588,0.0000
tʃʰ,upsid,upsid-ea,19,0,0.0062,0.0000,82,0.2317,0.0000
tʃʰ,upsid,upsid-jipa,0,7,0.0000,0.0050,38,0.0000,0.1842
tʃʰ,upsid,upsid-lapsyd,0,33,0.0000,0.0038,303,0.0000,0.1089
tʃʰ,upsid,upsid-phoible,8,0,0.0040,0.0000,61,0.1311,0.0000
tʃʰ,upsid,upsid-ra,6,0,0.0103,0.0000,16,0.3750,0.0000
tʃʰ,upsid,upsid-saphon,5,0,0.0031,0.0000,63,0.0794,0.0000
tʃʰː,jipa,jipa-ea,1,0,0.0004,0.0000,57,0.0175,0.0000
tʃʰː,jipa,jipa-lapsyd,1,0,0.0004,0.0000,57,0.0175,0.0000
tʃʰː,jipa,jipa-phoible,1,0,0.0002,0.0000,111,0.0090,0.0000
tʃʰː,jipa,jipa-ra,1,0,0.0028,0.0000,6,0.1667,0.0000
tʃʰː,jipa,jipa-upsid,1,0,0.0006,0.0000,38,0.0263,0.0000
tʃʰː,phoible,phoible-ea,2,0,0.0004,0.0000,121,0.0165,0.0000
tʃʰː,phoible,phoible-jipa,0,2,0.0000,0.0004,111,0.0000,0.0180
tʃʰː,phoible,phoible-lapsyd,0,2,0.0000,0.0004,139,0.0000,0.0144
tʃʰː,phoible,phoible-ra,1,0,0.0014,0.0000,16,0.0625,0.0000
tʃʰː,phoible,phoible-upsid,0,2,0.0000,0.0008,61,0.0000,0.0328
tʃʲ,ea,ea-lapsyd,0,4,0.0000,0.0010,95,0.0000,0.0421
tʃʲ,ea,ea-upsid,0,4,0.0000,0.0012,82,0.0000,0.0488
tʃʲ,jipa,jipa-ea,2,0,0.0008,0.0000,57,0.0351,0.0000
tʃʲ,jipa,jipa-lapsyd,1,0,0.0004,0.0000,57,0.0175,0.0000
tʃʲ,jipa,jipa-phoible,1,0,0.0002,0.0000,111,0.0090,0.0000
tʃʲ,jipa,jipa-upsid,1,0,0.0006,0.0000,38,0.0263,0.0000
tʃʲ,lapsyd,lapsyd-ea,4,0,0.0011,0.0000,95,0.0421,0.0000
tʃʲ,lapsyd,lapsyd-upsid,1,0,0.0001,0.0000,303,0.0033,0.0000
tʃʲ,phoible,phoible-ea,1,0,0.0002,0.0000,121,0.0083,0.0000
tʃʲ,phoible,phoible-jipa,0,1,0.0000,0.0002,111,0.0000,0.0090
tʃʲ,upsid,upsid-lapsyd,0,1,0.0000,0.0001,303,0.0000,0.0033
tʃʲ,upsid,upsid-ra,1,0,0.0017,0.0000,16,0.0625,0.0000
tʃʲʰ,ea,ea-lapsyd,0,1,0.0000,0.0003,95,0.0000,0.0105
tʃʲʰ,upsid,upsid-lapsyd,0,2,0.0000,0.0002,303,0.0000,0.0066
tʃʲʰ,upsid,upsid-ra,1,0,0.0017,0.0000,16,0.0625,0.0000
tʃʲʰ,upsid,upsid-saphon,1,0,0.0006,0.0000,63,0.0159,0.0000
tʃʲʷʰ,ea,ea-lapsyd,0,2,0.0000,0.0005,95,0.0000,0.0211
tʃʲː,ea,ea-jipa,0,1,0.0000,0.0004,57,0.0000,0.0175
tʃʲː,ea,ea-phoible,0,1,0.0000,0.0002,121,0.0000,0.0083
tʃʷ,ea,ea-upsid,0,2,0.0000,0.0006,82,0.0000,0.0244
tʃʷ,phoible,phoible-lapsyd,0,1,0.0000,0.0002,139,0.0000,0.0072
tʃʷ,upsid,upsid-aa,1,0,0.0009,0.0000,34,0.0294,0.0000
tʃʷʰ,ea,ea-upsid,0,2,0.0000,0.0006,82,0.0000,0.0244
tʃʷʰ,lapsyd,lapsyd-upsid,1,0,0.0001,0.0000,303,0.0033,0.0000
tʃʷʰ,upsid,upsid-ea,1,0,0.0003,0.0000,82,0.0122,0.0000
tʃʷʰ,upsid,upsid-lapsyd,0,1,0.0000,0.0001,303,0.0000,0.0033
tʃʷː,ea,ea-upsid,0,1,0.0000,0.0003,82,0.0000,0.0122
tʃʷː,upsid,upsid-ea,1,0,0.0003,0.0000,82,0.0122,0.0000
tʃʼ,ea,ea-jipa,0,1,0.0000,0.0004,57,0.0000,0.0175
tʃʼ,ea,ea-lapsyd,0,8,0.0000,0.0021,95,0.0000,0.0842
tʃʼ,ea,ea-phoible,0,16,0.0000,0.0033,121,0.0000,0.1322
tʃʼ,ea,ea-upsid,0,6,0.0000,0.0018,82,0.0000,0.0732
tʃʼ,jipa,jipa-aa,2,0,0.0082,0.0000,6,0.3333,0.0000
tʃʼ,jipa,jipa-ea,1,0,0.0004,0.0000,57,0.0175,0.0000
tʃʼ,jipa,jipa-lapsyd,4,0,0.0017,0.0000,57,0.0702,0.0000
tʃʼ,jipa,jipa-phoible,6,0,0.0013,0.0000,111,0.0541,0.0000
tʃʼ,jipa,jipa-saphon,1,0,0.0063,0.0000,6,0.1667,0.0000
tʃʼ,jipa,jipa-upsid,4,0,0.0023,0.0000,38,0.1053,0.0000
tʃʼ,lapsyd,lapsyd-ea,8,0,0.0022,0.0000,95,0.0842,0.0000
tʃʼ,lapsyd,lapsyd-jipa,0,3,0.0000,0.0015,57,0.0000,0.0526
tʃʼ,lapsyd,lapsyd-phoible,17,0,0.0036,0.0000,139,0.1223,0.0000
tʃʼ,lapsyd,lapsyd-saphon,5,0,0.0017,0.0000,107,0.0467,0.0000
tʃʼ,lapsyd,lapsyd-upsid,27,0,0.0029,0.0000,303,0.0891,0.0000
tʃʼ,phoible,phoible-aa,2,0,0.0011,0.0000,47,0.0426,0.0000
tʃʼ,phoible,phoible-ea,20,0,0.0043,0.0000,121,0.1653,0.0000
tʃʼ,phoible,phoible-jipa,0,5,0.0000,0.0011,111,0.0000,0.0450
tʃʼ,phoible,phoible-lapsyd,0,15,0.0000,0.0028,139,0.0000,0.1079
tʃʼ,phoible,phoible-upsid,0,6,0.0000,0.0024,61,0.0000,0.0984
tʃʼ,saphon,saphon-jipa,0,1,0.0000,0.0065,6,0.0000,0.1667
tʃʼ,saphon,saphon-lapsyd,0,5,0.0000,0.0018,107,0.0000,0.0467
tʃʼ,saphon,saphon-upsid,0,3,0.0000,0.0018,63,0.0000,0.0476
tʃʼ,upsid,upsid-ea,4,0,0.0013,0.0000,82,0.0488,0.0000
tʃʼ,upsid,upsid-jipa,0,3,0.0000,0.0022,38,0.0000,0.0789
tʃʼ,upsid,upsid-lapsyd,0,26,0.0000,0.0030,303,0.0000,0.0858
tʃʼ,upsid,upsid-phoible,5,0,0.0025,0.0000,61,0.0820,0.0000
tʃʼ,upsid,upsid-saphon,5,0,0.0031,0.0000,63,0.0794,0.0000
tʃʼʲʷ,ea,ea-lapsyd,0,2,0.0000,0.0005,95,0.0000,0.0211
tʃʼʷ,ea,ea-upsid,0,2,0.0000,0.0006,82,0.0000,0.0244
tʃʼʷ,upsid,upsid-ea,1,0,0.0003,0.0000,82,0.0122,0.0000
tʃʼː,jipa,jipa-lapsyd,1,0,0.0004,0.0000,57,0.0175,0.0000
tʃʼː,jipa,jipa-phoible,1,0,0.0002,0.0000,111,0.0090,0.0000
tʃʼː,jipa,jipa-upsid,1,0,0.0006,0.0000,38,0.0263,0.0000
tʃʼː,phoible,phoible-jipa,0,1,0.0000,0.0002,111,0.0000,0.0090
tʃʼː,phoible,phoible-lapsyd,0,3,0.0000,0.0006,139,0.0000,0.0216
tʃʼː,phoible,phoible-upsid,0,1,0.0000,0.0004,61,0.0000,0.0164
tʃʼː,upsid,upsid-ea,1,0,0.0003,0.0000,82,0.0122,0.0000
tʃʼˤ,ea,ea-lapsyd,0,1,0.0000,0.0003,95,0.0000,0.0105
tʃʼˤ,ea,ea-phoible,0,1,0.0000,0.0002,121,0.0000,0.0083
tʃʼˤ,lapsyd,lapsyd-ea,1,0,0.0003,0.0000,95,0.0105,0.0000
tʃˀ,upsid,upsid-ea,1,0,0.0003,0.0000,82,0.0122,0.0000
tʃˀ,upsid,upsid-jipa,0,1,0.0000,0.0007,38,0.0000,0.0263
tʃˀ,upsid,upsid-lapsyd,0,1,0.0000,0.0001,303,0.0000,0.0033
tʃˀ,upsid,upsid-phoible,1,0,0.0005,0.0000,61,0.0164,0.0000
tʃː,aa,aa-phoible,0,1,0.0000,0.0006,47,0.0000,0.0213
tʃː,ea,ea-phoible,0,1,0.0000,0.0002,121,0.0000,0.0083
tʃː,ea,ea-upsid,0,1,0.0000,0.0003,82,0.0000,0.0122
tʃː,jipa,jipa-ea,2,0,0.0008,0.0000,57,0.0351,0.0000
tʃː,jipa,jipa-lapsyd,5,0,0.0022,0.0000,57,0.0877,0.0000
tʃː,jipa,jipa-phoible,7,0,0.0015,0.0000,111,0.0631,0.0000
tʃː,jipa,jipa-ra,1,0,0.0028,0.0000,6,0.1667,0.0000
tʃː,jipa,jipa-upsid,5,0,0.0029,0.0000,38,0.1316,0.0000
tʃː,lapsyd,lapsyd-phoible,1,0,0.0002,0.0000,139,0.0072,0.0000
tʃː,phoible,phoible-aa,1,0,0.0006,0.0000,47,0.0213,0.0000
tʃː,phoible,phoible-ea,2,0,0.0004,0.0000,121,0.0165,0.0000
tʃː,phoible,phoible-jipa,0,3,0.0000,0.0007,111,0.0000,0.0270
tʃː,phoible,phoible-lapsyd,0,6,0.0000,0.0011,139,0.0000,0.0432
tʃː,phoible,phoible-ra,1,0,0.0014,0.0000,16,0.0625,0.0000
tʃː,phoible,phoible-upsid,0,2,0.0000,0.0008,61,0.0000,0.0328
tʃː,upsid,upsid-ea,2,0,0.0007,0.0000,82,0.0244,0.0000
tʃˤ,ea,ea-upsid,0,1,0.0000,0.0003,82,0.0000,0.0122
tʃˤʰ,ea,ea-lapsyd,0,1,0.0000,0.0003,95,0.0000,0.0105
tʃˤʰ,ea,ea-phoible,0,1,0.0000,0.0002,121,0.0000,0.0083
tʃ̚,phoible,phoible-jipa,0,1,0.0000,0.0002,111,0.0000,0.0090
tʃ̟,phoible,phoible-ea,1,0,0.0002,0.0000,121,0.0083,0.0000
tʃ̟,phoible,phoible-jipa,0,1,0.0000,0.0002,111,0.0000,0.0090
tʃ̟,phoible,phoible-lapsyd,0,1,0.0000,0.0002,139,0.0000,0.0072
tʃ̟,phoible,phoible-upsid,0,1,0.0000,0.0004,61,0.0000,0.0164
tʃ̰,lapsyd,lapsyd-ea,1,0,0.0003,0.0000,95,0.0105,0.0000
tʃ̰,lapsyd,lapsyd-jipa,0,1,0.0000,0.0005,57,0.0000,0.0175
tʃ̰,lapsyd,lapsyd-phoible,1,0,0.0002,0.0000,139,0.0072,0.0000
tʃ̰,lapsyd,lapsyd-upsid,1,0,0.0001,0.0000,303,0.0033,0.0000
tʃ̰,phoible,phoible-jipa,0,1,0.0000,0.0002,111,0.0000,0.0090
tʃ̰,phoible,phoible-lapsyd,0,1,0.0000,0.0002,139,0.0000,0.0072
tʃ̺,ea,ea-jipa,0,1,0.0000,0.0004,57,0.0000,0.0175
tʃ̺,ea,ea-phoible,0,1,0.0000,0.0002,121,0.0000,0.0083
tʰ,aa,aa-phoible,0,1,0.0000,0.0006,47,0.0000,0.0213
tʰ,ea,ea-jipa,0,14,0.0000,0.0058,57,0.0000,0.2456
tʰ,ea,ea-lapsyd,0,22,0.0000,0.0057,95,0.0000,0.2316
tʰ,ea,ea-phoible,0,23,0.0000,0.0048,121,0.0000,0.1901
tʰ,ea,ea-ra,0,6,0.0000,0.0045,32,0.0000,0.1875
tʰ,ea,ea-upsid,0,19,0.0000,0.0058,82,0.0000,0.2317
tʰ,jipa,jipa-ea,15,0,0.0058,0.0000,57,0.2632,0.0000
tʰ,jipa,jipa-lapsyd,11,0,0.0048,0.0000,57,0.1930,0.0000
tʰ,jipa,jipa-phoible,19,0,0.0040,0.0000,111,0.1712,0.0000
tʰ,jipa,jipa-ra,5,0,0.0138,0.0000,6,0.8333,0.0000
tʰ,jipa,jipa-saphon,1,0,0.0063,0.0000,6,0.1667,0.0000
tʰ,jipa,jipa-upsid,10,0,0.0058,0.0000,38,0.2632,0.0000
tʰ,lapsyd,lapsyd-aa,1,0,0.0010,0.0000,27,0.0370,0.0000
tʰ,lapsyd,lapsyd-ea,9,0,0.0025,0.0000,95,0.0947,0.0000
tʰ,lapsyd,lapsyd-jipa,0,3,0.0000,0.0015,57,0.0000,0.0526
tʰ,lapsyd,lapsyd-phoible,8,0,0.0017,0.0000,139,0.0576,0.0000
tʰ,lapsyd,lapsyd-ra,4,0,0.0039,0.0000,26,0.1538,0.0000
tʰ,lapsyd,lapsyd-saphon,16,0,0.0054,0.0000,107,0.1495,0.0000
tʰ,lapsyd,lapsyd-upsid,39,0,0.0041,0.0000,303,0.1287,0.0000
tʰ,phoible,phoible-aa,3,0,0.0017,0.0000,47,0.0638,0.0000
tʰ,phoible,phoible-ea,27,0,0.0058,0.0000,121,0.2231,0.0000
tʰ,phoible,phoible-jipa,0,28,0.0000,0.0062,111,0.0000,0.2523
tʰ,phoible,phoible-lapsyd,0,23,0.0000,0.0044,139,0.0000,0.1655
tʰ,phoible,phoible-ra,6,0,0.0086,0.0000,16,0.3750,0.0000
tʰ,phoible,phoible-saphon,6,0,0.0053,0.0000,42,0.1429,0.0000
tʰ,phoible,phoible-upsid,0,12,0.0000,0.0047,61,0.0000,0.1967
tʰ,ra,ra-ea,4,0,0.0028,0.0000,32,0.1250,0.0000
tʰ,ra,ra-lapsyd,0,4,0.0000,0.0036,26,0.0000,0.1538
tʰ,ra,ra-phoible,0,3,0.0000,0.0042,16,0.0000,0.1875
tʰ,ra,ra-upsid,0,5,0.0000,0.0070,16,0.0000,0.3125
tʰ,saphon,saphon-jipa,0,1,0.0000,0.0065,6,0.0000,0.1667
tʰ,saphon,saphon-lapsyd,0,17,0.0000,0.0060,107,0.0000,0.1589
tʰ,saphon,saphon-phoible,0,4,0.0000,0.0036,42,0.0000,0.0952
tʰ,saphon,saphon-upsid,0,8,0.0000,0.0048,63,0.0000,0.1270
tʰ,upsid,upsid-aa,3,0,0.0026,0.0000,34,0.0882,0.0000
tʰ,upsid,upsid-ea,14,0,0.0046,0.0000,82,0.1707,0.0000
tʰ,upsid,upsid-jipa,0,6,0.0000,0.0043,38,0.0000,0.1579
tʰ,upsid,upsid-lapsyd,0,47,0.0000,0.0053,303,0.0000,0.1551
tʰ,upsid,upsid-phoible,8,0,0.0040,0.0000,61,0.1311,0.0000
tʰ,upsid,upsid-ra,2,0,0.0034,0.0000,16,0.1250,0.0000
tʰ,upsid,upsid-saphon,8,0,0.0049,0.0000,63,0.1270,0.0000
tʰː,jipa,jipa-ea,2,0,0.0008,0.0000,57,0.0351,0.0000
tʰː,jipa,jipa-lapsyd,2,0,0.0009,0.0000,57,0.0351,0.0000
tʰː,jipa,jipa-phoible,2,0,0.0004,0.0000,111,0.0180,0.0000
tʰː,jipa,jipa-ra,2,0,0.0055,0.0000,6,0.3333,0.0000
tʰː,jipa,jipa-upsid,2,0,0.0012,0.0000,38,0.0526,0.0000
tʰː,phoible,phoible-ea,1,0,0.0002,0.0000,121,0.0083,0.0000
tʰː,phoible,phoible-jipa,0,1,0.0000,0.0002,111,0.0000,0.0090
tʰː,phoible,phoible-lapsyd,0,1,0.0000,0.0002,139,0.0000,0.0072
tʰː,phoible,phoible-ra,1,0,0.0014,0.0000,16,0.0625,0.0000
