Phoneme	Dataset	Dataset_Occurrences	Dataset_Inventory_Ratio	Dataset_Ratio	Global_Occurrences	Global_Inventory_Ratio	Global_Ratio
æ̰	phoible	0	0.0	0.0	3	0.0009	0.0
æ̰	ra	0	0.0	0.0	3	0.0009	0.0
æ̰	saphon	0	0.0	0.0	3	0.0009	0.0
æ̰	upsid	0	0.0	0.0	3	0.0009	0.0
ð	aa	4	0.0206	0.0006	179	0.0514	0.0015
ð	ea	24	0.0663	0.0016	179	0.0514	0.0015
ð	er	28	0.0716	0.003	179	0.0514	0.0015
ð	jipa	11	0.0748	0.0018	179	0.0514	0.0015
ð	lapsyd	25	0.0428	0.0014	179	0.0514	0.0015
ð	phoible	57	0.0634	0.0017	179	0.0514	0.0015
ð	ra	4	0.0408	0.001	179	0.0514	0.0015
ð	saphon	4	0.0113	0.0004	179	0.0514	0.0015
ð	upsid	22	0.0489	0.0016	179	0.0514	0.0015
ðʲ	aa	0	0.0	0.0	4	0.0011	0.0
ðʲ	ea	2	0.0055	0.0001	4	0.0011	0.0
ðʲ	er	0	0.0	0.0	4	0.0011	0.0
ðʲ	jipa	0	0.0	0.0	4	0.0011	0.0
ðʲ	lapsyd	0	0.0	0.0	4	0.0011	0.0
ðʲ	phoible	1	0.0011	0.0	4	0.0011	0.0
ðʲ	ra	0	0.0	0.0	4	0.0011	0.0
ðʲ	saphon	0	0.0	0.0	4	0.0011	0.0
ðʲ	upsid	1	0.0022	0.0001	4	0.0011	0.0
ðʼ	aa	0	0.0	0.0	1	0.0003	0.0
ðʼ	ea	1	0.0028	0.0001	1	0.0003	0.0
ðʼ	er	0	0.0	0.0	1	0.0003	0.0
ðʼ	jipa	0	0.0	0.0	1	0.0003	0.0
ðʼ	lapsyd	0	0.0	0.0	1	0.0003	0.0
ðʼ	phoible	0	0.0	0.0	1	0.0003	0.0
ðʼ	ra	0	0.0	0.0	1	0.0003	0.0
ðʼ	saphon	0	0.0	0.0	1	0.0003	0.0
ðʼ	upsid	0	0.0	0.0	1	0.0003	0.0
ðː	aa	0	0.0	0.0	4	0.0011	0.0
ðː	ea	1	0.0028	0.0001	4	0.0011	0.0
ðː	er	0	0.0	0.0	4	0.0011	0.0
ðː	jipa	0	0.0	0.0	4	0.0011	0.0
ðː	lapsyd	0	0.0	0.0	4	0.0011	0.0
ðː	phoible	3	0.0033	0.0001	4	0.0011	0.0
ðː	ra	0	0.0	0.0	4	0.0011	0.0
ðː	saphon	0	0.0	0.0	4	0.0011	0.0
ðː	upsid	0	0.0	0.0	4	0.0011	0.0
ðˠ	aa	0	0.0	0.0	1	0.0003	0.0
ðˠ	ea	0	0.0	0.0	1	0.0003	0.0
ðˠ	er	0	0.0	0.0	1	0.0003	0.0
ðˠ	jipa	0	0.0	0.0	1	0.0003	0.0
ðˠ	lapsyd	0	0.0	0.0	1	0.0003	0.0
ðˠ	phoible	1	0.0011	0.0	1	0.0003	0.0
ðˠ	ra	0	0.0	0.0	1	0.0003	0.0
ðˠ	saphon	0	0.0	0.0	1	0.0003	0.0
ðˠ	upsid	0	0.0	0.0	1	0.0003	0.0
ðˤ	aa	0	0.0	0.0	3	0.0009	0.0
ðˤ	ea	1	0.0028	0.0001	3	0.0009	0.0
ðˤ	er	0	0.0	0.0	3	0.0009	0.0
ðˤ	jipa	2	0.0136	0.0003	3	0.0009	0.0
ðˤ	lapsyd	0	0.0	0.0	3	0.0009	0.0
ðˤ	phoible	0	0.0	0.0	3	0.0009	0.0
ðˤ	ra	0	0.0	0.0	3	0.0009	0.0
ðˤ	saphon	0	0.0	0.0	3	0.0009	0.0
ðˤ	upsid	0	0.0	0.0	3	0.0009	0.0
ð̙ˤ	aa	0	0.0	0.0	1	0.0003	0.0
ð̙ˤ	ea	0	0.0	0.0	1	0.0003	0.0
ð̙ˤ	er	0	0.0	0.0	1	0.0003	0.0
ð̙ˤ	jipa	0	0.0	0.0	1	0.0003	0.0
ð̙ˤ	lapsyd	0	0.0	0.0	1	0.0003	0.0
ð̙ˤ	phoible	1	0.0011	0.0	1	0.0003	0.0
ð̙ˤ	ra	0	0.0	0.0	1	0.0003	0.0
ð̙ˤ	saphon	0	0.0	0.0	1	0.0003	0.0
ð̙ˤ	upsid	0	0.0	0.0	1	0.0003	0.0
ð̠	aa	0	0.0	0.0	5	0.0014	0.0
ð̠	ea	0	0.0	0.0	5	0.0014	0.0
ð̠	er	0	0.0	0.0	5	0.0014	0.0
ð̠	jipa	0	0.0	0.0	5	0.0014	0.0
ð̠	lapsyd	2	0.0034	0.0001	5	0.0014	0.0
ð̠	phoible	0	0.0	0.0	5	0.0014	0.0
ð̠	ra	0	0.0	0.0	5	0.0014	0.0
ð̠	saphon	0	0.0	0.0	5	0.0014	0.0
ð̠	upsid	3	0.0067	0.0002	5	0.0014	0.0
ð̠ˠ	aa	0	0.0	0.0	1	0.0003	0.0
ð̠ˠ	ea	1	0.0028	0.0001	1	0.0003	0.0
ð̠ˠ	er	0	0.0	0.0	1	0.0003	0.0
ð̠ˠ	jipa	0	0.0	0.0	1	0.0003	0.0
ð̠ˠ	lapsyd	0	0.0	0.0	1	0.0003	0.0
ð̠ˠ	phoible	0	0.0	0.0	1	0.0003	0.0
ð̠ˠ	ra	0	0.0	0.0	1	0.0003	0.0
ð̠ˠ	saphon	0	0.0	0.0	1	0.0003	0.0
ð̠ˠ	upsid	0	0.0	0.0	1	0.0003	0.0
ð̺	aa	0	0.0	0.0	6	0.0017	0.0001
ð̺	ea	6	0.0166	0.0004	6	0.0017	0.0001
ð̺	er	0	0.0	0.0	6	0.0017	0.0001
ð̺	jipa	0	0.0	0.0	6	0.0017	0.0001
ð̺	lapsyd	0	0.0	0.0	6	0.0017	0.0001
ð̺	phoible	0	0.0	0.0	6	0.0017	0.0001
ð̺	ra	0	0.0	0.0	6	0.0017	0.0001
ð̺	saphon	0	0.0	0.0	6	0.0017	0.0001
ð̺	upsid	0	0.0	0.0	6	0.0017	0.0001
ð̼	aa	0	0.0	0.0	1	0.0003	0.0
ð̼	ea	0	0.0	0.0	1	0.0003	0.0
ð̼	er	0	0.0	0.0	1	0.0003	0.0
ð̼	jipa	0	0.0	0.0	1	0.0003	0.0
ð̼	lapsyd	0	0.0	0.0	1	0.0003	0.0
ð̼	phoible	1	0.0011	0.0	1	0.0003	0.0
ð̼	ra	0	0.0	0.0	1	0.0003	0.0
ð̼	saphon	0	0.0	0.0	1	0.0003	0.0
ð̼	upsid	0	0.0	0.0	1	0.0003	0.0
ø	aa	1	0.0052	0.0001	115	0.033	0.001
ø	ea	25	0.0691	0.0016	115	0.033	0.001
ø	er	8	0.0205	0.0009	115	0.033	0.001
ø	jipa	12	0.0816	0.002	115	0.033	0.001
ø	lapsyd	24	0.0411	0.0013	115	0.033	0.001
ø	phoible	28	0.0311	0.0008	115	0.033	0.001
ø	ra	3	0.0306	0.0007	115	0.033	0.001
ø	saphon	2	0.0056	0.0002	115	0.033	0.001
ø	upsid	12	0.0267	0.0009	115	0.033	0.001
øe	aa	0	0.0	0.0	1	0.0003	0.0
øe	ea	0	0.0	0.0	1	0.0003	0.0
øe	er	0	0.0	0.0	1	0.0003	0.0
øe	jipa	1	0.0068	0.0002	1	0.0003	0.0
øe	lapsyd	0	0.0	0.0	1	0.0003	0.0
øe	phoible	0	0.0	0.0	1	0.0003	0.0
øe	ra	0	0.0	0.0	1	0.0003	0.0
øe	saphon	0	0.0	0.0	1	0.0003	0.0
øe	upsid	0	0.0	0.0	1	0.0003	0.0
øi	aa	0	0.0	0.0	2	0.0006	0.0
øi	ea	0	0.0	0.0	2	0.0006	0.0
øi	er	0	0.0	0.0	2	0.0006	0.0
øi	jipa	1	0.0068	0.0002	2	0.0006	0.0
øi	lapsyd	1	0.0017	0.0001	2	0.0006	0.0
øi	phoible	0	0.0	0.0	2	0.0006	0.0
øi	ra	0	0.0	0.0	2	0.0006	0.0
øi	saphon	0	0.0	0.0	2	0.0006	0.0
øi	upsid	0	0.0	0.0	2	0.0006	0.0
øu	aa	0	0.0	0.0	2	0.0006	0.0
øu	ea	2	0.0055	0.0001	2	0.0006	0.0
øu	er	0	0.0	0.0	2	0.0006	0.0
øu	jipa	0	0.0	0.0	2	0.0006	0.0
øu	lapsyd	0	0.0	0.0	2	0.0006	0.0
øu	phoible	0	0.0	0.0	2	0.0006	0.0
øu	ra	0	0.0	0.0	2	0.0006	0.0
øu	saphon	0	0.0	0.0	2	0.0006	0.0
øu	upsid	0	0.0	0.0	2	0.0006	0.0
øu̯	aa	0	0.0	0.0	1	0.0003	0.0
øu̯	ea	0	0.0	0.0	1	0.0003	0.0
øu̯	er	0	0.0	0.0	1	0.0003	0.0
øu̯	jipa	0	0.0	0.0	1	0.0003	0.0
øu̯	lapsyd	0	0.0	0.0	1	0.0003	0.0
øu̯	phoible	1	0.0011	0.0	1	0.0003	0.0
øu̯	ra	0	0.0	0.0	1	0.0003	0.0
øu̯	saphon	0	0.0	0.0	1	0.0003	0.0
øu̯	upsid	0	0.0	0.0	1	0.0003	0.0
øy	aa	0	0.0	0.0	6	0.0017	0.0001
øy	ea	0	0.0	0.0	6	0.0017	0.0001
øy	er	0	0.0	0.0	6	0.0017	0.0001
øy	jipa	2	0.0136	0.0003	6	0.0017	0.0001
øy	lapsyd	2	0.0034	0.0001	6	0.0017	0.0001
øy	phoible	1	0.0011	0.0	6	0.0017	0.0001
øy	ra	0	0.0	0.0	6	0.0017	0.0001
øy	saphon	0	0.0	0.0	6	0.0017	0.0001
øy	upsid	1	0.0022	0.0001	6	0.0017	0.0001
øy̯	aa	0	0.0	0.0	1	0.0003	0.0
øy̯	ea	1	0.0028	0.0001	1	0.0003	0.0
øy̯	er	0	0.0	0.0	1	0.0003	0.0
øy̯	jipa	0	0.0	0.0	1	0.0003	0.0
øy̯	lapsyd	0	0.0	0.0	1	0.0003	0.0
øy̯	phoible	0	0.0	0.0	1	0.0003	0.0
øy̯	ra	0	0.0	0.0	1	0.0003	0.0
øy̯	saphon	0	0.0	0.0	1	0.0003	0.0
øy̯	upsid	0	0.0	0.0	1	0.0003	0.0
øɑ	aa	0	0.0	0.0	1	0.0003	0.0
øɑ	ea	0	0.0	0.0	1	0.0003	0.0
øɑ	er	0	0.0	0.0	1	0.0003	0.0
øɑ	jipa	1	0.0068	0.0002	1	0.0003	0.0
øɑ	lapsyd	0	0.0	0.0	1	0.0003	0.0
øɑ	phoible	0	0.0	0.0	1	0.0003	0.0
øɑ	ra	0	0.0	0.0	1	0.0003	0.0
øɑ	saphon	0	0.0	0.0	1	0.0003	0.0
øɑ	upsid	0	0.0	0.0	1	0.0003	0.0
øɘ	aa	0	0.0	0.0	1	0.0003	0.0
øɘ	ea	0	0.0	0.0	1	0.0003	0.0
øɘ	er	0	0.0	0.0	1	0.0003	0.0
øɘ	jipa	0	0.0	0.0	1	0.0003	0.0
øɘ	lapsyd	0	0.0	0.0	1	0.0003	0.0
øɘ	phoible	1	0.0011	0.0	1	0.0003	0.0
øɘ	ra	0	0.0	0.0	1	0.0003	0.0
øɘ	saphon	0	0.0	0.0	1	0.0003	0.0
øɘ	upsid	0	0.0	0.0	1	0.0003	0.0
øə	aa	0	0.0	0.0	1	0.0003	0.0
øə	ea	1	0.0028	0.0001	1	0.0003	0.0
øə	er	0	0.0	0.0	1	0.0003	0.0
øə	jipa	0	0.0	0.0	1	0.0003	0.0
øə	lapsyd	0	0.0	0.0	1	0.0003	0.0
øə	phoible	0	0.0	0.0	1	0.0003	0.0
øə	ra	0	0.0	0.0	1	0.0003	0.0
øə	saphon	0	0.0	0.0	1	0.0003	0.0
øə	upsid	0	0.0	0.0	1	0.0003	0.0
øɪ	aa	0	0.0	0.0	1	0.0003	0.0
øɪ	ea	0	0.0	0.0	1	0.0003	0.0
øɪ	er	0	0.0	0.0	1	0.0003	0.0
øɪ	jipa	0	0.0	0.0	1	0.0003	0.0
øɪ	lapsyd	0	0.0	0.0	1	0.0003	0.0
øɪ	phoible	1	0.0011	0.0	1	0.0003	0.0
øɪ	ra	0	0.0	0.0	1	0.0003	0.0
øɪ	saphon	0	0.0	0.0	1	0.0003	0.0
øɪ	upsid	0	0.0	0.0	1	0.0003	0.0
øɪ̯	aa	0	0.0	0.0	1	0.0003	0.0
øɪ̯	ea	1	0.0028	0.0001	1	0.0003	0.0
øɪ̯	er	0	0.0	0.0	1	0.0003	0.0
øɪ̯	jipa	0	0.0	0.0	1	0.0003	0.0
øɪ̯	lapsyd	0	0.0	0.0	1	0.0003	0.0
øɪ̯	phoible	0	0.0	0.0	1	0.0003	0.0
øɪ̯	ra	0	0.0	0.0	1	0.0003	0.0
øɪ̯	saphon	0	0.0	0.0	1	0.0003	0.0
øɪ̯	upsid	0	0.0	0.0	1	0.0003	0.0
øʌ̯	aa	0	0.0	0.0	1	0.0003	0.0
øʌ̯	ea	0	0.0	0.0	1	0.0003	0.0
øʌ̯	er	0	0.0	0.0	1	0.0003	0.0
øʌ̯	jipa	0	0.0	0.0	1	0.0003	0.0
øʌ̯	lapsyd	0	0.0	0.0	1	0.0003	0.0
øʌ̯	phoible	1	0.0011	0.0	1	0.0003	0.0
øʌ̯	ra	0	0.0	0.0	1	0.0003	0.0
øʌ̯	saphon	0	0.0	0.0	1	0.0003	0.0
øʌ̯	upsid	0	0.0	0.0	1	0.0003	0.0
øː	aa	1	0.0052	0.0001	66	0.019	0.0006
øː	ea	24	0.0663	0.0016	66	0.019	0.0006
øː	er	1	0.0026	0.0001	66	0.019	0.0006
øː	jipa	10	0.068	0.0016	66	0.019	0.0006
øː	lapsyd	12	0.0205	0.0007	66	0.019	0.0006
øː	phoible	15	0.0167	0.0004	66	0.019	0.0006
øː	ra	1	0.0102	0.0002	66	0.019	0.0006
øː	saphon	0	0.0	0.0	66	0.019	0.0006
øː	upsid	2	0.0044	0.0001	66	0.019	0.0006
øːy̯	aa	0	0.0	0.0	1	0.0003	0.0
øːy̯	ea	1	0.0028	0.0001	1	0.0003	0.0
øːy̯	er	0	0.0	0.0	1	0.0003	0.0
øːy̯	jipa	0	0.0	0.0	1	0.0003	0.0
øːy̯	lapsyd	0	0.0	0.0	1	0.0003	0.0
øːy̯	phoible	0	0.0	0.0	1	0.0003	0.0
øːy̯	ra	0	0.0	0.0	1	0.0003	0.0
øːy̯	saphon	0	0.0	0.0	1	0.0003	0.0
øːy̯	upsid	0	0.0	0.0	1	0.0003	0.0
øːː	aa	0	0.0	0.0	1	0.0003	0.0
øːː	ea	0	0.0	0.0	1	0.0003	0.0
øːː	er	0	0.0	0.0	1	0.0003	0.0
øːː	jipa	1	0.0068	0.0002	1	0.0003	0.0
øːː	lapsyd	0	0.0	0.0	1	0.0003	0.0
øːː	phoible	0	0.0	0.0	1	0.0003	0.0
øːː	ra	0	0.0	0.0	1	0.0003	0.0
øːː	saphon	0	0.0	0.0	1	0.0003	0.0
øːː	upsid	0	0.0	0.0	1	0.0003	0.0
øˑ	aa	0	0.0	0.0	2	0.0006	0.0
øˑ	ea	1	0.0028	0.0001	2	0.0006	0.0
øˑ	er	0	0.0	0.0	2	0.0006	0.0
øˑ	jipa	1	0.0068	0.0002	2	0.0006	0.0
øˑ	lapsyd	0	0.0	0.0	2	0.0006	0.0
øˑ	phoible	0	0.0	0.0	2	0.0006	0.0
øˑ	ra	0	0.0	0.0	2	0.0006	0.0
øˑ	saphon	0	0.0	0.0	2	0.0006	0.0
øˑ	upsid	0	0.0	0.0	2	0.0006	0.0
ø̃	aa	0	0.0	0.0	3	0.0009	0.0
ø̃	ea	2	0.0055	0.0001	3	0.0009	0.0
ø̃	er	0	0.0	0.0	3	0.0009	0.0
ø̃	jipa	0	0.0	0.0	3	0.0009	0.0
ø̃	lapsyd	1	0.0017	0.0001	3	0.0009	0.0
ø̃	phoible	0	0.0	0.0	3	0.0009	0.0
ø̃	ra	0	0.0	0.0	3	0.0009	0.0
ø̃	saphon	0	0.0	0.0	3	0.0009	0.0
ø̃	upsid	0	0.0	0.0	3	0.0009	0.0
ø̃ː	aa	0	0.0	0.0	5	0.0014	0.0
ø̃ː	ea	4	0.011	0.0003	5	0.0014	0.0
ø̃ː	er	0	0.0	0.0	5	0.0014	0.0
ø̃ː	jipa	0	0.0	0.0	5	0.0014	0.0
ø̃ː	lapsyd	1	0.0017	0.0001	5	0.0014	0.0
ø̃ː	phoible	0	0.0	0.0	5	0.0014	0.0
ø̃ː	ra	0	0.0	0.0	5	0.0014	0.0
ø̃ː	saphon	0	0.0	0.0	5	0.0014	0.0
ø̃ː	upsid	0	0.0	0.0	5	0.0014	0.0
ø̆	aa	0	0.0	0.0	2	0.0006	0.0
ø̆	ea	0	0.0	0.0	2	0.0006	0.0
ø̆	er	0	0.0	0.0	2	0.0006	0.0
ø̆	jipa	0	0.0	0.0	2	0.0006	0.0
ø̆	lapsyd	1	0.0017	0.0001	2	0.0006	0.0
ø̆	phoible	0	0.0	0.0	2	0.0006	0.0
ø̆	ra	0	0.0	0.0	2	0.0006	0.0
ø̆	saphon	0	0.0	0.0	2	0.0006	0.0
ø̆	upsid	1	0.0022	0.0001	2	0.0006	0.0
ø̞	aa	0	0.0	0.0	11	0.0032	0.0001
ø̞	ea	10	0.0276	0.0006	11	0.0032	0.0001
ø̞	er	0	0.0	0.0	11	0.0032	0.0001
ø̞	jipa	0	0.0	0.0	11	0.0032	0.0001
ø̞	lapsyd	0	0.0	0.0	11	0.0032	0.0001
ø̞	phoible	0	0.0	0.0	11	0.0032	0.0001
ø̞	ra	0	0.0	0.0	11	0.0032	0.0001
ø̞	saphon	0	0.0	0.0	11	0.0032	0.0001
ø̞	upsid	1	0.0022	0.0001	11	0.0032	0.0001
ø̞ː	aa	0	0.0	0.0	3	0.0009	0.0
ø̞ː	ea	1	0.0028	0.0001	3	0.0009	0.0
ø̞ː	er	0	0.0	0.0	3	0.0009	0.0
ø̞ː	jipa	0	0.0	0.0	3	0.0009	0.0
ø̞ː	lapsyd	0	0.0	0.0	3	0.0009	0.0
ø̞ː	phoible	0	0.0	0.0	3	0.0009	0.0
ø̞ː	ra	0	0.0	0.0	3	0.0009	0.0
ø̞ː	saphon	0	0.0	0.0	3	0.0009	0.0
ø̞ː	upsid	2	0.0044	0.0001	3	0.0009	0.0
ø̞ˤ	aa	0	0.0	0.0	1	0.0003	0.0
ø̞ˤ	ea	0	0.0	0.0	1	0.0003	0.0
ø̞ˤ	er	0	0.0	0.0	1	0.0003	0.0
ø̞ˤ	jipa	0	0.0	0.0	1	0.0003	0.0
ø̞ˤ	lapsyd	0	0.0	0.0	1	0.0003	0.0
ø̞ˤ	phoible	0	0.0	0.0	1	0.0003	0.0
ø̞ˤ	ra	0	0.0	0.0	1	0.0003	0.0
ø̞ˤ	saphon	0	0.0	0.0	1	0.0003	0.0
ø̞ˤ	upsid	1	0.0022	0.0001	1	0.0003	0.0
ø̞̜	aa	0	0.0	0.0	1	0.0003	0.0
ø̞̜	ea	1	0.0028	0.0001	1	0.0003	0.0
ø̞̜	er	0	0.0	0.0	1	0.0003	0.0
ø̞̜	jipa	0	0.0	0.0	1	0.0003	0.0
ø̞̜	lapsyd	0	0.0	0.0	1	0.0003	0.0
ø̞̜	phoible	0	0.0	0.0	1	0.0003	0.0
ø̞̜	ra	0	0.0	0.0	1	0.0003	0.0
ø̞̜	saphon	0	0.0	0.0	1	0.0003	0.0
ø̞̜	upsid	0	0.0	0.0	1	0.0003	0.0
ø̞̜ː	aa	0	0.0	0.0	1	0.0003	0.0
ø̞̜ː	ea	1	0.0028	0.0001	1	0.0003	0.0
ø̞̜ː	er	0	0.0	0.0	1	0.0003	0.0
ø̞̜ː	jipa	0	0.0	0.0	1	0.0003	0.0
ø̞̜ː	lapsyd	0	0.0	0.0	1	0.0003	0.0
ø̞̜ː	phoible	0	0.0	0.0	1	0.0003	0.0
ø̞̜ː	ra	0	0.0	0.0	1	0.0003	0.0
ø̞̜ː	saphon	0	0.0	0.0	1	0.0003	0.0
ø̞̜ː	upsid	0	0.0	0.0	1	0.0003	0.0
ø̠	aa	0	0.0	0.0	1	0.0003	0.0
ø̠	ea	0	0.0	0.0	1	0.0003	0.0
ø̠	er	0	0.0	0.0	1	0.0003	0.0
ø̠	jipa	0	0.0	0.0	1	0.0003	0.0
ø̠	lapsyd	0	0.0	0.0	1	0.0003	0.0
ø̠	phoible	0	0.0	0.0	1	0.0003	0.0
ø̠	ra	0	0.0	0.0	1	0.0003	0.0
ø̠	saphon	0	0.0	0.0	1	0.0003	0.0
ø̠	upsid	1	0.0022	0.0001	1	0.0003	0.0
ø̤	aa	0	0.0	0.0	2	0.0006	0.0
ø̤	ea	2	0.0055	0.0001	2	0.0006	0.0
ø̤	er	0	0.0	0.0	2	0.0006	0.0
ø̤	jipa	0	0.0	0.0	2	0.0006	0.0
ø̤	lapsyd	0	0.0	0.0	2	0.0006	0.0
ø̤	phoible	0	0.0	0.0	2	0.0006	0.0
ø̤	ra	0	0.0	0.0	2	0.0006	0.0
ø̤	saphon	0	0.0	0.0	2	0.0006	0.0
ø̤	upsid	0	0.0	0.0	2	0.0006	0.0
ø̥ː	aa	0	0.0	0.0	1	0.0003	0.0
ø̥ː	ea	0	0.0	0.0	1	0.0003	0.0
ø̥ː	er	0	0.0	0.0	1	0.0003	0.0
ø̥ː	jipa	0	0.0	0.0	1	0.0003	0.0
ø̥ː	lapsyd	1	0.0017	0.0001	1	0.0003	0.0
ø̥ː	phoible	0	0.0	0.0	1	0.0003	0.0
ø̥ː	ra	0	0.0	0.0	1	0.0003	0.0
ø̥ː	saphon	0	0.0	0.0	1	0.0003	0.0
ø̥ː	upsid	0	0.0	0.0	1	0.0003	0.0
ø̰	aa	0	0.0	0.0	2	0.0006	0.0
ø̰	ea	1	0.0028	0.0001	2	0.0006	0.0
ø̰	er	0	0.0	0.0	2	0.0006	0.0
ø̰	jipa	0	0.0	0.0	2	0.0006	0.0
ø̰	lapsyd	1	0.0017	0.0001	2	0.0006	0.0
ø̰	phoible	0	0.0	0.0	2	0.0006	0.0
ø̰	ra	0	0.0	0.0	2	0.0006	0.0
ø̰	saphon	0	0.0	0.0	2	0.0006	0.0
ø̰	upsid	0	0.0	0.0	2	0.0006	0.0
ħ	aa	3	0.0155	0.0004	88	0.0253	0.0008
ħ	ea	22	0.0608	0.0014	88	0.0253	0.0008
ħ	er	0	0.0	0.0	88	0.0253	0.0008
ħ	jipa	4	0.0272	0.0007	88	0.0253	0.0008
ħ	lapsyd	16	0.0274	0.0009	88	0.0253	0.0008
ħ	phoible	24	0.0267	0.0007	88	0.0253	0.0008
ħ	ra	0	0.0	0.0	88	0.0253	0.0008
ħ	saphon	0	0.0	0.0	88	0.0253	0.0008
ħ	upsid	19	0.0422	0.0014	88	0.0253	0.0008
ħʷ	aa	0	0.0	0.0	4	0.0011	0.0
ħʷ	ea	2	0.0055	0.0001	4	0.0011	0.0
ħʷ	er	0	0.0	0.0	4	0.0011	0.0
ħʷ	jipa	0	0.0	0.0	4	0.0011	0.0
ħʷ	lapsyd	1	0.0017	0.0001	4	0.0011	0.0
ħʷ	phoible	1	0.0011	0.0	4	0.0011	0.0
ħʷ	ra	0	0.0	0.0	4	0.0011	0.0
ħʷ	saphon	0	0.0	0.0	4	0.0011	0.0
ħʷ	upsid	0	0.0	0.0	4	0.0011	0.0
ħː	aa	1	0.0052	0.0001	2	0.0006	0.0
ħː	ea	0	0.0	0.0	2	0.0006	0.0
ħː	er	0	0.0	0.0	2	0.0006	0.0
ħː	jipa	0	0.0	0.0	2	0.0006	0.0
ħː	lapsyd	0	0.0	0.0	2	0.0006	0.0
ħː	phoible	1	0.0011	0.0	2	0.0006	0.0
ħː	ra	0	0.0	0.0	2	0.0006	0.0
ħː	saphon	0	0.0	0.0	2	0.0006	0.0
ħː	upsid	0	0.0	0.0	2	0.0006	0.0
ħ̃ʲ	aa	0	0.0	0.0	1	0.0003	0.0
ħ̃ʲ	ea	1	0.0028	0.0001	1	0.0003	0.0
ħ̃ʲ	er	0	0.0	0.0	1	0.0003	0.0
ħ̃ʲ	jipa	0	0.0	0.0	1	0.0003	0.0
ħ̃ʲ	lapsyd	0	0.0	0.0	1	0.0003	0.0
ħ̃ʲ	phoible	0	0.0	0.0	1	0.0003	0.0
ħ̃ʲ	ra	0	0.0	0.0	1	0.0003	0.0
ħ̃ʲ	saphon	0	0.0	0.0	1	0.0003	0.0
ħ̃ʲ	upsid	0	0.0	0.0	1	0.0003	0.0
ŋ	aa	145	0.7474	0.0202	2121	0.6095	0.0182
ŋ	ea	220	0.6077	0.0143	2121	0.6095	0.0182
ŋ	er	391	1.0	0.0416	2121	0.6095	0.0182
ŋ	jipa	80	0.5442	0.0131	2121	0.6095	0.0182
ŋ	lapsyd	294	0.5034	0.0161	2121	0.6095	0.0182
ŋ	phoible	597	0.6641	0.0179	2121	0.6095	0.0182
ŋ	ra	83	0.8469	0.0202	2121	0.6095	0.0182
ŋ	saphon	74	0.2085	0.0082	2121	0.6095	0.0182
ŋ	upsid	237	0.5267	0.017	2121	0.6095	0.0182
ŋm	aa	30	0.1546	0.0042	87	0.025	0.0007
ŋm	ea	0	0.0	0.0	87	0.025	0.0007
ŋm	er	0	0.0	0.0	87	0.025	0.0007
ŋm	jipa	0	0.0	0.0	87	0.025	0.0007
ŋm	lapsyd	5	0.0086	0.0003	87	0.025	0.0007
ŋm	phoible	45	0.0501	0.0013	87	0.025	0.0007
ŋm	ra	0	0.0	0.0	87	0.025	0.0007
ŋm	saphon	0	0.0	0.0	87	0.025	0.0007
ŋm	upsid	7	0.0156	0.0005	87	0.025	0.0007
ŋmʲ	aa	0	0.0	0.0	1	0.0003	0.0
ŋmʲ	ea	0	0.0	0.0	1	0.0003	0.0
ŋmʲ	er	0	0.0	0.0	1	0.0003	0.0
ŋmʲ	jipa	0	0.0	0.0	1	0.0003	0.0
ŋmʲ	lapsyd	0	0.0	0.0	1	0.0003	0.0
ŋmʲ	phoible	1	0.0011	0.0	1	0.0003	0.0
ŋmʲ	ra	0	0.0	0.0	1	0.0003	0.0
ŋmʲ	saphon	0	0.0	0.0	1	0.0003	0.0
ŋmʲ	upsid	0	0.0	0.0	1	0.0003	0.0
ŋmʷ	aa	0	0.0	0.0	2	0.0006	0.0
ŋmʷ	ea	0	0.0	0.0	2	0.0006	0.0
ŋmʷ	er	0	0.0	0.0	2	0.0006	0.0
ŋmʷ	jipa	0	0.0	0.0	2	0.0006	0.0
ŋmʷ	lapsyd	1	0.0017	0.0001	2	0.0006	0.0
ŋmʷ	phoible	1	0.0011	0.0	2	0.0006	0.0
ŋmʷ	ra	0	0.0	0.0	2	0.0006	0.0
ŋmʷ	saphon	0	0.0	0.0	2	0.0006	0.0
ŋmʷ	upsid	0	0.0	0.0	2	0.0006	0.0
ŋmˤ	aa	1	0.0052	0.0001	1	0.0003	0.0
ŋmˤ	ea	0	0.0	0.0	1	0.0003	0.0
ŋmˤ	er	0	0.0	0.0	1	0.0003	0.0
ŋmˤ	jipa	0	0.0	0.0	1	0.0003	0.0
ŋmˤ	lapsyd	0	0.0	0.0	1	0.0003	0.0
ŋmˤ	phoible	0	0.0	0.0	1	0.0003	0.0
ŋmˤ	ra	0	0.0	0.0	1	0.0003	0.0
ŋmˤ	saphon	0	0.0	0.0	1	0.0003	0.0
ŋmˤ	upsid	0	0.0	0.0	1	0.0003	0.0
ŋǀ	aa	0	0.0	0.0	5	0.0014	0.0
ŋǀ	ea	0	0.0	0.0	5	0.0014	0.0
ŋǀ	er	0	0.0	0.0	5	0.0014	0.0
ŋǀ	jipa	0	0.0	0.0	5	0.0014	0.0
ŋǀ	lapsyd	2	0.0034	0.0001	5	0.0014	0.0
ŋǀ	phoible	3	0.0033	0.0001	5	0.0014	0.0
