ID	Name	Glottocode	Family	Macroarea	Latitude	Longitude	Sounds	Consonants	Vowels	Clusters	Diphthongs	Consonantal	Vocalic	Ratio	Phonemes
coma1245-864	Comanche	coma1245	Uto-Aztecan	North America	34.5701	-98.424	18	12	6	0	0	12	6	2.0	ɑ e h i ɨ j k kʷ m n o p s t̪ ts̪ u w ʔ
cupe1243-865	Cupeño	cupe1243	Uto-Aztecan	North America	33.3148	-116.515	38	27	11	0	0	27	11	2.4545454545454546	a aː ð ə ɛ ɛː f ɣ h i iː j k kʷ l ʎ m n ɲ ŋ o oː p q qʷ ɾ s ʂ ʃ t tʃ u uː w x xʷ ʔ β
cuvo1236-866	Cuvok	cuvo1236	Afro-Asiatic	Africa	10.6448	14.0006	29	27	2	0	0	27	2	13.5	a b ɓ d dz ɗ ə f g h j k l ɬ ɮ m ⁿb n ⁿd ⁿdz ⁿg p ɾ s t ts v w z
deny1238-867	Denya	deny1238	Atlantic-Congo	Africa	5.97237	9.39989	30	22	8	0	0	22	8	2.75	a b d̪ dʒ e ɛ f g gb h i k kp l m n̪ ŋ ŋm o ɔ p ɾ s ʃ t̪ tʃ u v w y
nepa1253-868	Nepali Kurux	nepa1253	Dravidian	Eurasia	26.72057	86.00255	39	34	5	0	0	34	5	6.8	a b bʱ d̪ d̪ʱ dʒ dʒʱ ɗ ɗʱ e g gʱ h i j jʱ k kʰ l m mʱ n nʱ o p pʰ ɾ ɾʱ s t̪ t̪ʰ tʃ tʃʰ ʈ ʈʰ u w wʱ ʔ
mufi1238-869	Mufian	mufi1238	Nuclear Torricelli	Papunesia	-3.57932	142.955	22	17	5	0	0	17	5	3.4	a b d e ə f g gʷ h i k kʷ l m n p s t u w ʔ ʔʷ
usar1243-870	Usarufa	usar1243	Nuclear Trans New Guinea	Papunesia	-6.38898	145.633	22	17	5	0	0	17	5	3.4	ɑ e i j k m mː n nː o p r t u w ʔ ˀj ˀm ˀn ˀp ˀt ˀw
binu1245-872	Binumarien	binu1245	Nuclear Trans New Guinea	Papunesia	-6.22068	146.102	16	11	5	0	0	11	5	2.2	ɑ eː i j k m n oː p ɸ r s t u w ʔ
eggo1239-873	Eggon	eggo1239	Atlantic-Congo	Africa	8.71442	8.45686	42	30	7	0	0	30	7	4.285714285714286	⁵¹ ⁴ ³ ² ¹⁵ a b ɓ d dz e ɛ f g gb h i j k kp l m n ɲ ŋ o ɔ p ɽ ɾ s ʂ ʃ t ts u v w x z ʒ β
esim1238-876	Esimbi	esim1238	Atlantic-Congo	Africa	6.50094	9.86936	37	28	8	1	0	29	8	3.5	a b d dz e ə ɛ f g gb h i j k kp l m ⁿb n ⁿd ⁿdz ɲ ŋ ⁿg ⁿgb o ɔ p r s t ts u v w z β
fang1246-877	Fang (Equatorial Guinea)	fang1246	Atlantic-Congo	Africa	1.723965	11.61454	41	24	16	1	0	25	16	1.5	a aː b c d e eː ə əː ɛ ɛː f ɪ ɪː j ɟ k kp l m ⁿb ⁿv n ⁿd ɲ ⁿɟ ŋ ⁿg ⁿgb o oː ɔ ɔː s t u uː v w z ʔ
furu1242-878	Furu	furu1242	Central Sudanic	Africa	4.485	20.6448	41	31	7	0	3	31	10	4.428571428571429	a b ɓ d ɗ e ɛ f g gb gʲ h i j k kʲ kp l m ⁿb n ⁿd ⁿz ɲ ŋ ⁿg ŋʲ o ɔ p ɾ s t u ua ue ui v w z ʒ
kara1476-879	Karadjeri	kara1476	Pama-Nyungan	Australia	-18.6771	122.334	20	17	3	0	0	17	3	5.666666666666667	ɑ b d dʲ ɗ g i j l lʲ ɭ m n nʲ ɳ ŋ r rː u w
gbar1246-880	Gbari	gbar1246	Atlantic-Congo	Africa	8.46411	7.10757	31	24	7	0	0	24	7	3.4285714285714284	a b ɓ d dʒ ɗ e ɛ f g gb h i ɪ j k kp kʼ l m n o p s t ts tʃ u v w z
goli1247-881	Golin	goli1247	Nuclear Trans New Guinea	Papunesia	-6.2249	144.8505	23	13	10	0	0	13	10	1.3	ɑ ɑː b d ɛ ɛː g ɪ ɪː j k l m n ɔ ɔː p r s t ʊ ʊː w
guaj1255-882	Guajajára	guaj1255	Tupian	South America	-4.69461	-45.7081	21	14	7	0	0	14	7	2.0	a e ə h i ɨ k kʷ m n ŋ ŋʷ ɔ p ɾ t̪ ts u w z ʔ
gunw1252-883	Bininj Kun-Wok	gunw1252	Gunwinyguan	Australia	-12.3398	133.358	24	19	5	0	0	19	5	3.8	a b d̪ dʲ ɖ e g i j l ɭ ʎ m n ɲ ɳ ŋ o r ɻ ɽ u w ʔ
haya1250-884	Haya	haya1250	Atlantic-Congo	Africa	-1.70878	31.4846	29	19	10	0	0	19	10	1.9	a aː b d dʒ e eː f g h i iː j k l m n ɲ o oː p s ʃ t tʃ u uː w z
huic1243-886	Huichol	huic1243	Uto-Aztecan	North America	21.954	-104.062	25	15	10	0	0	15	10	1.5	a aː e eː h i iː ɨ ɨː j k kʷ l m n p ɽ t̪ ts tʃ u uː w ʐ ʔ
huay1240-887	Huaylas Ancash Quechua	huay1240	Quechuan	South America	-9.38709	-77.7768	30	20	10	0	0	20	10	2.0	a aː b d e eː f g h i iː j k l lʲ m n o oː p q r s ʃ t ts tʃ u uː w
sanm1287-888	San Mateo del Mar Huave	sanm1287	Huavean	North America	16.2129	-95.0077	24	18	6	0	0	18	6	3.0	a b d e g h i ɨ j k l m n o p r ɾ s ʃ t ts tʃ u w
jauj1238-889	Jauja Wanca Quechua	jauj1238	Quechuan	South America	-11.6747	-75.2786	27	22	5	0	0	22	5	4.4	a b d e f g h i j k l lʲ m n ɲ ŋ o p r s ʃ t ts tʃ u w x
luya1241-890	Luyi	luya1241	Atlantic-Congo	Africa	-15.01	22.67	22	17	5	0	0	17	5	3.4	a b d̪ dz dʒ e g i j k l m n ɲ ŋ o p s ʃ t̪ u w
imon1245-892	Imonda	imon1245	Border	Papunesia	-3.31228	141.171	23	13	10	0	0	13	10	1.3	a æ ɒ b d e ə ɛ f g h i k l m n o ɔ p r s t u
ingu1240-893	Ingush	ingu1240	Nakh-Daghestanian	Eurasia	43.11	45.03	48	35	9	0	4	35	13	3.888888888888889	a aː b d̪ dz dʒ e ea f g ɢ h ħ i iː ie ɨ j k kʼ l m n o oa p pʼ q qʼ ɾ ɾ̥ s ʃ t̪ ts tsʼ tʃ tʃʼ t̪ʼ u uː uo v x z ʒ ʔ ʔˤ
kris1246-894	I'saka	kris1246	Sko	Papunesia	-2.80084	141.303	18	9	5	0	0	9	5	1.8	⁵¹ ⁴ ² ¹⁵ a b d ɛ i j k ɔ p ɸ s t u w
yalu1240-895	Yalunka	yalu1240	Mande	Africa	9.97186	-11.2836	33	19	14	0	0	19	14	1.3571428571428572	ɑ ɑː b d e eː ɛ ɛː f g h i iː j ɟ k l m n ɲ ŋ o oː ɔ ɔː p ɾ s t u uː w χ
izer1241-896	Izere	izer1241	Atlantic-Congo	Africa	9.5	8.7	39	28	11	0	0	28	11	2.5454545454545454	a ɑ b d dʒ e ə ɛ f g gb h i j k kp l m n ɲ ŋ o o̤ ɔ p r ɾ s ʃ t ts tʃ u ṳ v w x z ʒ
jama1261-897	Madi	jama1261	Arawan	South America	-7.62223	-66.5662	15	11	4	0	0	11	4	2.75	a b e h̃ i j k m n ɸ ɹ s t̪ ɯ w
jeme1245-898	Towa	jeme1245	Kiowa-Tanoan	North America	35.5994	-106.766	61	39	22	0	0	39	22	1.7727272727272727	æ æ̃ æː æ̃ː ɑ ɑ̃ ɑː ɑ̃ː b c d e eː f g gʲ h ɦ i ĩ iː ĩː ɨ ɨ̃ ɨː ɨ̃ː j j̰ ɟ kʰ kʲʰ kʼʲ kʷ kʼ l l̰ ɬ m m̰ n n̰ o õ oː õː p pʼ ɸ ɾ s ʃ t tʰ tsʼ tʃʰ tʼ v w w̰ z ʔ
liji1238-899	Lijili	liji1238	Atlantic-Congo	Africa	8.52193	8.35562	48	29	16	0	0	29	16	1.8125	⁵¹ ⁴⁵ ¹⁵ a ã b c d dz e ẽ ə ɛ ɛ̃ f g gb h i ĩ j ɟ k kp l m n ɲ ŋ ŋm o õ ɔ ɔ̃ p r s ʃ t ts u ũ ʊ v w z ʒ ʔ
kaby1243-900	Kabyle	kaby1243	Afro-Asiatic	Africa	36.4103	4.76137	30	27	3	0	0	27	3	9.0	ɑ b c d d̪ f g gʷ ɣ ɣʷ h ħ ɪ ɟ k kʷ m n q qʷ r s t t̪ ts tʃ ʊ z χ χʷ
gida1247-901	Gidar	gida1247	Afro-Asiatic	Africa	9.874715	14.07845	38	28	8	0	0	28	8	3.5	⁴ ² a b ɓ d ɗ e ə f g gb h i ɟ k kp l m ⁿb n ⁿd ⁿg ŋ o ø p r s ʂ t u ʉ v w z ʐ ʔ
kaya1329-902	Kayabí	kaya1329	Tupian	South America	-11.2747	-55.5479	24	14	10	0	0	14	10	1.4	a ã e ẽ g i ĩ j k kʷ m n ŋ o õ p ɸ ɾ s t u ũ w ʔ
kama1367-903	Kamasau	kama1367	Nuclear Torricelli	Papunesia	-3.8503	143.842	29	23	6	0	0	23	6	3.8333333333333335	a b d dz e g ɣ i ɨ j k m ⁿb n ⁿd ⁿdz ɲ ŋ ⁿg o ɸ ɾ s t tʃ u w ʔ β
kano1245-904	Kanoê	kano1245		South America	-12.1789	-64.5812	26	12	14	0	0	12	14	0.8571428571428571	a ã æ æ̃ e ẽ h i ĩ j k m n ɲ o õ p r t ts u ũ v w y ỹ
kens1251-905	Kenswei Nsei	kens1251	Atlantic-Congo	Africa	6.01713	10.412	65	55	10	0	0	55	10	5.5	a æ b bʲ bʷ c cʲ cʷ d e ə ɛ f fʲ fʷ g gʲ gʷ ɣ h i j jʷ ɟ ɟʲ ɟʷ k kʲ kʷ l lʷ m ⁿb ⁿf n ⁿd ⁿdʷ ⁿs ⁿsʷ ⁿt ⁿtʷ ɲ ⁿc ⁿcʲ ⁿɟ ɲʷ ŋ ⁿg ⁿgʷ ⁿk ŋʷ o ɔ s sʲ sʷ t tʲ tʷ u ʉ w z ʒ ʒʷ
east2398-906	Eastern Karaboro	east2398	Atlantic-Congo	Africa	10.4987	-4.52253	26	16	7	0	0	16	7	2.2857142857142856	⁴ ³ ² a b d e ɛ f g gb i j k l m n ŋ o ɔ p r s t u w
kari1301-907	Karipúna Creole French	kari1301	Indo-European	South America	3.42825	-51.6888	32	22	10	0	0	22	10	2.2	a ã b d̪ dʒ e ɛ ɛ̃ f g h i j k l m n ŋ o ɔ ɔ̃ p ɾ s ʃ t̪ tʃ u v w z ʒ
keny1279-908	Kenyang	keny1279	Atlantic-Congo	Africa	5.58288	9.55918	41	21	20	0	0	21	20	1.05	a ã b d dʒ e ẽ ə ə̃ ɛ ɛ̃ f g gb ɣ i ĩ ɨ ɨ̃ j k kp m n ɲ ŋ o õ ɔ ɔ̃ p r s t tʃ u ũ ɯ ɯ̃ w β
khar1287-909	Kharia	khar1287	Austroasiatic	Eurasia	22.3571	84.3922	47	37	6	0	4	37	10	6.166666666666667	a æ ao b bʱ d̪ d̪ʱ ɗ ɗʱ e f g gʱ ɦ i j ɟ ɟʱ k kʰ l m n ɲ ɳ ŋ o oi ou p ɸ ɽ ɽʱ ɾ s t̪ t̪ʰ ts tsʰ ʈ ʈʰ u ui w ˀb ˀɗ ˀɟ
chon1284-910	Chong of Chanthaburi	chon1284	Austroasiatic	Eurasia	12.5218	102.514	40	21	18	0	1	21	19	1.1666666666666667	a aː b c cʰ d e eː ə əː ɛ ɛː h i iː ɨ ɨː j k kʰ l m n ɲ ŋ o oː ɔ ɔː p pʰ r s t tʰ u uː uə w ʔ
kiny1244-911	Kinyarwanda	kiny1244	Atlantic-Congo	Africa	-1.56771	29.6441	49	39	10	0	0	39	10	3.9	a aː b d dz dʒ ɗ e eː f g gʲ gʷ h hʲ hʷ i iː j k kʰ kʲ kʷ m n ɴ ɲ ŋ ŋʷ o oː p pf pʰ r ɽ ɽʱ s ʃ t ts tʃ u uː v w z ʒ β
kiri1254-912	Kirike	kiri1254	Ijoid	Africa	4.41126	6.98938	36	24	10	0	0	24	10	2.4	⁴ ² a b ɓ d dʒ e ə ɛ f g gb h i ɪ j k kp l m n ɲ ŋ o ɔ p ɾ s t tʃ u ʊ v w z
koko1269-913	Kokota	koko1269	Austronesian	Papunesia	-8.16481	159.191	27	22	5	0	0	22	5	4.4	a b d e f g ɣ h i k l l̥ m m̥ n n̥ ŋ ŋ̊ o p ɾ ɾ̥ s t u v z
bako1250-914	Bakole	bako1250	Atlantic-Congo	Africa	4.43654	8.97387	34	26	7	1	0	27	7	3.7142857142857144	a b bʷ d dʒ e ɛ f gb i j k kp l m ⁿb mʷ n ⁿd ɲ ⁿɟ ŋ ⁿg ⁿgb o ɔ p ɸ r s t u w β
konn1242-915	Konni	konn1242	Atlantic-Congo	Africa	10.2368	-1.54376	49	31	18	0	0	31	18	1.7222222222222223	a aː b d dʒ e eː ɛ ɛː f g gb h i iː ɪ ɪː j k kː kp l lː m mː n nː ɲ ŋ ŋː ŋm o oː ɔ ɔː p pː ɾ s t tː tʃ u uː ʊ ʊː v w z
kulu1253-917	Kulung (Nepal)	kulu1253	Sino-Tibetan	Eurasia	27.1606	87.5717	43	22	12	0	9	22	21	1.8333333333333333	a aː ai au b c cʰ d e eː ei eu ə əː əi g h i iː iu j ɟ k kʰ l m n ŋ o oː oi ou p pʰ r s t tʰ u uː ui w ʔ
kuot1243-918	Kuot	kuot1243		Papunesia	-3.06952	151.537	19	13	6	0	0	13	6	2.1666666666666665	a b d e ə f g i k l m n ŋ o p r s t u
kusu1250-919	Kusunda	kusu1250		Eurasia	29.1766	80.6309	38	32	6	0	0	32	6	5.333333333333333	a b bʱ d dʱ dz dzʱ e ə g gʱ ɢ i j k kʰ l m n ɴ ɲ ŋ o p pʰ q qʰ r s t tʰ ts tsʰ tʃ u w ʔ χ
kuvi1243-920	Kuvi	kuvi1243	Dravidian	Eurasia	18.8832	83.7552	37	22	15	0	0	22	15	1.4666666666666666	a ã aː b d̪ dz ɖ e ẽ eː g h i ĩ iː j k l m n ɳ ŋ o õ oː p ɽ ɾ s t̪ ts ʈ u ũ uː v ʔ
kwaz1243-921	Kwaza	kwaz1243		South America	-11.6667	-61.1833	45	29	16	0	0	29	16	1.8125	a ã b ɓ c d ð ɗ e ẽ ɛ ɛ̃ f g h i ĩ ɨ ɨ̃ j k l m n ɲ ŋ œ ɔ ɔ̃ p ɾ s ʃ t t̪ ts tʃ u ũ v w y z ʒ ʔ
lada1244-922	Leh-Kenhat	lada1244	Sino-Tibetan	Eurasia	33.468	80.6013	38	33	5	0	0	33	5	6.6	b d̪ dz dʒ ɗ e ə g h i j k kʰ l ɮ m n ɲ ŋ o p pʰ r s ʂ ʃ t̪ t̪ʰ ts tsʰ tʃ tʃʰ ʈ ʈʰ u w z ʒ
lang1320-923	Langi	lang1320	Atlantic-Congo	Africa	-4.71413	35.9517	52	32	20	0	0	32	20	1.6	a aː ɑ ɑː b d dʒ e eː ɛ ɛː f g h i iː ɪ ɪː j k l m ⁿb ⁿp n ⁿd ⁿdʒ ⁿt ⁿtʃ ɲ ŋ ⁿg ⁿk o oː ɔ ɔː p r s ʃ t tʃ u uː ɥ ʊ ʊː v w z ʔ
laoo1244-924	Lao	laoo1244	Tai-Kadai	Eurasia	16.0726	104.568	40	28	9	0	3	28	12	3.111111111111111	a b c cʷ d e ɛ ɤ f h i ia j k kʰ kʷ kʷʰ l lʷ m n ɲ ŋ ŋʷ o ɔ p pʰ s sʷ t tʰ tʷʰ u uə ɯ ɯə w ʔ ʔʷ
lavu1241-925	Lavukaleve	lavu1241		Papunesia	-9.05569	159.119	20	15	5	0	0	15	5	3.0	a b d e f h i kʰ l m n ŋ o pʰ r s t u ɰ β
bafa1247-926	Bafaw-Balong	bafa1247	Atlantic-Congo	Africa	4.53307	9.522	47	27	16	0	0	27	16	1.6875	⁵¹ ⁴ ² ¹⁵ a aː b ɓ d e eː ə əː ɛ ɛː f g i iː j ʝ k kp l m ⁿb ⁿp n ⁿd ⁿt ɲ ⁿɟ ŋ ⁿg ⁿk o oː ɔ ɔː p s ʃ t u uː w ʔ
lund1266-927	Lunda	lund1266	Atlantic-Congo	Africa	-11.1793	23.8662	32	22	10	0	0	22	10	2.2	a aː b d dʒ e eː f g h i iː j k l m n ɲ ŋ o oː p s ʃ t tʃ u uː v w z ʒ
luch1239-928	Luchazi	luch1239	Atlantic-Congo	Africa	-14.0648	22.2437	42	32	10	0	0	32	10	3.2	a aː ð e eː f h ɦ ɪ ɪː j k l m ⁿb ⁿpʰ n ⁿd ⁿdz ⁿdʒ ⁿtʰ ⁿts ⁿtʃ ɲ ŋ ⁿg ⁿkʰ o oː p s ʃ t t̪ ts tʃ ʊ ʊː z ʒ β θ
orok1266-929	Oroko	orok1266	Atlantic-Congo	Africa	4.89504	9.15209	29	21	7	1	0	22	7	3.0	a b d dʒ e ɛ i j k kp l m ⁿb n ⁿd ⁿdʒ ɲ ŋ ⁿg ⁿgb o ɔ p ɽ s t tʃ u w
mace1250-930	Macedonian	mace1250	Indo-European	Eurasia	41.5957	21.7932	32	26	6	0	0	26	6	4.333333333333333	a b c d̪ dz dʒ e ə f g i j ɟ k l l̪ m n ɲ o p r s ʃ t̪ ts tʃ u v x z ʒ
mada1293-931	Mada (Cameroon)	mada1293	Afro-Asiatic	Africa	10.8806	14.1142	40	22	13	0	0	22	13	1.6923076923076923	⁵¹ ⁴ ³ ² ¹⁵ a ã b d dz e ə ɛ ɛ̃ f g gb i ĩ j k kp l m n ŋ o ɔ ɔ̃ p r s t ts u ũ v w ʍ z
madi1261-932	Madi (Papua New Guinea)	madi1261	Nuclear Trans New Guinea	Papunesia	-5.63017	146.407	54	43	9	2	0	45	9	4.777777777777778	a b ɓ d dʷ dʒ ɗ e ɛ f g gb gʷ ɠɓ h i ɨ j ʄ k kp kʷ l lʷ m ⁿb ⁿv n ⁿd ⁿdʷ ⁿdʒ ɲ ŋ ⁿg ⁿgʷ ŋm ⁿgb o ɔ p r rʷ s t tʃ tʃʷ tʷ u ʊ v w z ʔ ʔʷ
mana1295-933	Manam	mana1295	Austronesian	Papunesia	-4.07921	145.033	18	13	5	0	0	13	5	2.6	a b d e g i k l m n ŋ o p ɾ s t u z
bame1260-934	Bamenyam	bame1260	Atlantic-Congo	Africa	5.77049	10.3302	50	39	11	0	0	39	11	3.5454545454545454	a ɑ e ə ɛ f fʲ ɣ i j k kʲ kʷ l lʷ ʎ m mʲ mʷ n nʷ ɲ ŋ ŋʷ o ø ɔ p pf pʲ pʷ s sʲ sʷ ʃ ʃʷ t tʲ ts tʃ tʃʷ tʷ u ʉ w wʲ z zʲ ʒ ʒʷ
mana1288-935	Manange	mana1288	Sino-Tibetan	Eurasia	28.6416	84.0515	45	30	10	0	0	30	10	3.0	⁵¹ ³ ³⁴ ² ¹⁵ a ã e ẽ h i ĩ j k kʰ kʷ kʷʰ l m mʷ n ɲ ŋ ŋʷ o p pʰ pʷ pʷʰ ɾ s ʂ ʃ t̪ t̪ʰ ts tsʰ tʃ tʃʰ ʈ ʈʰ u ũ ʌ ʔ
ngem1255-936	Ngemba	ngem1255	Atlantic-Congo	Africa	5.97864	10.1469	40	29	9	0	0	29	9	3.2222222222222223	⁴ ² a b d dz dʒ e ə ɛ f g gʷ ɣ i ɨ j k kʷ l m ⁿb n ⁿd ŋ ŋʷ o ɔ r s ʃ t ts tʃ u v w z ʒ ʔ
mara1385-937	Marra	mara1385	Mangarrayi-Maran	Australia	-14.7927	134.865	24	19	5	0	0	19	5	3.8	a b d d̪ ɖ e g i j ɟ l l̪ ɭ m n n̪ ɲ ɳ ŋ o ɽ ɾ u w
maib1239-938	Maybrat-Karon	maib1239		Papunesia	-1.3679	132.591	16	11	5	0	0	11	5	2.2	a e f i j k m n o p r s t u w x
gbay1281-939	Gbaya-Mbodomo	gbay1281	Atlantic-Congo	Africa	4.800365	14.606865	37	27	7	1	0	28	7	3.857142857142857	⁴ ² a b ɓ d ɗ e ɛ f g gb h i j k kp l m ⁿb n ⁿd ⁿz ɲ ŋ ⁿg ⁿgb o ɔ p r s t u v w z
medu1238-940	Medumba	medu1238	Atlantic-Congo	Africa	5.10901	10.6118	25	16	9	0	0	16	9	1.7777777777777777	a ɑ b d̪ e ə f g i j k m n ɲ ŋ o ɔ s t̪ ts u ʉ v w z
ming1252-941	Mingrelian	ming1252	Kartvelian	Eurasia	42.5129	41.8719	35	30	5	0	0	30	5	6.0	a b d dz dʒ ɛ g ɣ h i j k kʼ l m n o p pʼ qʼ r s ʃ t ts tsʼ tʃ tʃʼ tʼ u v x z ʒ ʔ
mmen1238-942	Mmen	mmen1238	Atlantic-Congo	Africa	6.43213	10.2541	41	27	9	0	0	27	9	3.0	⁵¹ ⁴ ³ ² ¹⁵ a b bv d dz dʒ e ə ɛ f g ɣ i ɨ j k l m n ɲ ŋ o ɔ p pf s ʃ t ts tʃ u v w z ʒ ʔ
moke1242-943	Moken	moke1242	Austronesian	Eurasia	10.1474	98.6765	32	22	10	0	0	22	10	2.2	a aː b c cʰ d e eː ə g h i iː j ɟ k kʰ l m n ɲ ŋ o p pʰ s t tʰ u uː w ʔ
mose1249-944	Mosetén-Chimané	mose1249		South America	-14.64448	-67.83756	38	26	12	0	0	26	12	2.1666666666666665	a ã b d dʲ e ẽ ə ə̃ f g i ĩ iː ĩː j k kʰ l m n ɲ o õ p pʰ r s ʃ t tʲ ts tsʰ tʃ tʃʰ w ʔ χ
mpon1254-945	Mpongmpong	mpon1254	Atlantic-Congo	Africa	3.14015	14.866	38	28	7	1	0	29	7	4.0	⁴ ² a b c cʰ d e ɛ f g gb i j ɟ kʰ kp kpʰ l m ⁿb n ⁿd ⁿɟ ŋ ⁿg ⁿgb o ɔ p pʰ s t̪ tʰ u v w z
mung1266-946	Mungaka	mung1266	Atlantic-Congo	Africa	5.89752	10.0294	33	21	9	0	0	21	9	2.3333333333333335	⁴ ³ ² a b d dz e ə ɛ f g ɣ h i j k l m n ɲ ŋ o ɔ p s t ts u ʉ v w ʔ
motl1237-948	Mwotlap	motl1237	Austronesian	Papunesia	-13.655015	167.706277	22	15	7	0	0	15	7	2.142857142857143	a e ɣ h i ɪ j kpʷ l m ⁿb n ⁿd ŋ ŋmʷ o s t u ʊ v w
nami1256-949	Namia	nami1256	Sepik	Papunesia	-3.85538	141.788	15	9	6	0	0	9	6	1.5	a e ə i j k l m n o p r t u w
ndem1249-950	Ndemli	ndem1249	Atlantic-Congo	Africa	4.58061	10.2197	53	30	18	0	0	30	18	1.6666666666666667	⁵¹ ⁴ ³ ² ¹⁵ a aː b c d dʒ e eː ɛ ɛː f g ɣ h i iː j ɟ k l m ⁿb n ⁿd ⁿɟ ⁿt ɲ ŋ ⁿg ⁿk o ø oː øː ɔ ɔː p r s t ts tʃ u uː ʉ ʉː w ʔ
mesc1238-951	Mescalero-Chiricahua Apache	mesc1238	Athabaskan-Eyak-Tlingit	North America	33.1291	-105.566	51	31	16	0	0	31	16	1.9375	⁵¹ ⁴ ² ¹⁵ a ã aː ãː e ẽ eː ẽː ɣ h i ĩ iː ĩː j k kʰ kʼ l ɬ m ⁿb n ⁿd o õ oː õː p s ʃ t tʰ tɬ tɬʰ tɬʼ ts tsʰ tsʼ tʃ tʃʰ tʃʼ tʼ x z ʒ ʔ
