ID	Name	Glottocode	Family	Macroarea	Latitude	Longitude	Sounds	Consonants	Vowels	Clusters	Diphthongs	LongConsonants	LongVowels	Ratio	Phonemes
puxi1242-2298	Puxi	puxi1242	Sino-Tibetan	Eurasia	32.225	102.63	66	36	30	0	18	0	0	1.2	b dʑ d̪ dz̪ f k kʰ l m m̩ n̪ n̪̩ p pʰ q qʰ s tɕ tɕʰ t̪ ts̪ ts̪ʰ t̪ʰ z ŋ ŋ̍ ɕ ɖʐ g ɲ ʁ ʂ ʈʂ ʈʂʰ ʐ χ a ai e ei e˞ i ie io iu o ou u ua ue ui uɑ uɑ˞ uə u˞ y ya ye yi ɑ ɑu ɑ˞ ə əi əu ə˞
bujh1238-2299	Bujhyal	bujh1238	Sino-Tibetan	Eurasia	28.0084	84.5068	47	31	16	0	6	0	0	1.9375	b bʱ dʒ d̪ d̪ʱ h j j̊ k kʰ l l̥ m m̥ n n̥ p pʰ r r̥ s tʃ tʃʰ t̪ t̪ʰ w ŋ ŋ̊ g gʱ ʍ a ai au ã e ẽ i ĩ o oi u ui ũ ə əi əu
lazz1240-2300	Laz	lazz1240	Kartvelian	Eurasia	41.5004	41.9096	34	29	5	0	0	0	0	5.8	b dz dʒ d̪ f h j kʰ kʼ l m n̪ pʰ pʼ s ts tsʼ tʃ tʃʼ t̪ʰ t̪ʼ v z g ɾ ʁ ʃ ʒ χ a i u ɔ ɛ
kang1281-2301	Kangjia	kang1281	Mongolic-Khitan	Eurasia	35.043	101.254	36	27	9	0	0	0	0	3.0	f h j k kʰ l m n p pʰ q qʰ r s t ts tsʰ tʰ tʃ tʃʰ v z ŋ ɣ ʁ ʃ χ a e i o u ɔ ə ɨ ʉ
mait1250-2302	Maithili	mait1250	Indo-European	Eurasia	26.3817	86.2211	51	26	25	0	9	0	0	1.04	b bʱ dʒ dʒʱ d̪ d̪ʱ h k kʰ m n p pʰ r s tʃ tʃʰ t̪ t̪ʰ ŋ ɖ ɖʱ g gʱ ʈ ʈʰ a ai au ã e eu ẽ i iu ĩ o oi ou õ u ui ũ æ æ̃ ɔ ɔ̃ ə əi əu ə̃
roma1326-2304	Romansh	roma1326	Indo-European	Eurasia	46.5538	9.92812	46	27	19	0	0	0	9	1.4210526315789473	b c d dz dʒ f h j k l m n p r s t ts tʃ v w z ɟ g ɲ ʃ ʎ ʒ ä äː e eː i iː o oː u uː y yː ø øː ɔ ɔː ə ɛ ɛː
bond1245-2305	Bondo	bond1245	Austroasiatic	Eurasia	19.1512	83.8141	42	21	21	0	12	0	0	1.0	b d j k l m n p r s t w z ŋ ɖ ɟ g ɲ ɳ ʈ ʔ a ai̯ au̯ ã ãi̯ ãõ ãu̯ e ea ei̯ ẽi̯ i ĩ o oi̯ õ õi̯ u ua ui̯ ũ
balt1258-2306	Balti	balt1258	Sino-Tibetan	Eurasia	34.4491	77.2859	40	35	5	0	0	0	0	7.0	b d dʒ h j k kʰ l l̥ m n p pʰ q s t ts tsʰ tʰ tʃ tʃʰ w x z ŋ ɖ ɖʐ g ɣ ʃ ʈ ʈʂ ʈʂʰ ʈʰ ʒ a i u ɔ ɛ
sher1255-2307	Solu-Khumbu Sherpa	sher1255	Sino-Tibetan	Eurasia	27.674	86.9994	50	34	16	0	0	0	0	2.125	c cʰ d dz dʒ d̪ h j k kʰ l l̥ m n p pʰ r r̥ s ts tsʰ tʃ tʃʰ t̪ t̪ʰ w ŋ ɖ ɟ g ɲ ʃ ʈ ʈʰ a ã e ẽ i ĩ o õ u ũ ɔ ɔ̃ ɛ ɛ̃ ʌ ʌ̃
stan1288-2308	Spanish	stan1288	Indo-European	Eurasia	40.4414	-1.11788	25	18	7	0	0	0	0	2.5714285714285716	b d̻ f k l m n p s̠̺ tʃ t̻ ɟʝ g ɲ ɾ ʃ θ χ ä e̞ i i̯ o̞ u u̯
yuec1235-2309	Yue Chinese	yuec1235	Sino-Tibetan	Eurasia	23.0	113.0	41	19	22	0	11	0	0	0.8636363636363636	f h j k kʰ kʷ kʷʰ l m n p pʰ s t ts tsʰ tʰ w ŋ a ai au ei i iu ou u ui y œ ɐ ɐi ɐu ɔ ɔi ɛ ɛu ɪ ɵ ɵy ʊ
kaba1278-2310	Kabardian	kaba1278	Abkhaz-Adyge	Eurasia	43.5082	43.3918	55	47	8	0	0	0	5	5.875	b d dz dʒ f fʼ j kʷ kʼʷ m n p pʼ q qʷ qʼʷ qʼ r s t ts tsʼ tʼ tʃ tʃʼ v w x xʷ z ħ gʷ ɣ ɬ ɬʼ ɮ ʁ ʁʷ ʃ ʃʲ ʃʼʲ ʒ ʒʲ ʔ ʔʷ χ χʷ ä e̞ː iː o̞ o̞ː uː ɑː ə
lezg1247-2311	Lezgian	lezg1247	Nakh-Daghestanian	Eurasia	41.5157	47.8951	47	38	9	0	0	0	0	4.222222222222222	b d dʒ f h j k kʰ kʼ l m n p pʰ pʼ q qʰ qʼ r s t ts tsʰ tsʼ tʰ tʼ tʃ tʃʰ tʃʼ v x z g ɣ ʃ ʒ ʕ χ i u y æ œ ɑ ɔ ɛ ɯ
daur1238-2312	Dagur	daur1238	Mongolic-Khitan	Eurasia	48.0	124.0	57	45	12	0	0	0	5	3.75	f j k kʰ kʲ kʲʰ kʷ kʷʰ l lʲ m mʲ mʷ n nʲ p pʰ pʲ pʲʰ r rʲ s sʷ t ts tsʰ tʰ tʲ tʲʰ tʷ tʷʰ tʃ tʃʰ tʃʷ tʃʷʰ w x xʲ xʷ ŋ ʃ ʃʷ ʈʂ ʈʂʰ ʐ i iː i̯ u uː u̯ ɑ ɑː ɔ ɔː ə əː
huml1238-2313	Humla	huml1238	Sino-Tibetan	Eurasia	30.1451	81.5659	69	41	28	0	0	0	14	1.4642857142857142	b c cʰ d dz dʒ h j k kʰ l m ⁿb n ⁿd ⁿdz ⁿdʒ p pʰ r r̥ s t ts tsʰ tʰ tʃ tʃʰ w z ŋ ⁿg ɖ ɟ g ɲ ⁿɖ ʃ ʈ ʈʰ ʒ a aː ã ãː e eː ẽ ẽː i iː ĩ ĩː o oː õ õː u uː ũ ũː y yː ỹ ỹː ø øː ø̃ ø̃ː
nort2741-2314	Northeastern Thai	nort2741	Tai-Kadai	Eurasia	16.03	103.67	32	20	12	0	3	0	0	1.6666666666666667	b c d f h j k kʰ l m n p pʰ s t tʰ w ŋ ɲ ʔ a e i ia o u ua ɔ ɛ ɤ ɯ ɯɑ
