Phoneme	Dataset	Dataset_Count	Global_Count	Dataset_Ratio	Global_Ratio	Dataset_InvRatio	Global_InvRatio	Phoneme_Dataset_Ratio
ŋǀ	lapsyd	4	10	0.0001	0.0	0.0034	0.0014	0.2222
ŋǀ	phoible	6	10	0.0001	0.0	0.0033	0.0014	0.2222
ŋǀ͓	ALL	10	10	0.0	0.0	0.0014	0.0014	0.1111
ŋǀ͓	upsid	10	10	0.0004	0.0	0.0111	0.0014	0.1111
ŋǁ	ALL	10	10	0.0	0.0	0.0014	0.0014	0.2222
ŋǁ	lapsyd	4	10	0.0001	0.0	0.0034	0.0014	0.2222
ŋǁ	phoible	6	10	0.0001	0.0	0.0033	0.0014	0.2222
ŋǁ͓	ALL	6	6	0.0	0.0	0.0009	0.0009	0.1111
ŋǁ͓	upsid	6	6	0.0002	0.0	0.0067	0.0009	0.1111
ŋǂ	ALL	6	6	0.0	0.0	0.0009	0.0009	0.3333
ŋǂ	lapsyd	2	6	0.0001	0.0	0.0017	0.0009	0.3333
ŋǂ	phoible	2	6	0.0	0.0	0.0011	0.0009	0.3333
ŋǂ	upsid	2	6	0.0001	0.0	0.0022	0.0009	0.3333
ŋǂʰ	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
ŋǂʰ	upsid	2	2	0.0001	0.0	0.0022	0.0003	0.1111
ŋǂʱ	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
ŋǂʱ	upsid	2	2	0.0001	0.0	0.0022	0.0003	0.1111
ŋǂˀ	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
ŋǂˀ	upsid	2	2	0.0001	0.0	0.0022	0.0003	0.1111
ŋǂˡ͓	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
ŋǂˡ͓	upsid	2	2	0.0001	0.0	0.0022	0.0003	0.1111
ŋǃ	ALL	16	16	0.0001	0.0001	0.0023	0.0023	0.3333
ŋǃ	lapsyd	4	16	0.0001	0.0001	0.0034	0.0023	0.3333
ŋǃ	phoible	8	16	0.0001	0.0001	0.0044	0.0023	0.3333
ŋǃ	upsid	4	16	0.0001	0.0001	0.0044	0.0023	0.3333
ŋǃʱ	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
ŋǃʱ	upsid	2	2	0.0001	0.0	0.0022	0.0003	0.1111
ŋǃˀ	ALL	4	4	0.0	0.0	0.0006	0.0006	0.1111
ŋǃˀ	upsid	4	4	0.0001	0.0	0.0044	0.0006	0.1111
ŋǃˠˀ	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
ŋǃˠˀ	upsid	2	2	0.0001	0.0	0.0022	0.0003	0.1111
ŋǃ̠	ALL	6	6	0.0	0.0	0.0009	0.0009	0.1111
ŋǃ̠	upsid	6	6	0.0002	0.0	0.0067	0.0009	0.1111
ŋǃ̠ʰ	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
ŋǃ̠ʰ	upsid	2	2	0.0001	0.0	0.0022	0.0003	0.1111
ŋʘ	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
ŋʘ	phoible	2	2	0.0	0.0	0.0011	0.0003	0.1111
ŋʰ	ALL	4	4	0.0	0.0	0.0006	0.0006	0.2222
ŋʰ	ea	2	4	0.0001	0.0	0.0028	0.0006	0.2222
ŋʰ	phoible	2	4	0.0	0.0	0.0011	0.0006	0.2222
ŋʱ	ALL	10	10	0.0	0.0	0.0014	0.0014	0.4444
ŋʱ	ea	2	10	0.0001	0.0	0.0028	0.0014	0.4444
ŋʱ	phoible	4	10	0.0001	0.0	0.0022	0.0014	0.4444
ŋʱ	ra	2	10	0.0002	0.0	0.0102	0.0014	0.4444
ŋʱ	upsid	2	10	0.0001	0.0	0.0022	0.0014	0.4444
ŋʲ	ALL	18	18	0.0001	0.0001	0.0026	0.0026	0.5556
ŋʲ	ea	4	18	0.0001	0.0001	0.0055	0.0026	0.5556
ŋʲ	jipa	2	18	0.0002	0.0001	0.0068	0.0026	0.5556
ŋʲ	lapsyd	2	18	0.0001	0.0001	0.0017	0.0026	0.5556
ŋʲ	phoible	2	18	0.0	0.0001	0.0011	0.0026	0.5556
ŋʲ	upsid	8	18	0.0003	0.0001	0.0089	0.0026	0.5556
ŋʲʰ	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
ŋʲʰ	phoible	2	2	0.0	0.0	0.0011	0.0003	0.1111
ŋʲʷ	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
ŋʲʷ	phoible	2	2	0.0	0.0	0.0011	0.0003	0.1111
ŋʲː	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
ŋʲː	ea	2	2	0.0001	0.0	0.0028	0.0003	0.1111
ŋʷ	ALL	276	276	0.0012	0.0012	0.0397	0.0397	0.8889
ŋʷ	aa	20	276	0.0014	0.0012	0.0515	0.0397	0.8889
ŋʷ	ea	4	276	0.0001	0.0012	0.0055	0.0397	0.8889
ŋʷ	er	22	276	0.0012	0.0012	0.0281	0.0397	0.8889
ŋʷ	jipa	10	276	0.0008	0.0012	0.034	0.0397	0.8889
ŋʷ	lapsyd	36	276	0.001	0.0012	0.0308	0.0397	0.8889
ŋʷ	phoible	126	276	0.0019	0.0012	0.0701	0.0397	0.8889
ŋʷ	saphon	24	276	0.0013	0.0012	0.0338	0.0397	0.8889
ŋʷ	upsid	34	276	0.0012	0.0012	0.0378	0.0397	0.8889
ŋʷʰ	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
ŋʷʰ	phoible	2	2	0.0	0.0	0.0011	0.0003	0.1111
ŋʷː	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
ŋʷː	phoible	2	2	0.0	0.0	0.0011	0.0003	0.1111
ŋː	ALL	88	88	0.0004	0.0004	0.0126	0.0126	0.4444
ŋː	aa	4	88	0.0003	0.0004	0.0103	0.0126	0.4444
ŋː	ea	4	88	0.0001	0.0004	0.0055	0.0126	0.4444
ŋː	jipa	20	88	0.0016	0.0004	0.068	0.0126	0.4444
ŋː	phoible	60	88	0.0009	0.0004	0.0334	0.0126	0.4444
ŋˤ	ALL	4	4	0.0	0.0	0.0006	0.0006	0.2222
ŋˤ	jipa	2	4	0.0002	0.0	0.0068	0.0006	0.2222
ŋˤ	upsid	2	4	0.0001	0.0	0.0022	0.0006	0.2222
ŋ̊	ALL	106	106	0.0005	0.0005	0.0152	0.0152	0.6667
ŋ̊	ea	34	106	0.0011	0.0005	0.047	0.0152	0.6667
ŋ̊	jipa	6	106	0.0005	0.0005	0.0204	0.0152	0.6667
ŋ̊	lapsyd	24	106	0.0007	0.0005	0.0205	0.0152	0.6667
ŋ̊	phoible	22	106	0.0003	0.0005	0.0122	0.0152	0.6667
ŋ̊	saphon	2	106	0.0001	0.0005	0.0028	0.0152	0.6667
ŋ̊	upsid	18	106	0.0006	0.0005	0.02	0.0152	0.6667
ŋ̊ǀ	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
ŋ̊ǀ	phoible	2	2	0.0	0.0	0.0011	0.0003	0.1111
ŋ̊ǁ	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
ŋ̊ǁ	phoible	2	2	0.0	0.0	0.0011	0.0003	0.1111
ŋ̊ǂ	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
ŋ̊ǂ	phoible	2	2	0.0	0.0	0.0011	0.0003	0.1111
ŋ̊ǃ	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
ŋ̊ǃ	phoible	2	2	0.0	0.0	0.0011	0.0003	0.1111
ŋ̊ʘ	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
ŋ̊ʘ	phoible	2	2	0.0	0.0	0.0011	0.0003	0.1111
ŋ̍	ALL	12	12	0.0001	0.0001	0.0017	0.0017	0.3333
ŋ̍	ea	4	12	0.0001	0.0001	0.0055	0.0017	0.3333
ŋ̍	phoible	6	12	0.0001	0.0001	0.0033	0.0017	0.3333
ŋ̍	ra	2	12	0.0002	0.0001	0.0102	0.0017	0.3333
ŋ̞	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
ŋ̞	phoible	2	2	0.0	0.0	0.0011	0.0003	0.1111
ŋ̟	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
ŋ̟	ea	2	2	0.0001	0.0	0.0028	0.0003	0.1111
ŋ̥m̥	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
ŋ̥m̥	upsid	2	2	0.0001	0.0	0.0022	0.0003	0.1111
ŋ̥ʲ	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
ŋ̥ʲ	upsid	2	2	0.0001	0.0	0.0022	0.0003	0.1111
ŋ̥ʷ	ALL	4	4	0.0	0.0	0.0006	0.0006	0.1111
ŋ̥ʷ	upsid	4	4	0.0001	0.0	0.0044	0.0006	0.1111
ŋ̰	ALL	14	14	0.0001	0.0001	0.002	0.002	0.3333
ŋ̰	lapsyd	4	14	0.0001	0.0001	0.0034	0.002	0.3333
ŋ̰	phoible	4	14	0.0001	0.0001	0.0022	0.002	0.3333
ŋ̰	upsid	6	14	0.0002	0.0001	0.0067	0.002	0.3333
ŋᶣʰ	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
ŋᶣʰ	phoible	2	2	0.0	0.0	0.0011	0.0003	0.1111
œ	ALL	206	206	0.0009	0.0009	0.0296	0.0296	0.7778
œ	aa	4	206	0.0003	0.0009	0.0103	0.0296	0.7778
œ	ea	66	206	0.0021	0.0009	0.0912	0.0296	0.7778
œ	jipa	26	206	0.0021	0.0009	0.0884	0.0296	0.7778
œ	lapsyd	24	206	0.0007	0.0009	0.0205	0.0296	0.7778
œ	phoible	68	206	0.001	0.0009	0.0378	0.0296	0.7778
œ	saphon	2	206	0.0001	0.0009	0.0028	0.0296	0.7778
œ	upsid	16	206	0.0006	0.0009	0.0178	0.0296	0.7778
œi	ALL	4	4	0.0	0.0	0.0006	0.0006	0.2222
œi	ea	2	4	0.0001	0.0	0.0028	0.0006	0.2222
œi	phoible	2	4	0.0	0.0	0.0011	0.0006	0.2222
œi̯	ALL	4	4	0.0	0.0	0.0006	0.0006	0.2222
œi̯	ea	2	4	0.0001	0.0	0.0028	0.0006	0.2222
œi̯	phoible	2	4	0.0	0.0	0.0011	0.0006	0.2222
œu	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
œu	phoible	2	2	0.0	0.0	0.0011	0.0003	0.1111
œu̯	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
œu̯	phoible	2	2	0.0	0.0	0.0011	0.0003	0.1111
œy	ALL	12	12	0.0001	0.0001	0.0017	0.0017	0.4444
œy	ea	2	12	0.0001	0.0001	0.0028	0.0017	0.4444
œy	jipa	2	12	0.0002	0.0001	0.0068	0.0017	0.4444
œy	lapsyd	2	12	0.0001	0.0001	0.0017	0.0017	0.4444
œy	phoible	6	12	0.0001	0.0001	0.0033	0.0017	0.4444
œyː	ALL	4	4	0.0	0.0	0.0006	0.0006	0.2222
œyː	jipa	2	4	0.0002	0.0	0.0068	0.0006	0.2222
œyː	phoible	2	4	0.0	0.0	0.0011	0.0006	0.2222
œʏ	ALL	4	4	0.0	0.0	0.0006	0.0006	0.2222
œʏ	jipa	2	4	0.0002	0.0	0.0068	0.0006	0.2222
œʏ	phoible	2	4	0.0	0.0	0.0011	0.0006	0.2222
œː	ALL	64	64	0.0003	0.0003	0.0092	0.0092	0.5556
œː	aa	2	64	0.0001	0.0003	0.0052	0.0092	0.5556
œː	ea	32	64	0.001	0.0003	0.0442	0.0092	0.5556
œː	jipa	12	64	0.001	0.0003	0.0408	0.0092	0.5556
œː	lapsyd	2	64	0.0001	0.0003	0.0017	0.0092	0.5556
œː	phoible	16	64	0.0002	0.0003	0.0089	0.0092	0.5556
œ̃	ALL	10	10	0.0	0.0	0.0014	0.0014	0.4444
œ̃	ea	4	10	0.0001	0.0	0.0055	0.0014	0.4444
œ̃	lapsyd	2	10	0.0001	0.0	0.0017	0.0014	0.4444
œ̃	phoible	2	10	0.0	0.0	0.0011	0.0014	0.4444
œ̃	upsid	2	10	0.0001	0.0	0.0022	0.0014	0.4444
œ̃ɛ̃	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
œ̃ɛ̃	ea	2	2	0.0001	0.0	0.0028	0.0003	0.1111
œ̃ː	ALL	8	8	0.0	0.0	0.0011	0.0011	0.2222
œ̃ː	ea	6	8	0.0002	0.0	0.0083	0.0011	0.2222
œ̃ː	phoible	2	8	0.0	0.0	0.0011	0.0011	0.2222
œ̜	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
œ̜	ea	2	2	0.0001	0.0	0.0028	0.0003	0.1111
œ̜ː	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
œ̜ː	ea	2	2	0.0001	0.0	0.0028	0.0003	0.1111
œ̞	ALL	8	8	0.0	0.0	0.0011	0.0011	0.3333
œ̞	ea	2	8	0.0001	0.0	0.0028	0.0011	0.3333
œ̞	jipa	2	8	0.0002	0.0	0.0068	0.0011	0.3333
œ̞	phoible	4	8	0.0001	0.0	0.0022	0.0011	0.3333
œ̞ɛ̞	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
œ̞ɛ̞	ea	2	2	0.0001	0.0	0.0028	0.0003	0.1111
œ̞ʌ̯	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
œ̞ʌ̯	phoible	2	2	0.0	0.0	0.0011	0.0003	0.1111
œ̞ː	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
œ̞ː	ea	2	2	0.0001	0.0	0.0028	0.0003	0.1111
œ̠	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
œ̠	ea	2	2	0.0001	0.0	0.0028	0.0003	0.1111
œ̠ː	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
œ̠ː	ea	2	2	0.0001	0.0	0.0028	0.0003	0.1111
œ̤	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
œ̤	phoible	2	2	0.0	0.0	0.0011	0.0003	0.1111
œ̰ː	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
œ̰ː	ea	2	2	0.0001	0.0	0.0028	0.0003	0.1111
ǀ	ALL	24	24	0.0001	0.0001	0.0034	0.0034	0.4444
ǀ	jipa	2	24	0.0002	0.0001	0.0068	0.0034	0.4444
ǀ	lapsyd	4	24	0.0001	0.0001	0.0034	0.0034	0.4444
ǀ	phoible	16	24	0.0002	0.0001	0.0089	0.0034	0.4444
ǀ	upsid	2	24	0.0001	0.0001	0.0022	0.0034	0.4444
ǀh	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
ǀh	phoible	2	2	0.0	0.0	0.0011	0.0003	0.1111
ǀkxʼ	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
ǀkxʼ	phoible	2	2	0.0	0.0	0.0011	0.0003	0.1111
ǀx	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
ǀx	phoible	2	2	0.0	0.0	0.0011	0.0003	0.1111
ǀʔ	ALL	4	4	0.0	0.0	0.0006	0.0006	0.2222
ǀʔ	lapsyd	2	4	0.0001	0.0	0.0017	0.0006	0.2222
ǀʔ	phoible	2	4	0.0	0.0	0.0011	0.0006	0.2222
ǀʰ	ALL	14	14	0.0001	0.0001	0.002	0.002	0.3333
ǀʰ	jipa	2	14	0.0002	0.0001	0.0068	0.002	0.3333
ǀʰ	lapsyd	2	14	0.0001	0.0001	0.0017	0.002	0.3333
ǀʰ	phoible	10	14	0.0001	0.0001	0.0056	0.002	0.3333
ǀʰ͓	ALL	6	6	0.0	0.0	0.0009	0.0009	0.1111
ǀʰ͓	upsid	6	6	0.0002	0.0	0.0067	0.0009	0.1111
ǀʷ	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
ǀʷ	phoible	2	2	0.0	0.0	0.0011	0.0003	0.1111
ǀʷʰ	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
ǀʷʰ	phoible	2	2	0.0	0.0	0.0011	0.0003	0.1111
ǀʼ	ALL	6	6	0.0	0.0	0.0009	0.0009	0.2222
ǀʼ	jipa	2	6	0.0002	0.0	0.0068	0.0009	0.2222
ǀʼ	phoible	4	6	0.0001	0.0	0.0022	0.0009	0.2222
ǀˀ͓	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
ǀˀ͓	upsid	2	2	0.0001	0.0	0.0022	0.0003	0.1111
ǀˠʰ͓	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
ǀˠʰ͓	upsid	2	2	0.0001	0.0	0.0022	0.0003	0.1111
ǀ͓	ALL	10	10	0.0	0.0	0.0014	0.0014	0.1111
ǀ͓	upsid	10	10	0.0004	0.0	0.0111	0.0014	0.1111
ǁ	ALL	14	14	0.0001	0.0001	0.002	0.002	0.3333
ǁ	jipa	2	14	0.0002	0.0001	0.0068	0.002	0.3333
ǁ	lapsyd	4	14	0.0001	0.0001	0.0034	0.002	0.3333
ǁ	phoible	8	14	0.0001	0.0001	0.0044	0.002	0.3333
ǁh	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
ǁh	phoible	2	2	0.0	0.0	0.0011	0.0003	0.1111
ǁkxʼ	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
ǁkxʼ	phoible	2	2	0.0	0.0	0.0011	0.0003	0.1111
ǁx	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
ǁx	phoible	2	2	0.0	0.0	0.0011	0.0003	0.1111
ǁʔ	ALL	4	4	0.0	0.0	0.0006	0.0006	0.2222
ǁʔ	lapsyd	2	4	0.0001	0.0	0.0017	0.0006	0.2222
ǁʔ	phoible	2	4	0.0	0.0	0.0011	0.0006	0.2222
ǁʰ	ALL	10	10	0.0	0.0	0.0014	0.0014	0.3333
ǁʰ	jipa	2	10	0.0002	0.0	0.0068	0.0014	0.3333
ǁʰ	lapsyd	2	10	0.0001	0.0	0.0017	0.0014	0.3333
ǁʰ	phoible	6	10	0.0001	0.0	0.0033	0.0014	0.3333
ǁʰ͓	ALL	6	6	0.0	0.0	0.0009	0.0009	0.1111
ǁʰ͓	upsid	6	6	0.0002	0.0	0.0067	0.0009	0.1111
ǁʼ	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
ǁʼ	jipa	2	2	0.0002	0.0	0.0068	0.0003	0.1111
ǁˀ͓	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
ǁˀ͓	upsid	2	2	0.0001	0.0	0.0022	0.0003	0.1111
ǁ͓	ALL	8	8	0.0	0.0	0.0011	0.0011	0.1111
ǁ͓	upsid	8	8	0.0003	0.0	0.0089	0.0011	0.1111
ǂ	ALL	8	8	0.0	0.0	0.0011	0.0011	0.3333
ǂ	lapsyd	2	8	0.0001	0.0	0.0017	0.0011	0.3333
ǂ	phoible	4	8	0.0001	0.0	0.0022	0.0011	0.3333
ǂ	upsid	2	8	0.0001	0.0	0.0022	0.0011	0.3333
ǂh	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
ǂh	phoible	2	2	0.0	0.0	0.0011	0.0003	0.1111
ǂkxʼ	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
ǂkxʼ	phoible	2	2	0.0	0.0	0.0011	0.0003	0.1111
ǂx	ALL	4	4	0.0	0.0	0.0006	0.0006	0.2222
ǂx	phoible	2	4	0.0	0.0	0.0011	0.0006	0.2222
ǂx	upsid	2	4	0.0001	0.0	0.0022	0.0006	0.2222
ǂʔ	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
ǂʔ	phoible	2	2	0.0	0.0	0.0011	0.0003	0.1111
ǂʰ	ALL	4	4	0.0	0.0	0.0006	0.0006	0.2222
ǂʰ	phoible	2	4	0.0	0.0	0.0011	0.0006	0.2222
ǂʰ	upsid	2	4	0.0001	0.0	0.0022	0.0006	0.2222
ǂʼ	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
ǂʼ	phoible	2	2	0.0	0.0	0.0011	0.0003	0.1111
ǂˡ	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
ǂˡ	upsid	2	2	0.0001	0.0	0.0022	0.0003	0.1111
ǂˡʰ͓	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
ǂˡʰ͓	upsid	2	2	0.0001	0.0	0.0022	0.0003	0.1111
ǂˡ͓	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
ǂˡ͓	upsid	2	2	0.0001	0.0	0.0022	0.0003	0.1111
ǂˡ͓x	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
ǂˡ͓x	upsid	2	2	0.0001	0.0	0.0022	0.0003	0.1111
ǃ	ALL	24	24	0.0001	0.0001	0.0034	0.0034	0.4444
ǃ	jipa	2	24	0.0002	0.0001	0.0068	0.0034	0.4444
ǃ	lapsyd	4	24	0.0001	0.0001	0.0034	0.0034	0.4444
ǃ	phoible	14	24	0.0002	0.0001	0.0078	0.0034	0.4444
ǃ	upsid	4	24	0.0001	0.0001	0.0044	0.0034	0.4444
ǃh	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
ǃh	phoible	2	2	0.0	0.0	0.0011	0.0003	0.1111
ǃkxʼ	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
ǃkxʼ	phoible	2	2	0.0	0.0	0.0011	0.0003	0.1111
ǃx	ALL	4	4	0.0	0.0	0.0006	0.0006	0.2222
ǃx	phoible	2	4	0.0	0.0	0.0011	0.0006	0.2222
ǃx	upsid	2	4	0.0001	0.0	0.0022	0.0006	0.2222
ǃxʰ	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
ǃxʰ	upsid	2	2	0.0001	0.0	0.0022	0.0003	0.1111
ǃʔ	ALL	4	4	0.0	0.0	0.0006	0.0006	0.2222
ǃʔ	lapsyd	2	4	0.0001	0.0	0.0017	0.0006	0.2222
ǃʔ	phoible	2	4	0.0	0.0	0.0011	0.0006	0.2222
ǃʰ	ALL	16	16	0.0001	0.0001	0.0023	0.0023	0.4444
ǃʰ	jipa	2	16	0.0002	0.0001	0.0068	0.0023	0.4444
ǃʰ	lapsyd	2	16	0.0001	0.0001	0.0017	0.0023	0.4444
ǃʰ	phoible	10	16	0.0001	0.0001	0.0056	0.0023	0.4444
ǃʰ	upsid	2	16	0.0001	0.0001	0.0022	0.0023	0.4444
ǃʼ	ALL	6	6	0.0	0.0	0.0009	0.0009	0.2222
ǃʼ	jipa	2	6	0.0002	0.0	0.0068	0.0009	0.2222
ǃʼ	phoible	4	6	0.0001	0.0	0.0022	0.0009	0.2222
ǃ̠	ALL	8	8	0.0	0.0	0.0011	0.0011	0.1111
ǃ̠	upsid	8	8	0.0003	0.0	0.0089	0.0011	0.1111
ǃ̠xʰ	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
ǃ̠xʰ	upsid	2	2	0.0001	0.0	0.0022	0.0003	0.1111
ǃ̠ʰ	ALL	4	4	0.0	0.0	0.0006	0.0006	0.1111
ǃ̠ʰ	upsid	4	4	0.0001	0.0	0.0044	0.0006	0.1111
ǃ̠ˀ	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
ǃ̠ˀ	upsid	2	2	0.0001	0.0	0.0022	0.0003	0.1111
ǃ͓	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
ǃ͓	upsid	2	2	0.0001	0.0	0.0022	0.0003	0.1111
ȴ	ALL	420	420	0.0018	0.0018	0.0603	0.0603	0.3333
ȴ	ea	12	420	0.0004	0.0018	0.0166	0.0603	0.3333
ȴ	er	404	420	0.0215	0.0018	0.5166	0.0603	0.3333
ȴ	phoible	4	420	0.0001	0.0018	0.0022	0.0603	0.3333
ȴʷ	ALL	20	20	0.0001	0.0001	0.0029	0.0029	0.1111
ȴʷ	er	20	20	0.0011	0.0001	0.0256	0.0029	0.1111
ȴ̥	ALL	4	4	0.0	0.0	0.0006	0.0006	0.1111
ȴ̥	phoible	4	4	0.0001	0.0	0.0022	0.0006	0.1111
ȴ̻	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
ȴ̻	phoible	2	2	0.0	0.0	0.0011	0.0003	0.1111
ȵ	ALL	760	760	0.0033	0.0033	0.1092	0.1092	0.3333
ȵ	er	756	760	0.0402	0.0033	0.9668	0.1092	0.3333
ȵ	jipa	2	760	0.0002	0.0033	0.0068	0.1092	0.3333
ȵ	phoible	2	760	0.0	0.0033	0.0011	0.1092	0.3333
ȵʷ	ALL	20	20	0.0001	0.0001	0.0029	0.0029	0.1111
ȵʷ	er	20	20	0.0011	0.0001	0.0256	0.0029	0.1111
ȶ	ALL	624	624	0.0027	0.0027	0.0897	0.0897	0.1111
ȶ	er	624	624	0.0332	0.0027	0.798	0.0897	0.1111
ȶʷ	ALL	20	20	0.0001	0.0001	0.0029	0.0029	0.1111
ȶʷ	er	20	20	0.0011	0.0001	0.0256	0.0029	0.1111
ȶ̚	ALL	128	128	0.0005	0.0005	0.0184	0.0184	0.1111
ȶ̚	er	128	128	0.0068	0.0005	0.1637	0.0184	0.1111
ȶ͈	ALL	132	132	0.0006	0.0006	0.019	0.019	0.1111
ȶ͈	er	132	132	0.007	0.0006	0.1688	0.019	0.1111
ȶⁿ	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
ȶⁿ	phoible	2	2	0.0	0.0	0.0011	0.0003	0.1111
ɐ	ALL	216	216	0.0009	0.0009	0.031	0.031	0.7778
ɐ	aa	8	216	0.0006	0.0009	0.0206	0.031	0.7778
ɐ	ea	42	216	0.0014	0.0009	0.058	0.031	0.7778
ɐ	jipa	34	216	0.0028	0.0009	0.1156	0.031	0.7778
ɐ	lapsyd	48	216	0.0013	0.0009	0.0411	0.031	0.7778
ɐ	phoible	54	216	0.0008	0.0009	0.03	0.031	0.7778
ɐ	ra	2	216	0.0002	0.0009	0.0102	0.031	0.7778
ɐ	upsid	28	216	0.001	0.0009	0.0311	0.031	0.7778
ɐi	ALL	20	20	0.0001	0.0001	0.0029	0.0029	0.3333
ɐi	ea	6	20	0.0002	0.0001	0.0083	0.0029	0.3333
ɐi	jipa	8	20	0.0007	0.0001	0.0272	0.0029	0.3333
ɐi	phoible	6	20	0.0001	0.0001	0.0033	0.0029	0.3333
ɐi̯	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
ɐi̯	ea	2	2	0.0001	0.0	0.0028	0.0003	0.1111
ɐu	ALL	14	14	0.0001	0.0001	0.002	0.002	0.3333
ɐu	ea	4	14	0.0001	0.0001	0.0055	0.002	0.3333
ɐu	jipa	6	14	0.0005	0.0001	0.0204	0.002	0.3333
ɐu	phoible	4	14	0.0001	0.0001	0.0022	0.002	0.3333
ɐɪ	ALL	4	4	0.0	0.0	0.0006	0.0006	0.2222
ɐɪ	ea	2	4	0.0001	0.0	0.0028	0.0006	0.2222
ɐɪ	phoible	2	4	0.0	0.0	0.0011	0.0006	0.2222
ɐʉ	ALL	4	4	0.0	0.0	0.0006	0.0006	0.2222
ɐʉ	jipa	2	4	0.0002	0.0	0.0068	0.0006	0.2222
ɐʉ	phoible	2	4	0.0	0.0	0.0011	0.0006	0.2222
ɐʊ	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
ɐʊ	phoible	2	2	0.0	0.0	0.0011	0.0003	0.1111
ɐː	ALL	32	32	0.0001	0.0001	0.0046	0.0046	0.5556
ɐː	aa	2	32	0.0001	0.0001	0.0052	0.0046	0.5556
ɐː	ea	2	32	0.0001	0.0001	0.0028	0.0046	0.5556
ɐː	jipa	6	32	0.0005	0.0001	0.0204	0.0046	0.5556
ɐː	lapsyd	4	32	0.0001	0.0001	0.0034	0.0046	0.5556
ɐː	phoible	18	32	0.0003	0.0001	0.01	0.0046	0.5556
ɐˤ	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
